product_id,sku_code,barcode,product_name_ko,product_name_en,brand_id,brand_name,category_l1,category_l2,category_l3,category_l4,retail_price_krw,cost_price_krw,global_price_usd,jp_price_jpy,weight_g,volume_ml,is_bundle,bundle_components,ingredient_ids,key_ingredient_1,key_ingredient_2,key_ingredient_3,skin_type_target,skin_concern_target,launch_date,discontinue_date,status,vegan_yn,cruelty_free,ewa_grade,origin_country,shelf_life_months,supplier_id,min_order_qty,tax_type,attr_01,attr_02,attr_03,attr_04,attr_05,attr_06,attr_07,attr_08,attr_09,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,quality_score_01,quality_score_02,quality_score_03,quality_score_04,quality_score_05,quality_score_06,quality_score_07,quality_score_08,quality_score_09,quality_score_10,quality_score_11,quality_score_12,quality_score_13,quality_score_14,quality_score_15,quality_score_16,quality_score_17,quality_score_18,quality_score_19,quality_score_20,pim_metric_01,pim_metric_02,pim_metric_03,pim_metric_04,pim_metric_05,pim_metric_06,pim_metric_07,pim_metric_08,pim_metric_09,pim_metric_10,pim_metric_11,pim_metric_12,pim_metric_13,pim_metric_14,pim_metric_15,pim_metric_16,pim_metric_17,pim_metric_18,pim_metric_19,pim_metric_20,pim_metric_21,pim_metric_22,pim_metric_23,pim_metric_24,pim_metric_25,pim_flag_01,pim_flag_02,pim_flag_03,pim_flag_04,pim_flag_05,pim_flag_06,pim_flag_07,pim_flag_08,pim_flag_09,pim_flag_10,pim_flag_11,pim_flag_12,pim_flag_13,pim_flag_14,pim_flag_15
PRD-00068,SKU00000068,8803337656806,일리윤 퓨어 재생 50g,Product_57hwue4g,BR-022,넘버즈,더마,재생,재생_베이직,sub_k7sooitb,9900.0,38595,69.59,990,200,150,N,,ING-0190|ING-0415|ING-0191|ING-0339|ING-0088|ING-0482,아젤라인산,꿀추출물,PHA,복합성,각질|주름|다크서클,20230525,,판매중,N,False,미검증,프랑스,30,SUP-035,100,영세,,val_45,val_28,,val_9,,,val_43,,val_12,val_25,val_21,val_50,val_9,val_9,,val_26,val_27,val_13,val_29,val_4,val_39,val_41,val_14,,,,val_22,val_45,,val_9,val_47,val_14,val_47,val_46,,val_35,,val_14,val_22,50.6,25.650000000000002,33.7,27.250000000000004,18.75,17.669999999999998,13.13,32.48,9.16,28.62,29.39,16.72,21.18,19.46,9.42,35.75,11.0,23.549999999999997,26.640000000000004,41.760000000000005,23.59,527.22,99.79,778.45,2.72,71.83,665.71,90.63,146.83,2103.11,134.55,314.87,1007.67,179.53,84.59,104.42,288.7,385.09,0.25,68.97,146.05,80.94,189.85,243.81,457.13,yes,X,1,1,False,N,0,X,Y,True,O,False,N,0,O
PRD-00069,SKU00000069,8806626423858,스킨푸드 센시티브 남성스킨케어 #03,Product_nya55hjc,BR-116,구달,남성,남성스킨케어,남성스킨케어_남성용,sub_toba84iy,25000.0,33257,90.87,14800,50,10,Y,PRD-00932|PRD-00231|PRD-01200|PRD-00982|PRD-01302,ING-0410|ING-0320|ING-0452|ING-0223|ING-0450|ING-0365|ING-0034|ING-0061|ING-0074|ING-0474|ING-0067,카밀러,로즈힙오일,비타민C,트러블성|중성,트러블|아토피,09-22-2024,20251023,판매중,해당없음,False,4,프랑스,30,SUP-006,48,과세,val_17,val_45,val_31,val_47,val_32,val_34,val_19,val_6,,val_24,val_40,val_32,val_24,,val_2,,,val_19,val_24,val_47,,val_8,val_18,val_42,val_36,,,val_34,val_20,,,val_37,val_40,val_8,val_37,val_32,,,,val_45,31.35,31.269999999999996,7.55,33.75,34.38,7.71,27.860000000000003,19.189999999999998,6.35,45.33,14.32,44.04,54.93,28.9,5.3,65.93,59.37,22.7,8.07,14.249999999999998,30.34,55.95,209.28,366.11,122.74,99.08,481.28,1340.81,469.61,590.97,106.19,18.08,1910.56,194.37,287.8,67.06,1232.13,121.11,112.34,8.36,487.67,14.54,56.58,3.02,920.21,no,O,0,0,True,N,0,O,Y,False,X,False,N,1,X
PRD-00070,SKU00000070,8802153007516,세타필 퓨어 선스틱 200ml,Product_iy1gqff5,BR-097,샤넬,선케어,선스틱,선스틱_오가닉,sub_dngpp55b,350000.0,17211,106.64,2480,200,250,N,,ING-0098|ING-0099|ING-0273|ING-0194|ING-0356|ING-0192|ING-0163|ING-0307|ING-0220|ING-0326|ING-0126|ING-0472|ING-0024|ING-0391|ING-0316,마데카소사이드,트라넥삼산,호호바오일,민감성,탄력,2021.02.02,,일시품절,Y,False,2,한국,18,SUP-022,48,과세,val_44,val_31,val_46,,,val_13,val_3,,val_19,val_8,val_19,val_37,val_43,val_39,val_19,,val_37,val_31,,val_8,val_23,,val_5,val_25,val_6,,val_16,val_34,,val_12,val_22,val_35,val_46,,val_9,val_24,val_2,val_38,,val_27,28.09,11.62,11.95,5.45,44.71,38.25,68.10000000000001,18.8,18.22,20.29,19.88,40.37,67.61,45.95,28.499999999999996,30.240000000000002,29.56,9.22,38.58,33.75,4.41,80.02,757.66,485.72,256.64,46.5,617.61,1770.46,52.44,1406.14,142.72,138.61,470.69,56.9,484.7,440.97,209.61,590.74,13.87,264.46,715.66,239.05,162.65,77.48,2160.25,no,X,1,0,True,Y,0,X,N,True,X,True,Y,0,O
PRD-00071,SKU00000071,8802162867371,파파레시피 맥스 보습강화 @00ml,Product_5depu0f8,BR-069,홀리카홀리카,더마,보습강화,보습강화_한방,sub_yjo7c5qv,32000.0,98989,33.17,6980,150,250,N,,ING-0097|ING-0438|ING-0275|ING-0151|ING-0405|ING-0077|ING-0168|ING-0127|ING-0028|ING-0323|ING-0408|ING-0144,마데카소사이드,어성초,나이아신아마이드,중성,보습,2024-05-03,,판매중,N,인증중,3,일본,18,SUP-035,12,과세,,val_47,val_11,val_6,val_21,val_13,,,val_8,,,,val_2,val_29,val_19,,val_34,,,val_11,val_12,,val_32,val_4,val_13,val_29,val_23,val_27,val_45,val_36,,,val_43,val_16,,val_44,val_38,val_48,val_8,val_34,24.15,23.65,7.86,41.010000000000005,36.83,35.29,15.35,63.019999999999996,30.5,14.12,16.950000000000003,50.29,6.329999999999999,34.62,30.45,37.1,27.82,12.4,10.059999999999999,9.89,6.36,18.47,529.71,577.28,391.5,263.28,526.93,2563.82,159.01,537.01,423.25,222.64,2369.73,39.29,302.51,969.5,331.4,928.21,83.15,183.51,113.86,46.25,586.97,76.69,1690.69,yes,X,1,0,False,N,0,O,Y,True,X,False,N,0,X
PRD-00072,SKU00000072,8803869696221,구달 슈퍼 오드뚜왈렛 세트,Product_0gnyd1os,BR-001,넘버즈,향수,오드뚜왈렛,오드뚜왈렛_남성용,sub_o1pbtvr9,28000.0,8232,69.84,1480,30,100,N,,ING-0436|ING-0261|ING-0496|ING-0300|ING-0454,감초추출물,트라넥삼산,글리콜산,중성|건성|복합성,주름|미백|트러블|모공,2021-05-15,,판매중,N,False,미검증,호주,30,SUP-027,24,과세,val_24,val_6,val_50,,val_9,val_27,,val_13,,val_40,val_29,,val_7,,val_26,val_2,val_8,val_18,val_17,,val_17,,val_7,val_38,val_21,val_27,val_15,val_15,val_49,val_36,val_25,,val_12,val_1,val_21,val_14,val_13,val_13,val_16,val_3,9.950000000000001,15.340000000000002,18.54,46.1,25.56,16.66,22.78,6.23,26.06,16.520000000000003,22.830000000000002,39.290000000000006,48.72,15.64,54.98,17.380000000000003,27.74,49.7,23.39,25.77,6.79,206.02,1204.72,209.56,129.6,26.98,722.44,278.81,231.29,2653.71,23.45,210.2,628.86,271.09,42.94,18.75,21.22,58.87,73.07,430.58,2310.63,348.57,114.14,1463.23,177.41,yes,X,0,0,False,N,0,X,N,False,X,False,Y,0,O
PRD-00073,SKU00000073,8802200488846,,Product_ep720oev,BR-093,맥,메이크업,아이섀도,아이섀도_베이직,sub_sl5vx974,9900.0,70753,125.32,2980,50,75,N,,ING-0108|ING-0373|ING-0042|ING-0402|ING-0241|ING-0405|ING-0340|ING-0315|ING-0034|ING-0086,프로폴리스,징크옥사이드,콜라겐,민감성|트러블성,다크서클|모공,20220131,,판매중,N,False,3,한국,30,SUP-057,48,면세,val_13,,,,val_44,val_31,,,val_23,,val_4,,val_6,,val_8,val_1,val_14,val_49,val_21,,val_34,,val_25,val_26,val_23,,val_18,val_21,,,val_15,,,val_10,,val_33,,val_20,,val_23,16.48,7.91,11.43,33.33,17.0,37.86,28.42,10.75,6.35,20.61,48.4,11.360000000000001,38.18,27.35,45.18,24.529999999999998,23.43,49.74,31.0,40.47,7.07,26.95,474.52,177.13,521.33,249.89,1091.56,1655.12,16.58,440.6,151.15,16.13,1223.74,3.7,295.57,502.01,1647.58,654.51,7.74,319.1,681.03,39.84,65.71,1082.12,3650.15,no,O,1,1,True,Y,1,O,Y,False,X,False,N,0,O
PRD-00074,SKU00000074,8808533105096,페리페라 울트라 오드퍼퓸 200ml,Product_gdgojgp2,BR-013,토리든,향수,오드퍼퓸,오드퍼퓸_오가닉,sub_ppwwldt1,198000.0,55691,99.94,990,1000,50,N,,ING-0199|ING-0385|ING-0452|ING-0331|ING-0261|ING-0192|ING-0256|ING-0266|ING-0238|ING-0092|ING-0165,AHA,호호바오일,비타민C,지성|트러블성|민감성,미백,04-29-2020,,판매중,N,False,미검증,미국,30,SUP-013,12,과세,val_8,,val_41,,val_13,val_29,,,val_34,,val_16,val_42,val_1,val_17,val_41,val_44,,val_16,val_13,,,val_21,val_18,val_4,val_46,,val_16,val_33,,val_2,val_31,,val_17,,val_32,val_7,,val_40,,,3.08,9.370000000000001,29.189999999999998,56.67,24.84,13.639999999999999,19.08,7.55,25.41,17.77,5.16,16.470000000000002,25.5,34.61,29.68,39.09,11.58,26.619999999999997,40.73,7.42,34.0,34.5,154.11,222.05,28.11,4.96,569.03,522.89,127.16,556.72,1212.63,166.06,466.68,252.38,143.8,102.86,266.07,273.04,57.63,36.89,967.36,94.08,297.43,1351.66,91.83,no,O,0,1,False,N,0,X,N,False,O,False,Y,1,X
PRD-00075,SKU00000075,8809621386065,이니스프리 센시티브 민감성 #03,Product_gbudy7mx,BR-119,메디힐,더마,민감성,민감성_비건,sub_sqxzggrq,68000.0,92765,64.62,2480,500,30,Y,PRD-00726|PRD-01903,ING-0192|ING-0270|ING-0356|ING-0248|ING-0367|ING-0490|ING-0254|ING-0243|ING-0138|ING-0298|ING-0206|ING-0327|ING-0472|ING-0405,호호바오일,엘라스틴,토코페롤,복합성,색소침착|피지|미백|각질,2023.02.15,,판매중,N,False,미검증,일본,30,SUP-049,12,영세,val_40,,,val_35,,,,val_32,val_12,val_40,val_7,val_49,,val_24,,,val_36,val_1,,val_10,,val_11,val_8,,,val_15,val_35,val_8,val_10,,val_34,,val_41,,val_1,val_10,val_9,val_2,val_19,val_8,31.86,15.0,28.29,18.9,24.779999999999998,18.02,60.089999999999996,25.480000000000004,34.949999999999996,25.15,42.11,17.28,46.0,35.43,18.66,28.51,14.69,3.47,39.800000000000004,22.1,10.65,269.35,800.07,1907.28,50.1,30.95,649.83,1408.75,46.99,1774.43,611.58,580.47,36.79,81.57,24.63,3.62,439.82,2202.25,55.07,18.89,1081.83,9.03,121.87,430.13,2968.75,no,X,1,0,False,N,0,O,Y,False,X,False,N,1,O
PRD-00076,SKU00000076,8807875911821,라로슈포제 울트라 클렌징폼 50g,Product_a8a2cs2c,BR-028,,클렌징,클렌징폼,클렌징폼_시즌한정,sub_sllkryab,25000.0,82768,101.19,2480,500,20,N,,ING-0333|ING-0019|ING-0107|ING-0113|ING-0459|ING-0104|ING-0232|ING-0442|ING-0121|ING-0203|ING-0112|ING-0157,시어버터,바쿠치올,히알루론산,트러블성|복합성|민감성,홍조,06-25-2024,,판매중,N,인증중,1,한국,24,SUP-044,100,영세,val_29,,,,val_43,val_38,val_50,val_17,val_22,,val_46,val_44,val_47,val_1,,val_36,,val_37,val_10,val_2,val_19,val_27,val_2,val_13,,val_42,,val_32,,val_10,val_34,val_43,,,val_24,val_33,,val_2,,val_5,20.580000000000002,7.89,16.49,8.21,9.53,13.01,32.269999999999996,10.620000000000001,3.6999999999999997,22.38,31.11,68.27,20.990000000000002,29.759999999999998,30.14,20.119999999999997,26.029999999999998,53.82,25.15,21.790000000000003,60.23,147.76,162.48,265.8,17.06,13.82,1110.83,874.4,63.7,5135.58,1319.61,506.29,290.31,732.7,213.38,176.16,511.98,20.85,169.46,654.04,218.27,416.77,115.59,31.84,1700.37,yes,X,1,0,False,Y,1,X,Y,True,X,False,N,1,X
PRD-00077,SKU00000077,8807181395301,아누아 더블 선쿠션 50ml,Product_mq2ajlto,BR-118,코스알엑스,선케어,선쿠션,선쿠션_프리미엄,sub_120tsgtn,12000.0,28613,22.14,3480,100,75,N,,ING-0456|ING-0194|ING-0293|ING-0081|ING-0479|ING-0432|ING-0192|ING-0131|ING-0282,아젤라인산,바쿠치올,아르간오일,건성|민감성|지성,각질,06/09/2022,,판매중,N,False,2,한국,18,SUP-045,12,과세,,val_5,val_43,val_11,,val_17,,val_7,,,val_40,val_12,,val_13,val_37,val_29,val_23,,val_39,val_19,val_34,val_19,val_29,val_11,val_45,val_39,val_13,val_14,val_4,val_22,val_19,val_2,val_21,val_49,val_17,,val_33,,val_25,val_8,11.51,33.83,18.01,41.08,50.19,16.59,21.8,13.089999999999998,32.18,18.709999999999997,7.03,24.98,23.799999999999997,43.55,21.6,14.549999999999999,25.77,46.35,23.5,36.34,17.97,59.44,107.98,22.57,305.35,38.98,30.5,884.03,22.18,1898.25,706.17,459.27,159.25,116.23,261.88,181.42,441.82,648.41,103.4,4.71,243.83,11.56,827.91,619.43,174.44,yes,X,1,1,True,N,0,X,Y,False,O,False,N,1,X
PRD-00078,SKU00000078,8801390246482,메디힐 슈퍼 선쿠션 리필,Product_rc2spvba,BR-065,이니스프리,선케어,선쿠션,선쿠션_더마,sub_o1z74zl9,120000.0,17026,63.22,9800,500,15,N,,ING-0069|ING-0385|ING-0044|ING-0152,스쿠알란,비타민C,레티놀,민감성,모공|미백|트러블|아토피,20250414,,판매중,N,True,3,미국,12,SUP-045,1,과세,val_15,val_20,val_49,val_46,val_2,val_23,val_17,,val_31,val_27,val_19,val_30,val_17,,val_40,val_28,,val_15,,val_41,val_16,,,,val_48,,,,,val_2,,val_29,,val_43,val_35,,,val_20,,val_2,7.82,22.78,50.0,9.83,21.68,29.54,9.17,10.03,49.47,36.36,17.919999999999998,17.52,2.6,26.38,34.07,49.830000000000005,22.869999999999997,9.21,39.379999999999995,3.55,37.15,7.99,28.11,1108.56,27.82,563.09,932.77,463.04,318.0,1817.94,871.88,18.61,285.83,52.63,5.75,211.33,302.76,862.39,281.06,389.42,577.57,256.0,5.1,571.99,950.02,yes,O,0,1,False,Y,1,X,Y,True,O,False,N,1,X
PRD-00079,SKU00000079,8807505818220,세타필 울트라 팩/마스크 30g,Product_xiaqjkb7,BR-109,토니모리,스킨케어,팩/마스크,팩/마스크_시즌한정,sub_c3pfq67m,18000.0,56535,120.0,6980,75,100,N,,ING-0266|ING-0181|ING-0118|ING-0299|ING-0022|ING-0239|ING-0263|ING-0319|ING-0173|ING-0219,달팽이뮤신,감초추출물,징크옥사이드,중성|트러블성,아토피|다크서클,2025.06.07,,판매중,N,True,5,한국,6,SUP-010,48,과세,val_48,val_27,val_26,val_43,val_13,val_5,,val_3,val_36,val_9,val_22,,val_3,val_29,val_31,val_15,,val_27,val_40,,val_10,val_10,,val_1,val_26,val_15,val_40,val_26,val_38,,val_19,,,val_1,,val_50,,val_23,,,12.559999999999999,13.83,23.32,8.6,8.200000000000001,6.63,18.98,29.45,32.35,28.01,7.8,33.589999999999996,16.0,33.81,25.77,21.52,19.68,23.080000000000002,15.15,15.989999999999998,16.32,68.91,130.06,337.17,286.59,3.72,810.55,8.95,176.87,245.96,515.98,240.6,261.01,36.74,277.92,74.18,107.05,867.33,139.08,2.96,878.47,190.47,147.64,1277.77,1984.15,no,O,1,1,True,Y,0,O,Y,True,O,True,Y,1,X
PRD-00080,SKU00000080,8803823382703,에스쁘아 맥스 선스틱 리필,Product_il6d6pqv,BR-091,,선케어,선스틱,선스틱_한방,sub_7no5wtt3,9900.0,97090,36.97,1980,30,10,N,,ING-0240|ING-0222|ING-0210|ING-0189|ING-0412|ING-0255|ING-0163|ING-0140|ING-0196|ING-0013,펩타이드,토코페롤,바쿠치올,중성|복합성|건성,아토피|탄력,2024.10.24,,판매중,N,인증중,미검증,한국,12,SUP-053,48,과세,val_42,,,val_20,val_2,val_33,val_37,,val_36,val_4,val_22,val_30,val_12,val_30,val_15,val_50,,val_17,val_45,,val_40,val_43,val_45,val_18,val_1,val_2,,val_16,val_11,,val_1,val_8,,val_7,,,val_28,,val_14,val_1,15.740000000000002,5.390000000000001,22.900000000000002,23.96,62.78,18.77,41.52,4.49,8.690000000000001,35.53,22.33,26.35,26.22,18.54,68.08999999999999,40.68,21.959999999999997,34.55,24.01,5.81,99.43,176.35,97.41,99.88,371.74,101.48,77.74,1748.83,62.63,36.85,347.74,117.09,396.62,397.88,129.25,842.82,604.45,1291.7,382.93,1018.74,49.08,177.87,122.64,43.18,560.81,no,O,1,1,True,Y,1,X,N,False,O,True,N,0,X
PRD-00081,SKU00000081,8809503497189,롬앤 맥스 면도 #03,Product_p7ega4ti,BR-061,아이오페,남성,면도,,sub_e9vaujid,350000.0,33908,31.96,6980,75,5,N,,ING-0227|ING-0120|ING-0136|ING-0331|ING-0039,알부틴,꿀추출물,알로에,지성|건성,피지|아토피|각질|탄력,2025-04-25,,입고예정,N,인증중,4,호주,36,SUP-051,6,과세,val_48,val_13,,val_24,,,,val_44,,,val_39,,val_38,,,val_49,,val_32,val_20,val_6,,val_43,,val_35,val_21,,val_14,val_20,val_43,val_44,,val_2,val_40,,val_33,val_39,,val_40,,val_42,16.63,11.62,24.68,5.25,34.64,38.87,17.95,19.040000000000003,19.29,52.28,17.94,19.38,34.52,15.45,38.59,19.99,39.489999999999995,31.71,19.08,25.61,9.73,397.19,1368.61,111.37,1135.81,114.83,325.78,248.07,18.8,137.31,323.53,66.98,1300.21,120.51,113.18,243.15,1689.07,563.16,32.16,16.5,167.11,133.39,723.52,386.97,305.49,yes,O,1,0,True,Y,1,O,Y,True,O,True,Y,0,X
PRD-00082,SKU00000082,8802176668292,헤라 맥스 선스프레이 #02,Product_ad1cga64,BR-047,닥터자르트,선케어,선스프레이,선스프레이_베_직,sub_z177b9ol,89000.0,55113,142.87,3480,250,250,N,,ING-0462|ING-0043|ING-0151|ING-0432|ING-0257|ING-0263|ING-0280|ING-0330,어성초,아르간오일,알부틴,복합성|지성,미백|홍조|색소침착,11-15-2020,,시즌한정,N,False,3,미국,6,SUP-050,1,과세,,val_47,,,val_23,,val_25,,val_20,val_37,,val_11,,val_49,val_1,,val_8,val_1,val_15,val_46,,val_45,val_44,,val_7,val_34,val_12,val_45,,val_41,,val_12,val_14,val_31,val_22,,val_45,val_38,val_42,val_15,52.839999999999996,20.84,21.91,19.88,30.91,18.37,9.81,9.66,14.2,62.33,13.79,35.620000000000005,49.74,5.7,9.25,11.940000000000001,31.77,31.14,24.33,12.67,62.77,1.17,339.89,332.23,603.34,104.75,377.05,498.79,54.07,280.44,1109.73,1077.79,1283.72,245.09,299.69,1391.02,447.65,279.41,239.95,54.11,392.99,86.75,7.51,1042.59,1106.47,yes,O,0,0,False,Y,0,O,Y,False,X,True,Y,1,X
PRD-00083,SKU00000083,8807768688660,홀리카홀리카 울트라 아크네 리필,Product_tcwbbkoc,BR-090,아이오페,더마,아크네,아크네_더마,sub_25imztsh,12000.0,22610,35.44,3980,100,10,N,,ING-0403|ING-0142|ING-0475|ING-0117,백단향,프로폴리스,콜라겐,트러블성,모공,05-03-2025,,판매중,해당없음,False,2,태국,24,SUP-009,48,과세,val_11,val_47,val_34,,val_25,val_11,val_40,val_13,val_38,val_13,val_48,val_50,val_1,,val_49,val_5,val_16,val_36,val_9,val_28,val_45,val_15,,val_30,,val_32,,val_36,val_35,,val_1,val_36,,val_21,val_13,val_6,val_48,val_33,val_12,,17.34,25.4,13.63,23.419999999999998,8.99,44.04,16.55,10.33,25.91,28.549999999999997,9.34,23.669999999999998,32.01,39.839999999999996,17.37,2.97,10.34,21.18,49.45,6.93,14.96,24.37,33.18,449.16,249.85,110.65,41.13,3257.46,101.11,781.93,645.18,235.66,531.71,372.36,671.41,691.94,2.48,1754.47,102.96,573.18,313.43,94.15,41.95,1160.05,1403.8,no,O,1,0,True,N,1,O,Y,True,X,True,N,0,O
PRD-00084,SKU00000084,8805737564340,스킨푸드 센시티브 필링 #03,Product_yw34rcdb,BR-076,스킨푸드,스킨케어,필링,필링_남성용,sub_2iduxmkl,38000.0,49646,42.83,9800,100,150,Y,PRD-00434|PRD-00474|PRD-01048|PRD-00096|PRD-00425,ING-0061|ING-0037|ING-0185|ING-0020,알로에,카페인,아르간오일,민감성|복합성|건성,다크서클,2020.09.28,01/09/2025,판매중,N,True,미검증,한국,36,SUP-027,100,과세,val_38,,,val_46,val_20,,val_27,val_36,,val_28,,val_3,,val_28,val_20,val_34,,,val_38,,,val_21,val_4,val_23,val_13,val_27,val_42,val_30,val_23,val_40,,val_21,val_31,val_39,,val_44,,val_9,val_31,val_28,17.68,17.23,39.22,34.410000000000004,56.34,50.09,19.6,32.58,62.38,32.87,27.389999999999997,12.6,18.93,43.669999999999995,15.479999999999999,12.959999999999999,39.48,46.97,76.33,25.46,60.58,82.42,494.15,335.74,13.16,252.15,537.43,1166.71,217.54,341.63,338.42,98.23,228.67,199.75,125.75,975.88,220.65,213.69,5.62,248.19,525.39,2.86,68.3,1253.9,107.0,yes,X,0,0,True,Y,1,X,Y,False,X,False,Y,0,X
PRD-00085,SKU00000085,8807420945161,디올 리뉴얼 아크네 50ml,Product_ot74u6u8,BR-024,아비브,더마,아크네,아크네_더마,sub_uf28ga7o,12000.0,66185,145.59,1480,500,30,Y,PRD-01581|PRD-01038,ING-0103|ING-0171|ING-0101|ING-0346|ING-0169|ING-0129|ING-0155|ING-0382|ING-0418|ING-0394|ING-0350,아젤라인산,알로에,비타민C,지성|중성,홍조|주름,2021-06-25,,시즌한정,N,True,2,독일,18,SUP-056,48,과세,val_41,,,val_12,,val_39,val_10,val_46,val_36,val_35,,val_34,val_22,val_12,val_7,,val_24,val_25,val_43,,,,val_26,val_24,val_37,val_3,,val_25,val_18,,val_4,,,val_13,,val_14,val_25,val_24,val_20,val_14,44.46,6.58,48.120000000000005,50.339999999999996,11.24,0.3,9.26,8.55,24.4,56.57,10.7,17.18,65.69,2.48,23.91,28.01,13.04,64.17,24.9,23.02,4.2,60.3,644.72,215.47,21.45,136.22,37.41,64.21,81.47,2333.28,571.79,162.0,483.98,14.68,106.38,252.16,136.39,624.49,23.44,1291.34,559.82,437.44,60.92,200.48,573.25,yes,O,0,1,False,Y,1,X,Y,False,X,False,Y,1,X
PRD-00086,SKU00000086,8804035172964,VDL 맥스 재생 30g,Product_wd62jc0v,BR-057,바비브라운,더마,재생,재생_시즌한정,sub_phrqzdua,38000.0,75567,111.53,14800,50,250,N,,ING-0098|ING-0362|ING-0310|ING-0071|ING-0438|ING-0386|ING-0367,펩타이드,달팽이뮤신,티트리오일,중성|건성,홍조|다크서클|각질|모공,23/01/2022,,판매중,해당없음,False,4,프랑스,6,SUP-033,6,과세,val_3,val_7,val_7,val_27,val_22,val_24,,val_48,val_33,,val_1,,,,val_11,,val_30,val_19,val_47,val_17,val_48,val_17,val_22,val_46,val_33,val_24,val_37,val_24,val_30,val_28,,val_46,val_28,,val_24,,val_41,,val_41,,12.08,21.83,8.55,43.55,25.380000000000003,13.62,39.910000000000004,37.09,16.939999999999998,40.550000000000004,20.44,48.28,40.550000000000004,42.89,28.249999999999996,12.25,18.82,20.7,8.07,29.34,7.55,324.96,5.37,65.72,188.73,141.64,111.2,4404.02,19.53,239.51,1000.86,165.99,916.84,282.39,402.47,242.29,205.38,4022.89,117.55,46.87,107.32,59.48,216.95,588.81,181.55,no,X,0,0,False,N,0,O,Y,False,O,True,Y,0,X
PRD-00087,SKU00000087,8804853680336,올리브영PB 맥스 스타일링 기획세트,Product_lky7txec,BR-087,라로슈포제,헤어케어,스타일링,스타일링_시즌한정,sub_47aa60o4,9900.0,50574,106.44,9800,250,100,N,,ING-0279|ING-0468|ING-0134|ING-0005|ING-0395|ING-0154|ING-0145|ING-0422|ING-0178|ING-0401|ING-0207|ING-0485|ING-0208|ING-0421,펩타이드,펩타이드,감초추출물,건성|트러블성,미백|보습,05-30-2024,,판매중,N,True,2,태국,30,SUP-020,24,과세,val_27,val_34,val_27,val_37,,,,,,val_33,val_2,val_47,,,val_12,val_42,val_29,val_8,val_4,val_29,,val_45,val_50,val_49,val_22,val_47,val_29,val_20,val_14,val_17,,val_3,val_33,val_1,,val_37,val_12,val_16,val_27,,70.04,27.51,27.139999999999997,11.77,36.370000000000005,33.900000000000006,43.08,29.04,42.15,44.13,27.089999999999996,10.190000000000001,39.18,27.860000000000003,55.769999999999996,30.81,28.549999999999997,16.73,23.799999999999997,11.14,17.08,76.01,276.04,971.47,192.93,111.0,506.31,3215.53,151.05,1693.84,692.22,166.69,1450.35,101.95,615.88,35.97,390.74,733.43,79.76,158.92,350.29,461.58,50.99,1189.7,892.87,no,X,0,0,False,Y,1,X,N,True,O,True,Y,0,O
PRD-00088,SKU00000088,8803007717269,구달 울트라 필링 50ml,Product_e98j6zrz,BR-014,데이지크,스킨케어,필링,필링_오가닉,sub_qaz32lwz,52000.0,94051,128.67,3480,150,15,N,,ING-0388|ING-0336|ING-0007|ING-0242|ING-0335|ING-0263|ING-0390|ING-0488|ING-0077|ING-0444|ING-0204|ING-0117,살리실산,AHA,녹차추출물,민감성|복합성|건성,피지|미백|탄력|모공,20240705,20250628,판매중,N,False,1,호주,36,SUP-050,24,영세,val_25,val_36,,val_8,,,,val_6,val_28,val_17,,val_47,val_24,,,val_42,val_22,val_38,,val_10,val_40,val_49,val_49,val_13,val_2,val_43,val_22,,val_1,val_46,val_42,,val_28,,val_28,,val_12,,,val_26,16.3,44.98,49.120000000000005,13.209999999999999,67.01,13.99,17.96,14.01,21.13,48.199999999999996,39.7,17.21,25.81,23.61,4.9,12.78,37.29,27.13,25.629999999999995,44.78,2.52,249.69,416.95,753.08,67.7,5.88,1476.61,877.22,21.84,804.34,227.35,318.97,312.49,184.98,336.79,354.5,2004.27,117.02,314.1,86.58,390.2,51.85,456.78,78.9,2471.67,no,O,1,0,True,N,1,X,Y,False,X,True,Y,1,X
PRD-00089,SKU00000089,8806669008912,,Product_qoc4eu0d,BR-024,페리페라,더마,아크네,아크네_남성용,sub_6o98z2mf,15000.0,39182,21.79,3480,30,75,N,,ING-0371|ING-0384|ING-0108|ING-0243|ING-0120|ING-0265,판테놀,아젤라인산,시어버터,지성|트러블성,색소침착|트러블,05-26-2023,,단종,N,False,2,태국,24,SUP-056,1,과세,,val_14,val_15,val_33,,val_5,val_32,val_1,,val_24,,val_13,,val_20,val_30,val_36,val_3,,,,,val_38,,,val_46,val_41,val_48,,val_13,val_47,val_3,val_36,,val_32,val_47,val_9,val_44,val_45,val_20,val_6,32.75,33.71,78.9,22.18,25.740000000000002,33.58,36.09,36.14,11.55,26.779999999999998,25.45,22.7,54.08,33.94,42.99,4.47,34.449999999999996,9.370000000000001,55.669999999999995,56.28999999999999,12.82,162.0,30.9,270.68,26.52,49.86,37.02,1115.49,273.82,236.09,712.5,200.41,964.18,50.66,1.19,554.49,636.86,1028.17,737.06,143.93,36.8,531.73,1120.17,859.57,1069.1,yes,O,1,0,True,N,1,X,N,False,O,False,Y,0,X
