return_id,ord_num,cust_key,return_type,return_reason,return_reason_detail,request_date,pickup_date,received_date,inspection_result,refund_amount_krw,refund_method,refund_status,refund_date,cs_agent_id,cs_channel,satisfaction_score,returned_item_code,returned_qty,photo_submitted,is_repeat_returner,cs_metric_01,cs_metric_02,cs_metric_03,cs_metric_04,cs_metric_05,cs_metric_06,cs_metric_07,cs_metric_08,cs_metric_09,cs_metric_10,cs_metric_11,cs_metric_12,cs_metric_13,cs_metric_14,cs_metric_15,cs_flag_01,cs_flag_02,cs_flag_03,cs_flag_04,cs_flag_05,cs_flag_06,cs_flag_07,cs_flag_08,cs_flag_09,cs_flag_10
RT-000826,ORD00005092,MD48ECF8C,반품,알러지반응,,2023-01-07,2023-01-10,,승인,20164,쿠폰발급,거절,20230920,agent_2,전화,5,SKU00000915,2,N,0,86.52,7.07,22.29,230.86,2205.34,64.87,2.19,39.65,116.4,212.66,93.5,275.77,425.31,479.49,349.07,False,1,False,True,0,0,N,0,yes,X
RT-000827,ORD00000712,MA763D029,반품,용량부족,상세사유_60el614f,2025-06-08,01/04/2025,,승인,40013,원결제수단,완료,,agent_26,이메일,3,SKU00000507,3,Y,0,245.13,34.94,0.64,338.2,2614.23,48.26,437.8,419.02,398.12,89.24,1038.95,287.84,998.91,183.77,909.95,True,0,False,False,1,0,N,0,yes,O
RT-000828,ORD00001477,M46D251D3,부분반품,알러지반응,,2024-04-19,20241030,20230526,승인,29729,쿠폰발급,완료,2023-12-21,agent_15,카카오톡,5,SKU00000100,1,N,0,678.58,26.33,15.1,102.35,350.89,548.73,48.34,120.63,891.87,197.97,631.81,33.94,1.5,992.0,828.3,False,0,True,True,0,0,Y,0,yes,X
RT-000829,ORD00002414,ME646BFFD,반품,성분불만,,20240627,,2024.02.10,승인,114665,계좌이체,거절,20230819,agent_23,전화,5,SKU00000354,1,N,0,782.04,85.93,3.18,164.86,10.34,62.48,92.7,271.34,1021.64,554.92,446.4,100.35,263.57,96.47,1371.04,True,1,False,True,0,1,N,1,no,O
RT-000830,ORD00006933,ME8999CC9,교환,피부트러블,상세사유_pgxxod5y,04/03/2024,,,,65169,원결제수단,완료,,agent_30,카카오톡,1,SKU00001885,1,N,1,618.24,4.79,19.39,718.99,574.95,152.71,76.0,146.87,404.67,9.65,879.34,135.38,396.98,522.78,404.49,True,1,True,True,1,1,Y,1,no,X
RT-000831,ORD00006083,M528CABF7,반품,성분불만,상세사유_g4ihg3hd,2023-05-16,08/08/2023,2025.12.15,,4156,원결제수단,완료,,agent_5,카카오톡,3,SKU00001983,1,N,0,93.25,16.42,4.07,322.67,2539.49,123.13,198.51,159.9,343.18,77.9,646.47,339.12,191.15,3173.55,405.16,False,1,True,False,0,1,N,1,yes,O
RT-000832,ORD00009398,MA742334E,반품,텍스처불만,,2024.10.12,2023-05-14,02-26-2023,승인,41022,포인트,완료,,agent_28,게시판,5,SKU00000606,1,Y,0,510.5,19.62,15.15,459.97,1056.46,209.26,124.69,100.28,366.02,311.81,86.33,34.94,3446.9,66.67,66.74,True,1,True,False,0,1,Y,0,yes,X
RT-000833,ORD00013022,M8D21190D,반품,향불만,,14/08/2024,15/07/2024,2023.04.11,승인,12199,쿠폰발급,완료,20230219,agent_30,이메일,4,SKU00001851,1,N,0,88.91,63.71,1.67,193.47,260.88,56.5,380.83,242.25,128.34,81.7,305.78,30.17,506.74,491.61,1817.71,False,0,False,False,0,0,N,1,no,O
RT-000834,ORD00002524,M96E9ABF5,반품,텍스처불만,,25/03/2023,,,거절,4997,포인트,완료,20230223,agent_4,이메일,1,SKU00000661,1,N,0,209.31,56.97,4.15,175.25,1217.59,124.46,53.46,388.77,320.95,166.9,768.48,53.03,1144.47,6.01,1274.14,True,1,False,True,0,1,N,1,no,X
RT-000835,ORD00010416,ME68E6E19,반품,향불만,,2025-06-24,2023.08.08,2025-09-12,승인,67982,쿠폰발급,완료,20251007,agent_26,게시판,4,SKU00000659,2,N,0,151.61,38.23,12.14,150.15,318.8,46.54,113.9,53.46,684.67,336.05,551.37,276.89,500.05,23.62,64.8,True,1,False,False,1,1,Y,0,yes,O
RT-000836,ORD00014483,M9B02FD04,반품,가품의심,상세사유_0vf93kuy,11-11-2025,,2024-03-21,승인,45061,원결제수단,완료,,agent_7,전화,1,SKU00000868,1,Y,0,1433.38,9.4,5.99,544.13,878.15,96.33,283.64,665.35,709.09,546.22,197.31,487.02,292.12,491.18,763.32,False,1,True,True,0,0,N,1,no,O
RT-000837,ORD00000213,M0500066A,반품,텍스처불만,,2024-07-25,2024-03-24,04-29-2024,승인,32121,원결제수단,완료,2023-08-28,agent_1,이메일,,SKU00000592,1,Y,0,545.97,3.22,7.98,28.47,2316.75,105.7,18.4,320.88,161.64,108.92,518.69,129.42,390.51,853.24,544.47,False,1,False,False,1,0,Y,0,no,O
RT-000838,ORD00013044,M3939DBE5,반품,용량부족,,19/11/2024,,17/08/2025,거절,15377,포인트,처리중,2024-01-09,agent_2,카카오톡,2,SKU00001064,1,N,0,569.6,21.74,5.05,937.76,991.66,1.14,548.45,73.4,715.42,422.7,506.65,67.92,306.09,1034.53,423.53,True,0,False,True,1,0,Y,0,yes,X
RT-000839,ORD00012596,M69DAD2E5,교환,알러지반응,상세사유_2wsdzyas,05/01/2024,22/11/2023,01-07-2025,검수중,11079,계좌이체,완료,,agent_21,채팅,2,SKU00001234,2,N,0,1131.58,16.18,14.17,62.55,690.76,14.96,14.62,40.62,8.25,6.64,68.52,1.1,84.31,2162.83,204.31,True,0,False,True,0,0,N,1,yes,X
RT-000840,ORD00013420,M75F73BDD,부분반품,가품의심,,30/07/2025,20250715,2025-09-26,검수중,33701,계좌이체,완료,03-18-2023,agent_19,카카오톡,,SKU00001910,3,N,0,524.42,96.69,0.23,236.41,510.84,66.98,51.1,343.49,1271.75,483.38,278.71,50.3,1393.72,132.35,258.17,False,0,True,False,1,0,N,1,no,X
RT-000841,ORD00005602,M03D5876F,반품,향불만,상세사유_yty7i5ch,2024.07.09,2025.04.17,,승인,20890,쿠폰발급,완료,,agent_17,채팅,5,SKU00001613,1,Y,1,518.12,14.94,4.01,346.83,275.11,290.83,77.45,218.19,255.52,64.19,1163.41,41.46,1321.63,863.84,675.53,False,0,False,True,1,0,N,1,yes,X
RT-000842,ORD00011625,M1204825F,교환,사이즈맞지않음,상세사유_2qkohl7i,2024.07.30,02-26-2023,12-20-2025,검수중,28965,쿠폰발급,완료,,agent_8,채팅,4,SKU00001614,1,N,0,252.49,36.73,25.46,178.52,2098.92,154.25,58.22,595.27,105.6,75.76,279.24,242.05,517.02,314.72,5497.38,True,0,True,False,1,1,Y,1,no,X
RT-000843,ORD00000797,M79C065A4,반품,유통기한임박,상세사유_i7vaydil,20/01/2025,,,승인,45215,쿠폰발급,완료,2025-09-13,agent_2,이메일,3,SKU00000352,1,Y,0,697.56,6.7,10.86,162.34,161.04,35.12,383.62,117.48,53.19,181.35,991.2,159.22,1460.3,134.74,1140.2,True,1,True,True,1,0,Y,0,no,O
RT-000844,ORD00000990,MB1F5AB52,반품,유통기한임박,상세사유_gpnzp864,2023-01-09,09/10/2024,,승인,16371,계좌이체,완료,27/05/2024,agent_10,채팅,1,SKU00000373,1,Y,0,573.19,39.81,6.14,708.15,163.22,75.3,0.34,324.26,1642.72,119.06,37.28,137.71,935.24,310.23,17.43,False,1,True,False,0,1,Y,0,no,X
RT-000845,ORD00002182,MD7FEC69B,부분반품,파손/불량,상세사유_qjo3a6rz,2023-01-02,,31/03/2023,거절,1149,계좌이체,완료,2024-05-21,agent_27,채팅,5,SKU00001938,1,N,0,1103.09,45.95,1.15,234.83,838.15,360.8,37.37,405.33,556.81,265.81,639.01,241.64,1106.16,250.17,278.04,False,0,True,False,1,0,N,0,yes,O
RT-000846,ORD00004309,M874DEA6B,반품,텍스처불만,상세사유_2wdkrkwh,2025-07-14,2023.07.19,23/12/2025,,3179,쿠폰발급,처리중,2024.06.11,agent_1,게시판,2,SKU00000184,1,N,0,452.31,33.16,44.85,512.86,53.1,0.32,110.08,48.19,275.71,444.6,166.12,978.68,147.18,375.03,287.53,False,1,False,False,1,0,Y,0,no,X
RT-000847,ORD00006911,MED3E9190,전체반품,피부트러블,,2024-03-17,2023.11.12,20250731,부분승인,6558,쿠폰발급,처리중,2023-02-20,agent_29,카카오톡,4,SKU00000518,1,Y,0,1014.61,26.83,1.98,152.91,987.15,41.39,61.74,114.84,393.23,8.55,222.71,3.76,1989.56,178.2,81.85,True,0,True,False,0,0,Y,0,no,O
RT-000848,ORD00000057,MD0F37529,부분반품,사이즈맞지않음,,2024.05.23,20251026,02-15-2025,검수중,10138,쿠폰발급,처리중,2023.01.09,agent_27,게시판,,SKU00001204,1,Y,0,442.61,91.49,20.46,113.59,407.55,36.81,59.05,356.24,79.02,242.83,2098.51,70.63,210.57,393.04,447.5,True,1,True,False,0,1,N,1,yes,O
RT-000849,ORD00009607,M7FE42A25,반품,파손/불량,,05/10/2024,,2024.06.12,승인,9110,쿠폰발급,대기,2025.05.16,agent_30,채팅,5,SKU00000285,2,Y,0,520.89,52.42,19.73,195.84,180.71,273.05,201.8,179.11,258.13,368.56,566.55,180.52,458.52,126.63,654.64,False,1,True,True,1,0,N,0,no,X
RT-000850,ORD00003127,M70E23AD4,교환,가품의심,상세사유_os9nzgz3,01-09-2025,,01-31-2023,승인,48647,쿠폰발급,완료,2023-02-10,agent_2,이메일,2,SKU00001646,1,Y,1,1200.47,107.86,1.45,446.54,700.19,0.37,510.18,173.39,155.69,22.72,62.31,7.89,246.49,795.25,155.24,True,1,False,False,0,0,Y,0,no,X
RT-000851,ORD00010794,M8C946AFC,반품,성분불만,상세사유_ps69rsj7,2025-08-31,,09/04/2024,승인,9302,포인트,대기,,agent_11,채팅,3,SKU00001825,3,N,0,65.98,58.46,18.01,11.75,383.72,84.85,9.55,154.68,114.22,209.33,37.33,89.34,902.61,2179.84,584.41,True,0,True,False,0,0,N,0,yes,X
RT-000852,ORD00009630,M3C12BF98,교환,사이즈맞지않음,,2023-03-07,2023-03-05,18/07/2025,승인,6616,쿠폰발급,처리중,2024.07.30,agent_21,전화,5,SKU00000898,3,Y,1,2.0,24.81,11.98,278.28,627.22,99.01,237.96,340.93,67.27,19.18,362.22,86.83,505.31,1180.26,394.79,True,0,False,True,0,1,Y,0,no,O
RT-000853,ORD00003624,M5C86DB7E,반품,색상불일치,,2025.04.20,20240816,2023.11.10,부분승인,10107,쿠폰발급,거절,,agent_15,카카오톡,1,SKU00000233,1,N,0,2253.63,16.82,24.83,41.63,20.49,118.0,2.3,52.37,508.85,290.16,764.19,39.52,119.85,90.06,108.07,True,0,True,False,1,0,N,1,no,O
RT-000854,ORD00001727,M65F61856,교환,가품의심,상세사유_nmj1jrfp,2024.12.26,20250720,20231124,검수중,411,원결제수단,완료,10-08-2024,agent_10,카카오톡,1,SKU00001182,3,N,0,769.44,8.65,18.4,95.67,1103.45,55.54,560.5,378.8,612.03,82.1,1.65,377.15,21.3,57.96,206.45,True,0,True,True,1,0,Y,1,no,X
RT-000855,ORD00012721,MAE1201CF,전체반품,성분불만,,20250808,26/10/2024,03-09-2023,승인,57075,계좌이체,완료,13/09/2025,agent_6,카카오톡,2,SKU00001617,1,N,0,1471.12,90.7,26.01,25.53,120.85,223.46,140.25,105.53,207.25,191.51,858.43,59.07,405.72,690.22,414.18,True,1,False,True,0,0,N,1,yes,X
RT-000856,ORD00007608,M2B1F8AC4,반품,변심,상세사유_bcyn1b0k,2024-12-20,20230828,20240903,승인,66432,원결제수단,대기,,agent_20,카카오톡,1,SKU00000325,1,N,1,1582.5,20.84,62.22,562.24,870.01,201.31,280.62,129.92,393.22,86.39,419.56,402.84,352.94,170.61,714.8,True,0,False,True,0,1,N,0,yes,O
RT-000857,ORD00011541,MCC0C2A6E,반품,오배송,상세사유_0djmbb3y,07-23-2025,18/01/2024,,,17581,원결제수단,완료,,agent_23,이메일,1,SKU00001859,3,Y,1,462.5,5.78,7.9,176.35,11.07,338.86,195.64,154.28,288.59,68.97,423.13,244.49,533.89,251.01,2577.34,False,1,False,False,1,0,N,0,yes,X
RT-000858,ORD00009808,MB4553CFA,전체반품,유통기한임박,상세사유_l13y3d10,2024.07.03,2023-05-25,20241020,승인,88635,쿠폰발급,완료,2023-12-24,agent_18,카카오톡,4,SKU00000197,3,Y,0,55.17,42.31,22.56,850.21,200.84,35.57,27.64,225.92,365.74,106.98,236.43,53.86,414.8,377.3,499.35,False,0,True,False,0,1,N,0,no,X
RT-000859,ORD00001327,M9E5E883F,교환,성분불만,상세사유_femvhs1v,2024.04.08,2024.10.11,2023.11.27,검수중,7134,계좌이체,완료,2024-03-05,agent_15,채팅,5,SKU00000855,2,N,1,2471.07,48.8,50.38,120.98,1555.01,11.74,260.55,319.77,935.91,156.41,252.65,176.02,789.47,695.71,1784.76,False,0,True,True,0,0,N,1,no,O
RT-000860,ORD00014980,M7FCF8DF3,반품,변심,상세사유_0mvkw7k9,20250625,2023-05-16,02-01-2025,승인,618,쿠폰발급,대기,,agent_15,이메일,4,SKU00001870,3,N,0,599.85,30.61,24.26,221.56,1356.01,74.96,78.78,30.72,118.2,142.67,216.56,365.29,10.74,723.46,103.66,False,0,False,False,0,0,N,0,yes,X
RT-000861,ORD00010750,M6476E3BA,부분반품,알러지반응,,2023-01-27,2023.12.20,2023-07-16,승인,31256,쿠폰발급,처리중,08-10-2025,agent_15,전화,3,SKU00000580,1,N,0,411.24,128.77,13.15,294.04,277.91,52.22,7.94,279.11,954.02,3.09,127.06,26.59,183.47,95.21,281.48,False,0,False,False,0,1,Y,1,yes,X
RT-000862,ORD00008576,M59863C1A,교환,변심,,20240914,20231201,05-19-2024,거절,12387,쿠폰발급,완료,10-19-2023,agent_24,게시판,3,SKU00001546,3,N,0,158.96,22.26,12.75,21.13,1265.78,81.9,261.16,63.34,150.04,241.97,72.66,72.8,1153.79,187.51,369.19,True,1,False,True,0,1,Y,0,yes,X
RT-000863,ORD00000697,M317BCF97,반품,향불만,상세사유_lk64bc23,20251014,,09-12-2025,부분승인,6034,쿠폰발급,완료,14/09/2024,agent_7,채팅,,SKU00000580,1,N,0,156.38,43.95,8.17,467.43,598.7,17.07,29.23,548.29,245.92,56.04,11.6,118.07,370.68,991.79,141.18,False,0,False,True,1,1,Y,0,no,X
RT-000864,ORD00004964,MDC3172BD,부분반품,성분불만,상세사유_kwb0wdki,2023.07.04,27/10/2024,,승인,40706,쿠폰발급,완료,09-22-2025,agent_4,채팅,5,SKU00001921,1,N,0,153.89,10.96,8.71,107.76,1384.02,53.6,18.92,200.81,172.28,14.5,438.39,3.9,164.59,53.09,2233.88,True,1,False,False,1,1,Y,0,no,X
RT-000865,ORD00005862,MB69D03F7,반품,사이즈맞지않음,,20241122,2024-09-05,,,23519,쿠폰발급,처리중,,agent_11,채팅,,SKU00001169,1,N,1,1125.31,10.78,12.92,46.3,1171.36,86.36,50.27,79.63,845.12,2.34,406.32,14.57,1592.59,3871.28,756.21,False,0,True,False,0,0,Y,1,no,X
RT-000866,ORD00002349,MA8702029,반품,텍스처불만,상세사유_wiw0vv12,20240714,,25/05/2025,검수중,24936,쿠폰발급,대기,08-01-2024,agent_20,게시판,,SKU00000059,1,Y,0,1110.67,14.11,29.78,45.6,1670.22,25.75,9.3,115.54,357.05,102.62,452.1,475.57,790.43,943.96,330.09,True,1,False,True,0,0,Y,1,yes,X
RT-000867,ORD00001703,M97A7DD72,반품,성분불만,,2023-10-31,,20250705,거절,8141,계좌이체,처리중,2025.03.19,agent_27,이메일,3,SKU00001499,1,N,0,990.69,61.42,8.07,366.07,136.25,45.55,143.9,33.23,52.69,11.28,124.63,129.29,319.02,264.02,4802.59,False,0,True,True,0,1,Y,1,no,X
RT-000868,ORD00010001,MC3C97EBA,전체반품,색상불일치,,2023-08-17,,25/10/2023,부분승인,78751,쿠폰발급,대기,,agent_26,카카오톡,5,SKU00001539,1,N,0,143.63,71.35,7.1,152.82,1341.52,64.84,80.09,156.48,75.88,598.61,5.2,10.97,624.1,194.04,371.75,False,1,False,False,0,0,Y,1,no,O
RT-000869,ORD00008875,M905BA072,교환,성분불만,,2024-04-09,,,승인,10103,포인트,처리중,20230529,agent_9,게시판,1,SKU00000263,1,N,0,3.34,12.44,17.31,486.06,0.14,101.46,279.28,26.31,142.07,25.78,1645.69,29.04,1103.23,98.91,431.06,True,1,True,True,1,0,Y,0,yes,O
RT-000870,ORD00010871,M9EEAADF9,반품,알러지반응,,20250522,,20240703,승인,5229,포인트,처리중,09-14-2023,agent_5,카카오톡,1,SKU00000149,1,N,1,387.3,31.92,67.71,132.03,342.13,157.8,181.04,38.58,561.45,479.1,96.26,11.1,123.35,229.94,1366.7,True,0,True,True,0,1,Y,1,yes,O
RT-000871,ORD00007921,M6F0049FA,교환,가품의심,,04-10-2025,,,검수중,70549,계좌이체,처리중,20250426,agent_14,전화,3,SKU00001661,1,N,0,1417.55,7.2,17.14,339.54,2003.73,231.3,15.98,403.67,749.85,307.29,495.05,66.36,251.22,88.25,1813.27,True,0,True,True,1,0,N,1,no,O
RT-000872,ORD00004165,MDC30C745,부분반품,용량부족,,20230225,,05-10-2024,,4969,계좌이체,완료,2024-02-06,agent_13,카카오톡,,SKU00001777,1,N,0,444.24,32.15,26.98,127.55,129.82,103.81,33.85,504.2,429.94,3.59,797.27,259.91,725.81,606.44,825.64,False,1,False,False,0,0,Y,0,yes,X
RT-000873,ORD00011252,ME51830BF,반품,가품의심,,05/05/2023,17/07/2025,03-14-2025,부분승인,19764,계좌이체,처리중,29/12/2024,agent_15,이메일,1,SKU00001594,2,N,1,1070.15,56.54,23.91,5.43,101.06,42.63,97.24,93.42,1358.8,57.94,49.7,317.72,56.01,2782.03,1726.36,True,1,True,False,0,1,Y,0,no,O
RT-000874,ORD00011448,MDFD1304C,반품,파손/불량,상세사유_rb0j6n86,23/09/2024,2025.05.22,2025.06.11,부분승인,14371,쿠폰발급,처리중,20241122,agent_30,이메일,4,SKU00001607,1,N,0,641.22,40.85,6.29,385.95,794.14,1.68,290.71,160.16,837.22,147.35,654.46,4.54,1.27,1312.2,317.59,False,1,False,False,1,1,Y,0,yes,O
RT-000875,ORD00005698,M09C4E080,반품,성분불만,상세사유_i3hioajs,20230406,08-27-2024,20240820,승인,5702,포인트,대기,,agent_23,이메일,,SKU00001282,2,N,0,1885.12,42.85,4.95,78.63,350.48,74.26,218.93,55.13,360.51,556.55,407.0,15.28,132.35,1660.5,389.59,True,0,False,True,0,0,Y,0,yes,O
RT-000876,ORD00004583,M453AD37B,부분반품,오배송,,2024-10-11,,2023.05.31,승인,37827,쿠폰발급,처리중,03-25-2024,agent_25,게시판,2,SKU00001519,1,N,0,393.73,171.92,9.39,88.73,510.63,59.21,551.48,298.44,553.56,408.13,117.34,103.71,100.72,393.91,1297.78,True,1,True,False,0,0,N,1,no,O
RT-000877,ORD00001431,M2BB29B84,부분반품,사이즈맞지않음,,2025-09-02,2023.09.01,03/05/2025,검수중,40210,계좌이체,완료,20241124,agent_8,채팅,1,SKU00000478,3,N,0,99.26,34.67,32.0,686.7,145.28,2.68,245.91,224.37,636.29,250.27,1428.39,61.23,375.43,4.19,671.78,True,0,True,False,1,1,Y,1,yes,X
RT-000878,ORD00002076,MDDCC390F,반품,피부트러블,상세사유_pmi5wpb9,07/09/2024,18/10/2023,,부분승인,24713,계좌이체,대기,20250308,agent_13,카카오톡,4,SKU00001420,1,Y,0,30.81,28.65,0.19,67.59,1750.52,234.38,0.82,56.9,777.51,163.22,775.27,7.37,946.63,568.76,114.18,True,1,False,True,0,1,N,1,no,O
RT-000879,ORD00009110,M7778C43F,전체반품,용량부족,상세사유_imfzp9a9,28/12/2024,01-31-2023,20250414,승인,65487,원결제수단,완료,20250213,agent_8,전화,4,SKU00000207,1,N,0,3.02,25.63,1.26,72.67,784.86,19.56,110.04,50.2,288.18,6.82,486.59,560.61,657.96,22.08,52.36,False,1,False,True,0,1,N,1,yes,O
RT-000880,ORD00013851,M22322A3F,반품,가품의심,상세사유_15xu0gw1,2024-03-11,17/10/2023,,승인,4796,쿠폰발급,완료,,agent_24,이메일,4,SKU00001796,1,Y,0,801.71,68.04,38.41,0.57,40.62,216.59,109.61,19.76,10.04,98.75,80.21,24.86,171.08,161.89,219.11,True,1,True,False,0,1,Y,1,no,X
RT-000881,ORD00010306,MF42B8CEF,전체반품,알러지반응,,2023.01.10,20230304,01-05-2025,승인,17417,계좌이체,완료,,agent_24,게시판,2,SKU00000425,1,N,0,401.85,11.01,9.19,90.97,392.36,81.96,93.07,164.0,35.07,146.27,386.96,167.53,376.5,2339.89,1513.59,True,0,False,False,1,1,Y,1,no,X
RT-000882,ORD00003706,MB1B19FE1,교환,피부트러블,,2023-12-29,,,검수중,29034,원결제수단,완료,2025-09-09,agent_30,이메일,,SKU00000797,1,N,0,656.23,51.24,11.73,142.84,677.54,285.14,453.51,219.89,1149.73,47.58,444.06,95.48,1192.48,1599.71,2112.25,True,0,True,False,0,0,N,1,no,X
RT-000883,ORD00007735,MC373CBB1,반품,용량부족,상세사유_3b4btz64,30/03/2023,10-26-2024,20231116,승인,48853,계좌이체,처리중,2024-03-14,agent_20,전화,2,SKU00001767,2,N,0,209.07,78.25,13.64,552.5,229.83,51.74,276.89,573.45,182.29,79.91,252.07,162.73,106.89,255.83,242.13,False,0,True,False,0,0,Y,1,yes,X
RT-000884,ORD00012841,M77D4B509,반품,향불만,상세사유_d0o5z200,2024-01-20,,20250213,승인,3934,계좌이체,완료,08-05-2024,agent_24,이메일,3,SKU00001780,1,N,0,824.89,4.96,26.16,35.19,98.09,53.71,264.01,938.62,145.99,58.95,64.86,92.47,294.9,689.22,391.83,True,1,False,True,0,0,Y,1,yes,X
RT-000885,ORD00001892,M518AC0A3,반품,용량부족,,10-07-2025,2024.04.15,,거절,28154,계좌이체,완료,2025-02-19,agent_21,카카오톡,2,SKU00000832,1,N,0,358.27,56.89,38.83,50.13,383.93,104.04,16.07,382.71,1469.72,167.34,235.15,473.62,1399.93,194.46,184.62,False,1,False,False,0,0,N,0,yes,O
RT-000886,ORD00004823,M7A2EA832,반품,텍스처불만,,2024.07.05,20240526,07/09/2023,승인,14770,계좌이체,완료,02-09-2025,agent_7,전화,3,SKU00001926,1,N,0,467.49,64.66,1.98,226.62,1158.26,108.87,34.55,23.89,873.36,135.2,1022.66,368.17,385.22,39.97,70.71,False,0,True,True,1,0,N,0,no,X
RT-000887,ORD00004129,M75207257,교환,텍스처불만,,2025-12-11,,2024-12-17,,7358,포인트,완료,05-28-2025,agent_5,카카오톡,3,SKU00001601,3,Y,0,619.8,33.23,2.22,98.58,1054.34,392.89,42.12,379.97,324.6,216.63,368.95,101.88,1048.26,142.87,44.45,False,0,True,True,1,0,Y,1,no,O
RT-000888,ORD00004254,MCFF6DF7B,전체반품,성분불만,,20240909,02-18-2025,,승인,37817,계좌이체,완료,11-25-2024,agent_30,전화,5,SKU00000520,1,N,0,447.13,45.87,0.07,106.04,47.88,20.59,91.96,156.45,649.16,722.31,847.55,679.04,415.89,51.97,943.75,False,1,True,True,0,0,N,0,yes,O
RT-000889,ORD00011709,M4425AA5F,교환,오배송,,2025-04-28,20230508,2025-01-10,부분승인,16985,계좌이체,거절,2024.09.29,agent_10,전화,5,SKU00001877,1,N,1,161.83,1.58,1.82,258.67,52.49,8.43,80.7,69.53,750.83,265.14,1225.44,5.72,811.14,1845.69,1660.64,False,0,True,True,0,0,N,1,no,X
RT-000890,ORD00002854,M2EDBF1B4,부분반품,색상불일치,,2023-04-17,,,,17676,포인트,완료,2024-07-24,agent_27,전화,5,SKU00001850,1,N,1,478.92,7.17,44.39,167.75,5.94,157.2,112.71,680.95,514.54,122.58,650.98,259.82,896.47,1321.65,1891.17,True,0,False,False,1,1,Y,1,no,X
RT-000891,ORD00005065,M619CA43E,부분반품,오배송,상세사유_0pilc8ze,09-09-2025,29/09/2024,06-24-2025,,45462,포인트,처리중,02-19-2025,agent_21,이메일,5,SKU00001873,2,N,0,382.89,4.58,1.18,295.12,183.92,150.58,26.33,546.94,78.49,274.97,340.84,56.74,377.72,123.74,593.02,False,1,True,True,1,1,Y,0,no,X
RT-000892,ORD00000870,MC94D3CB8,반품,텍스처불만,,01-16-2024,2023.10.05,2023-09-13,승인,5279,포인트,대기,07-12-2025,agent_22,카카오톡,,SKU00000977,1,N,0,54.88,48.29,0.87,68.88,984.42,138.79,123.65,710.62,175.31,30.61,470.0,123.54,2571.18,2039.2,724.49,True,0,False,False,1,1,N,1,no,X
RT-000893,ORD00003766,M3C91E3E8,부분반품,유통기한임박,,2024.11.02,11-29-2024,2025.08.25,승인,63918,포인트,처리중,20231218,agent_20,게시판,5,SKU00000601,1,N,0,2297.07,191.68,39.49,176.86,82.01,37.23,141.16,15.16,27.02,526.32,73.01,73.14,2033.58,395.07,2598.14,False,0,True,True,0,0,N,0,no,X
RT-000894,ORD00010468,M84B52DC3,부분반품,변심,,07-10-2023,2024.06.07,,승인,2659,포인트,대기,,agent_18,이메일,3,SKU00001202,1,Y,0,225.6,6.95,7.69,187.23,1596.82,143.51,126.86,51.87,7.47,172.85,61.47,100.87,22.74,46.54,388.37,True,1,False,False,0,1,N,0,no,X
RT-000895,ORD00010980,M23FBEC7E,반품,유통기한임박,상세사유_lixdsdhh,2023.05.04,20250301,06-20-2025,승인,20170,포인트,거절,,agent_30,카카오톡,5,SKU00001742,1,N,1,1477.42,10.62,11.15,188.2,568.06,13.47,76.96,58.3,1494.02,122.48,391.17,162.56,20.04,491.87,1094.9,True,1,False,True,1,0,Y,1,no,O
RT-000896,ORD00000074,M99256E30,전체반품,유통기한임박,,20241116,,2023.03.02,검수중,98233,계좌이체,거절,,agent_29,전화,4,SKU00001104,1,N,1,428.87,51.12,29.7,517.86,197.6,7.65,155.1,82.67,127.89,70.08,136.06,11.98,265.11,637.94,640.29,False,1,True,True,0,0,N,0,yes,O
RT-000897,ORD00007662,M44EE72C3,반품,성분불만,,24/01/2023,06-20-2025,2024-10-23,승인,1938,포인트,처리중,23/02/2025,agent_2,게시판,3,SKU00001703,1,N,0,76.0,9.89,2.14,220.68,932.95,242.79,195.98,346.3,576.98,313.98,284.37,243.5,1079.72,229.17,481.23,True,1,False,True,1,0,N,1,yes,O
RT-000898,ORD00002257,M700A383C,전체반품,향불만,상세사유_ezuvsb56,20231020,,2023-05-30,승인,80063,원결제수단,대기,,agent_19,카카오톡,3,SKU00000991,1,N,0,1034.9,23.09,0.95,22.51,945.94,111.42,158.31,140.88,59.57,183.25,183.28,41.83,613.31,1194.97,375.97,True,1,True,False,0,0,N,0,no,X
RT-000899,ORD00009939,M96D49D03,전체반품,향불만,상세사유_z9l22gk0,10/04/2024,29/05/2023,11-21-2023,승인,3701,포인트,완료,,agent_12,채팅,5,SKU00000813,1,N,0,2792.02,42.52,54.12,115.81,127.05,165.04,996.39,471.95,7.81,104.51,191.42,44.89,223.58,144.15,370.25,False,0,False,True,0,1,Y,0,no,X
RT-000900,ORD00011219,M10E13544,반품,알러지반응,,01/05/2024,04-01-2024,12-26-2024,,2884,계좌이체,완료,,agent_27,게시판,,SKU00001866,3,N,0,244.63,3.75,22.21,4.08,70.75,13.28,221.35,766.39,27.46,101.97,242.37,509.91,20.91,1011.6,381.02,False,1,False,True,0,1,N,1,no,O
RT-000901,ORD00014447,M338A8EE6,전체반품,용량부족,,2023-11-06,27/11/2024,2023-07-08,부분승인,39008,쿠폰발급,완료,,agent_29,전화,,SKU00001056,1,N,0,1021.26,20.86,17.13,177.16,832.76,50.7,196.62,242.17,254.04,81.49,96.23,705.32,6.72,957.5,1567.67,True,0,False,True,0,1,N,0,no,O
