event_id,session_id,user_uid,event_type,event_timestamp,page_url,prd_no,search_query,referrer,platform,device,os,browser,screen_resolution,time_on_page_sec,scroll_depth_pct,cart_value_krw,ab_test_variant,analytics_metric_01,analytics_metric_02,analytics_metric_03,analytics_metric_04,analytics_metric_05,analytics_metric_06,analytics_metric_07,analytics_metric_08,analytics_metric_09,analytics_metric_10,analytics_metric_11,analytics_metric_12,analytics_metric_13,analytics_metric_14,analytics_metric_15,analytics_metric_16,analytics_metric_17,analytics_metric_18,analytics_metric_19,analytics_metric_20,analytics_flag_01,analytics_flag_02,analytics_flag_03,analytics_flag_04,analytics_flag_05,analytics_flag_06,analytics_flag_07,analytics_flag_08,analytics_flag_09,analytics_flag_10
EVT-00003259,sess_z3ygcyrn,anon_3ea6odwy,filter,1718581370,/brand/k34xtwzq,PRD-01075,,kakao,무신사,mobile,iOS,Samsung,1920x1080,35.8,76.9,89000,,57.6,114.97,360.96,37.15,29.65,292.83,11.68,119.56,311.07,1600.64,33.9,633.87,348.9,17.16,215.52,635.57,1069.26,239.7,673.54,119.45,True,Y,0,no,N,Y,1,yes,Y,X
EVT-00003260,sess_dovqg73p,uid_bd22f18435a8,purchase,1721970661,/mypage/2d5exsa6,PRD-00679,비타민C,kakao,Android앱,mobile,iOS,Edge,2560x1440,2.9,8.0,52000,A,29.86,52.43,57.83,15.65,29.65,110.39,185.74,150.23,1330.95,782.63,125.41,356.05,1443.31,38.39,1208.56,3271.36,1177.01,123.69,125.96,288.83,True,Y,1,no,Y,Y,1,yes,N,X
EVT-00003261,sess_kcnz8kax,uid_b07b1bb64520,search,1762894791,/event/1y601we5,PRD-01630,쿠션,direct,모바일웹,desktop,Windows,Edge,1920x1080,3.1,68.1,52000,,180.56,424.14,247.78,62.36,153.92,248.88,194.01,399.28,99.61,837.61,452.63,1498.59,19.93,2.14,173.72,964.19,632.17,793.68,404.6,1100.33,False,N,0,yes,Y,Y,1,no,N,X
EVT-00003262,sess_iwmw540o,anon_ajq1u3t9,product_view,1723189896,/product/n1dgvcyx,,,,무신사,mobile,iOS,Chrome,1080x2400,25.6,62.8,0,A,70.45,16.38,253.29,21.07,410.66,108.52,390.82,207.57,294.54,2.05,62.02,341.94,153.8,29.61,92.35,912.26,6.62,4.23,839.96,1422.77,False,Y,1,yes,N,N,0,no,Y,O
EVT-00003263,sess_504v1icw,uid_da05a8fbe918,share,1764887123,/category/dmcvriv8,,,google,올리브영온라인,mobile,Android,Whale,1170x2532,22.0,33.9,89000,B,246.29,150.16,2894.67,44.96,74.09,230.15,110.26,400.05,521.95,392.0,4.52,1022.1,641.78,7.37,536.89,339.81,1720.16,315.58,818.24,3102.11,True,N,1,no,N,Y,0,no,N,O
EVT-00003264,sess_uxt843q1,uid_aef4c5ab3cc6,page_view,1720071254,/cart/rqo0mh10,PRD-01522,클렌징,naver,모바일웹,mobile,iOS,Safari,1080x2400,10.7,36.7,15000,B,112.35,27.68,136.98,227.71,150.64,4.96,126.13,1169.59,102.5,694.32,10.36,830.04,634.49,27.42,140.98,445.54,703.16,506.51,563.89,2555.45,True,N,1,no,N,N,1,yes,Y,X
EVT-00003265,sess_75oprohe,uid_572fe0b963b0,search,1731966170,/cart/kwdkqiio,PRD-00369,수분크림,instagram,쿠팡,mobile,iOS,Whale,2560x1440,7.4,95.2,52000,B,49.2,598.84,184.63,138.39,456.35,87.23,489.32,2721.86,813.86,40.49,28.46,152.52,13.55,12.64,134.62,160.58,1741.76,652.82,281.3,113.19,False,Y,0,no,Y,Y,1,no,N,O
EVT-00003266,sess_22y6lobe,anon_rmiupjxu,wishlist_add,1754393729,/product/5rc1gyn4,PRD-00056,,youtube,카카오톡채널,mobile,Windows,Samsung,1170x2532,13.4,54.6,89000,B,117.18,88.05,653.06,42.22,108.36,306.48,210.82,329.74,741.53,637.11,105.15,190.47,74.48,3.78,39.06,111.65,1034.42,260.15,1323.66,1347.29,False,N,0,no,N,N,0,yes,N,X
EVT-00003267,sess_dj28u6f8,uid_995eb6f1832b,product_view,1753947209,/brand/2gucg7qb,,레티놀,instagram,Android앱,mobile,macOS,Samsung,1170x2532,21.6,14.5,89000,B,135.43,554.36,209.37,901.12,264.81,76.51,191.44,15.75,239.68,495.3,245.76,812.03,142.32,22.06,47.81,1769.8,274.12,272.64,151.38,1418.66,True,N,0,yes,N,N,0,yes,N,X
EVT-00003268,sess_hznmtjex,uid_299e87718c3b,search,1758318757,/checkout/60ce3cjc,,레티놀,affiliate,네이버스마트스토어,tablet,Android,Whale,390x844,30.9,78.1,15000,B,62.48,109.99,285.15,97.78,193.33,88.9,186.79,1088.28,803.97,273.79,28.43,126.48,155.7,0.08,266.71,607.71,1039.45,1058.66,64.76,657.87,True,N,0,no,Y,Y,1,no,N,X
EVT-00003269,sess_p0r9mfqx,uid_764049f1284f,product_view,1752788225,/event/jahb3t0r,,레티놀,naver,PC웹,mobile,iOS,Chrome,390x844,4.9,28.6,15000,A,61.75,641.44,355.85,209.27,256.37,24.4,116.35,291.79,128.69,1375.55,86.26,519.12,209.56,3.76,18.66,643.0,38.41,1632.5,205.77,1206.65,False,N,1,yes,Y,Y,1,yes,Y,O
EVT-00003270,sess_r1jpo4nn,uid_c5227fe2043a,page_view,1765092161,/category/91l4ffkl,,토너,direct,모바일웹,desktop,macOS,Samsung,1170x2532,12.8,39.9,89000,,62.51,465.89,444.74,192.9,128.76,17.02,639.73,37.0,76.51,848.66,44.42,449.46,867.81,0.46,1328.5,244.79,13.8,2799.04,22.14,698.49,False,N,1,no,Y,Y,0,yes,Y,X
EVT-00003271,sess_hc3k8e7h,uid_dc764345711b,filter,1720541763,/category/3p40nf2p,PRD-01041,비타민C,instagram,Android앱,tablet,Android,Samsung,390x844,11.1,45.9,89000,control,13.35,53.26,11.57,344.87,325.63,121.7,158.92,380.08,570.71,933.47,171.98,2601.78,341.92,7.38,1.19,1592.46,1158.79,0.79,114.74,611.25,False,Y,0,yes,Y,N,1,no,Y,X
EVT-00003272,sess_p4f0owo0,anon_rizfba5d,product_view,1720834484,/category/ehr93yos,,레티놀,naver,모바일웹,desktop,macOS,Safari,1170x2532,31.5,58.6,15000,A,275.06,112.81,264.97,21.67,1019.46,397.92,61.77,46.93,85.8,1231.9,35.43,1427.74,355.55,11.56,584.2,706.22,162.97,121.62,2367.64,379.28,False,N,1,yes,N,Y,1,no,N,O
EVT-00003273,sess_5cn38pq1,uid_d350b1ab0f18,page_view,1748466592,/event/e9xme87q,PRD-00528,레티놀,kakao,Android앱,mobile,macOS,Safari,390x844,44.7,41.6,0,,24.75,192.93,127.09,37.04,220.45,41.01,11.25,768.05,291.9,1751.84,59.2,213.27,60.62,32.07,193.56,48.04,1176.62,226.97,45.47,6.82,False,N,0,yes,Y,Y,0,no,N,O
EVT-00003274,sess_rgx7dzbc,uid_95cb2fb3c6c8,product_view,1764936116,/category/twq7opog,PRD-00014,마스크팩,naver,iOS앱,mobile,Windows,Samsung,1170x2532,13.4,69.7,25000,control,148.33,87.72,902.42,7.71,3.24,102.18,215.8,57.6,189.18,606.66,655.12,1213.74,105.8,11.96,47.02,311.27,1181.16,213.63,601.98,80.4,True,Y,0,yes,N,N,0,no,Y,O
EVT-00003275,sess_1c5ywdpc,uid_4a910fa91173,add_to_cart,1730023085,/event/cy5tllbp,,,kakao,카카오톡채널,desktop,Android,Safari,1920x1080,13.8,72.6,0,,105.56,26.82,363.38,200.21,212.64,52.71,56.48,389.42,301.03,3103.66,92.68,582.5,453.64,17.74,143.35,366.71,598.87,430.1,255.69,114.75,True,N,0,no,Y,N,0,yes,N,O
EVT-00003276,sess_6enk5koi,anon_5plu3cxd,page_view,1762788146,/mypage/ekv4rkmy,PRD-00103,수분크림,direct,올리브영온라인,desktop,macOS,Whale,390x844,11.2,49.8,0,A,36.58,592.47,251.78,168.17,200.3,153.96,80.36,400.68,398.99,83.03,26.06,739.11,16.88,17.25,57.82,2896.91,195.05,917.02,141.95,1952.22,False,N,1,no,N,Y,1,yes,Y,O
EVT-00003277,sess_r65128mw,uid_6aaa91a76921,add_to_cart,1731900453,/product/ic0mzsv3,,비타민C,youtube,쿠팡,tablet,macOS,Safari,1170x2532,6.2,36.8,25000,B,40.73,395.24,555.69,75.76,107.13,29.96,260.71,3.23,514.44,1152.57,20.92,162.79,53.97,5.78,95.64,409.86,333.95,1535.37,476.93,456.07,True,Y,0,no,Y,N,1,yes,Y,X
EVT-00003278,sess_k5c278qb,uid_946864e0e237,wishlist_add,1738275289,/search/ek510pfc,,레티놀,youtube,쿠팡,desktop,Windows,Chrome,390x844,32.4,53.9,25000,control,45.53,39.93,8.08,505.71,585.05,32.36,383.3,267.59,309.58,548.59,29.7,971.84,17.21,7.95,181.3,85.63,529.43,143.79,215.72,752.76,False,N,0,yes,Y,Y,0,no,N,X
EVT-00003279,sess_jk28haea,uid_139cf010c8cc,product_view,1759564034,/cart/hborht5k,PRD-01767,,kakao,iOS앱,mobile,Android,Edge,1170x2532,8.6,63.7,0,,53.87,115.53,530.34,228.78,106.25,217.95,328.82,1819.2,8.78,290.82,70.32,635.55,144.71,11.77,136.58,191.33,1389.06,786.1,116.52,20.83,False,Y,0,yes,Y,Y,0,yes,Y,X
EVT-00003280,sess_so7h952y,uid_3222aeee06c8,page_view,1748062234,/cart/dtauzqsm,PRD-01127,레티놀,direct,네이버스마트스토어,mobile,Windows,Edge,1080x2400,11.4,90.1,89000,A,56.87,364.07,203.54,161.91,343.36,104.69,25.49,4563.3,465.08,274.94,82.37,642.31,105.02,2.51,1072.3,2020.29,1804.16,100.25,46.22,1926.94,True,Y,0,yes,Y,N,0,no,Y,X
EVT-00003281,sess_qrg6v3h9,anon_3l8aybal,begin_checkout,1753580063,/checkout/x8lyjs0y,,,instagram,쿠팡,desktop,iOS,Safari,1080x2400,8.5,44.2,15000,C,220.77,91.71,55.49,92.2,29.1,70.94,404.37,625.51,1545.38,246.23,111.58,1225.26,12.86,3.7,13.33,260.77,1928.36,83.65,11.99,211.65,False,N,1,yes,N,N,1,no,N,O
EVT-00003282,sess_fdl9cr43,uid_a12cc002c96d,remove_cart,1720527977,/checkout/xfobax5j,,선크림,direct,쿠팡,mobile,macOS,Chrome,390x844,14.3,92.1,15000,,8.99,688.91,405.91,220.6,90.26,308.66,281.28,585.86,25.02,236.61,50.61,675.83,13.01,0.21,476.63,2802.86,563.2,218.22,12.03,2629.18,True,Y,1,yes,N,N,0,no,Y,X
EVT-00003283,sess_e7imbdd4,uid_f58516613c96,product_view,1756353859,/event/6mxo2r99,PRD-01889,클렌징,kakao,iOS앱,mobile,Android,Safari,2560x1440,11.2,21.2,25000,,9.54,59.94,600.6,86.36,56.42,66.9,258.17,489.68,86.74,75.94,203.42,321.97,183.91,3.74,247.77,149.97,793.23,1106.97,445.27,234.0,True,Y,1,no,Y,N,1,yes,N,X
EVT-00003284,sess_k8s0fqoz,uid_c07a1e6b2da2,page_view,1719129285,/product/8ocv121f,PRD-00448,쿠션,direct,네이버스마트스토어,mobile,iOS,Samsung,1170x2532,10.4,56.8,25000,control,177.4,50.25,63.34,32.61,221.91,98.03,153.59,1220.26,113.77,163.08,88.24,185.22,308.45,10.43,35.16,552.77,145.84,304.56,25.98,1001.52,False,Y,1,no,Y,N,0,no,N,O
EVT-00003285,sess_cadfivgf,anon_sptszctg,product_view,1762988835,/event/k5htl6yu,PRD-00255,,naver,쿠팡,mobile,iOS,Edge,1170x2532,116.3,14.4,0,control,19.74,325.48,121.44,45.74,269.99,67.54,80.16,180.12,181.16,649.99,399.66,138.32,655.35,32.31,585.29,161.26,1512.98,350.41,531.21,1551.68,False,N,0,yes,Y,Y,1,yes,Y,X
EVT-00003286,sess_1y139xgt,uid_45604be0da15,product_view,1728491267,/category/uytbxmqg,PRD-01072,,kakao,Android앱,mobile,iOS,Safari,390x844,9.8,71.7,0,control,17.6,85.1,10.2,48.61,290.42,57.57,204.73,2718.84,194.76,1062.05,25.92,2616.72,53.59,1.84,162.11,328.44,119.55,478.32,369.65,1012.4,False,Y,0,yes,Y,N,0,no,N,X
EVT-00003287,sess_hrz042gw,anon_d5lttl7o,page_view,1758231026,/checkout/epcjcdn4,,수분크림,google,PC웹,desktop,Android,Samsung,1080x2400,55.0,66.7,0,B,3.51,23.35,751.37,8.81,76.78,111.63,11.26,1144.29,8.33,915.25,45.88,1310.02,189.7,0.2,107.27,686.89,1245.04,98.17,281.66,166.53,False,N,1,no,Y,Y,1,no,Y,O
EVT-00003288,sess_k6hbg8zn,uid_c0728ad5e77b,page_view,1739619455,/checkout/w0k7mmng,,,instagram,모바일웹,mobile,iOS,Safari,1920x1080,31.9,14.5,89000,C,13.44,246.97,522.82,282.85,578.04,300.44,497.23,431.42,51.92,118.76,191.83,1174.89,520.25,4.11,10.18,433.55,478.25,4.23,451.43,329.86,True,Y,1,no,Y,N,1,no,Y,O
EVT-00003289,sess_8ydwi0h0,uid_6c4a9b579a33,page_view,1732393986,/event/pnz3gizi,,,google,쿠팡,mobile,Android,Chrome,1170x2532,8.2,40.0,89000,A,74.83,177.7,512.47,69.04,240.13,243.08,73.16,617.72,293.61,402.32,350.84,1733.14,916.58,15.0,99.21,56.31,186.9,67.36,782.29,365.62,False,Y,0,yes,Y,Y,0,no,N,O
EVT-00003290,sess_dbi60x7g,uid_df2aee6f5a38,product_view,1732920531,/cart/tja6lwwz,PRD-00416,,,Android앱,mobile,Android,Edge,1170x2532,25.5,90.6,25000,control,6.93,20.63,264.81,129.3,350.51,11.79,67.05,746.56,54.52,902.62,355.61,141.13,302.69,8.49,309.81,1527.6,290.83,518.92,227.0,12.47,False,Y,1,no,Y,N,1,yes,N,O
EVT-00003291,sess_g1m6zw55,uid_8aabaa478248,add_to_cart,1722575146,/search/mch1efk7,,쿠션,google,Android앱,tablet,iOS,Chrome,390x844,4.5,16.7,38000,control,141.25,9.28,326.99,54.45,546.28,214.29,167.38,1071.24,483.06,412.58,37.16,877.78,49.77,11.69,334.66,400.53,592.96,1923.16,447.73,250.21,False,Y,0,yes,Y,Y,0,yes,N,X
EVT-00003292,sess_dmvatkfq,uid_8dce9cec3b04,page_view,1756730498,/search/iofyykvo,PRD-00020,쿠션,instagram,올리브영온라인,tablet,macOS,Whale,1170x2532,9.6,77.6,0,A,132.75,184.21,511.6,54.41,78.66,397.08,161.52,323.44,34.12,955.85,35.58,82.67,63.96,0.33,273.21,3135.79,160.74,611.35,578.64,77.38,False,Y,0,yes,Y,N,0,yes,Y,X
EVT-00003293,sess_5z6jisd4,uid_e56185f42022,filter,1728375464,/event/w2vyo2nc,,토너,,올리브영온라인,mobile,Windows,Samsung,2560x1440,173.6,24.9,0,,407.35,346.11,167.15,151.3,33.72,515.63,60.13,421.21,127.51,6.66,48.97,81.58,84.61,14.58,215.01,109.95,6746.59,138.87,580.64,2308.36,True,N,1,no,Y,Y,1,yes,Y,O
EVT-00003294,sess_8vtbjx3d,anon_4ggmmyum,filter,1763594569,/cart/s953ukxt,PRD-00842,마스크팩,youtube,올리브영온라인,desktop,iOS,Whale,390x844,40.3,46.5,0,C,58.55,143.51,279.18,124.18,81.9,45.89,201.73,157.84,16.02,1467.06,111.94,577.9,131.17,20.49,38.39,362.88,1444.69,232.78,794.1,246.36,False,Y,0,no,Y,N,0,no,N,O
EVT-00003295,sess_dl8u9t9e,anon_z9elrc0j,product_view,1752969681,/category/ddgslhow,PRD-00880,레티놀,direct,iOS앱,mobile,Android,Whale,2560x1440,92.4,27.1,89000,C,133.01,70.49,577.86,15.82,60.75,185.28,599.8,391.68,35.6,365.37,201.42,118.42,484.7,13.98,788.49,65.94,1044.13,628.17,43.07,557.79,False,Y,1,no,Y,N,1,no,N,X
EVT-00003296,sess_42blbawo,uid_1f9dd8f322e2,add_to_cart,1748800887,/product/cajak6qb,,세럼,affiliate,iOS앱,mobile,Android,Samsung,1920x1080,107.3,54.8,0,control,5.59,148.8,121.39,337.54,484.57,125.6,679.13,846.85,104.08,215.53,14.99,346.26,147.99,0.09,145.63,1013.4,777.35,390.18,5.18,34.22,False,N,1,yes,N,N,1,no,N,O
EVT-00003297,sess_iskx0zaa,uid_c8e869b6a995,page_view,1759831412,/checkout/m9p06bcq,PRD-00286,,direct,쿠팡,mobile,iOS,Samsung,1170x2532,52.1,14.9,89000,A,94.87,172.3,622.61,62.25,75.19,137.58,610.34,747.14,1279.45,1118.59,83.89,63.5,118.46,2.35,72.32,979.14,467.32,355.32,413.94,981.29,False,Y,1,yes,N,Y,1,no,Y,X
EVT-00003298,sess_g8faaqyx,uid_c461e52cb773,page_view,1732956287,/checkout/ujqs8bdg,PRD-01955,선크림,instagram,무신사,tablet,macOS,Safari,390x844,58.9,96.6,38000,control,102.73,68.27,455.53,280.69,234.19,407.2,0.86,1796.88,47.63,280.37,303.83,908.27,55.21,6.07,443.08,1161.71,1140.34,1937.02,326.46,349.17,True,Y,1,no,Y,N,0,no,Y,X
EVT-00003299,sess_tn3vhwcl,anon_lz1gzjh7,filter,1742982335,/category/5aq6uosq,PRD-00595,,kakao,네이버스마트스토어,mobile,iOS,Samsung,390x844,10.6,81.1,0,C,234.36,184.84,1533.74,296.24,98.52,356.94,11.1,347.96,832.27,116.0,140.48,61.75,103.54,7.37,135.3,84.13,809.15,729.9,309.85,112.31,True,N,0,no,Y,N,0,no,Y,O
EVT-00003300,sess_bu63xq5m,uid_f7600e0a7d36,product_view,1720817157,/event/aksykl4p,,레티놀,instagram,네이버스마트스토어,tablet,Android,Safari,390x844,66.9,46.7,15000,C,130.97,46.25,718.1,183.5,255.89,42.12,210.75,12.74,2135.8,9.12,22.87,2132.63,13.6,2.85,8.17,339.01,1342.97,112.23,112.52,671.49,True,N,0,no,Y,Y,0,yes,Y,X
EVT-00003301,sess_l14ppxys,uid_2a397110129d,product_view,1721183878,/mypage/hkce1flz,PRD-00054,,kakao,PC웹,mobile,Android,Whale,1170x2532,51.2,36.3,15000,C,16.7,36.97,282.98,61.91,175.78,74.34,45.25,1057.35,145.66,217.35,80.3,229.98,103.49,0.69,49.15,1178.18,685.02,516.9,368.82,1271.46,False,Y,1,no,Y,N,1,yes,Y,X
EVT-00003302,sess_lbx8gcop,uid_2144a66eb49e,product_view,1757032048,/product/tivn45zj,PRD-00443,레티놀,naver,무신사,mobile,Android,Safari,2560x1440,29.1,50.1,52000,control,222.79,155.0,346.68,506.48,655.53,271.13,728.44,2345.46,139.62,426.45,20.16,2219.64,1291.12,26.46,425.97,155.38,412.3,836.82,696.94,1288.29,False,N,0,no,Y,Y,0,yes,Y,X
EVT-00003303,sess_i9d7w8dp,uid_97d7d53a73de,page_view,1756549313,/search/ihitfmo6,PRD-01881,,naver,모바일웹,mobile,macOS,Edge,2560x1440,1.0,82.6,25000,C,33.79,6.94,1265.72,164.94,59.62,87.96,107.32,716.08,898.45,496.21,139.87,231.62,733.01,3.1,469.52,979.83,92.5,245.99,247.18,1245.92,True,N,1,no,Y,N,0,yes,N,O
EVT-00003304,sess_6mx7x1dh,uid_133986177d65,page_view,1747397401,/category/un634647,PRD-00307,수분크림,direct,올리브영온라인,mobile,iOS,Whale,1920x1080,87.2,53.5,15000,B,55.97,69.39,827.19,349.98,581.25,75.28,104.51,717.98,493.29,454.06,170.82,522.36,1913.59,3.34,7.91,3845.48,735.38,94.13,271.95,265.52,False,N,1,no,N,Y,1,no,Y,O
EVT-00003305,sess_m1ngqved,uid_7a6613329372,purchase,1742492252,/checkout/9frwdmbj,,마스크팩,kakao,올리브영온라인,mobile,macOS,Edge,390x844,1.2,44.5,38000,,4.63,169.15,315.0,544.29,187.83,174.06,460.45,417.82,671.77,544.33,104.02,629.67,264.14,0.4,181.97,2544.51,1156.18,1166.49,385.88,712.64,False,N,0,no,N,N,1,no,N,X
EVT-00003306,sess_utn2z1xj,uid_d6c9492a20ad,product_view,1744531387,/product/igjdf6eq,PRD-00569,선크림,instagram,Android앱,desktop,iOS,Chrome,1920x1080,34.0,27.9,89000,A,46.87,714.64,178.78,18.61,486.22,145.07,26.4,1025.88,161.69,257.06,92.47,156.43,433.84,9.55,109.02,952.38,3952.92,85.48,255.52,1416.41,True,N,0,yes,Y,Y,0,no,N,X
EVT-00003307,sess_ew4i7mhp,anon_8r6fuqi7,notification_click,1752235958,/event/agyb5lpu,PRD-00148,수분크림,,iOS앱,mobile,iOS,Whale,2560x1440,16.4,42.9,15000,control,113.49,620.56,101.65,189.08,342.47,197.44,13.89,210.34,192.98,72.21,189.47,399.29,5.81,13.92,210.95,99.08,425.72,231.93,629.69,391.81,True,N,1,yes,N,N,1,yes,N,O
EVT-00003308,sess_atgpl2bz,uid_9e7c1ca09792,wishlist_add,1734260593,/event/xs7pddj6,PRD-01174,클렌징,naver,카카오톡채널,mobile,macOS,Chrome,1170x2532,14.5,20.6,0,,117.63,242.89,18.37,458.19,767.03,21.41,112.48,1056.0,513.4,93.54,236.47,426.7,116.36,0.48,41.08,123.33,813.77,311.84,841.42,870.89,True,Y,0,yes,Y,Y,0,yes,Y,O
EVT-00003309,sess_xv3ioict,uid_2d6382a00a4f,add_to_cart,1740034625,/mypage/8chy13m2,PRD-00563,클렌징,,올리브영온라인,mobile,iOS,Whale,1080x2400,119.4,62.6,89000,,39.42,17.17,68.56,65.61,102.84,168.29,8.17,210.88,1025.53,282.81,51.95,0.55,28.44,6.82,42.3,820.77,238.65,114.91,33.61,263.67,True,N,1,no,N,Y,0,yes,N,X
EVT-00003310,sess_1qxpaulq,anon_wyqu2aot,add_to_cart,1761431758,/cart/ig7pq6u0,PRD-00238,클렌징,google,Android앱,mobile,Android,Samsung,1170x2532,17.2,54.7,0,B,1.46,86.33,1048.68,257.68,100.1,212.34,270.21,196.6,139.92,220.28,78.6,1822.28,319.27,3.35,252.83,783.46,746.76,23.16,82.35,803.25,True,N,0,yes,Y,Y,0,yes,N,O
EVT-00003311,sess_8vqxqvhg,uid_71481cb8003c,add_to_cart,1744469098,/product/7jxog4gf,,,,무신사,desktop,Android,Edge,1080x2400,12.4,41.8,38000,control,165.27,95.84,181.82,556.98,49.6,156.51,128.47,501.34,344.38,1087.38,316.82,989.6,89.41,2.52,278.84,2683.19,1512.02,548.86,178.69,93.34,True,Y,1,yes,Y,N,0,yes,Y,X
EVT-00003312,sess_hxh7g6gr,uid_28b2196311cc,add_to_cart,1742489883,/cart/h1aolm3p,PRD-01593,,instagram,모바일웹,mobile,iOS,Chrome,1170x2532,34.6,3.7,38000,control,55.24,96.49,1245.22,99.68,75.49,228.44,570.64,552.04,28.51,244.15,66.01,163.05,5.1,3.31,156.07,1416.9,197.37,641.48,102.03,182.25,False,N,0,yes,N,N,0,yes,Y,X
EVT-00003313,sess_4jcs9f0q,anon_x99yihrz,search,1749529685,/category/kxely8uc,,수분크림,youtube,카카오톡채널,desktop,macOS,Samsung,2560x1440,34.3,6.6,25000,C,210.85,183.96,13.48,47.72,206.38,334.93,134.79,220.91,1242.27,55.24,37.52,163.61,494.51,24.06,175.07,67.38,3255.95,118.55,372.47,198.54,True,N,1,yes,N,N,0,yes,N,X
EVT-00003314,sess_j106bs6a,uid_e5f9e892aef8,begin_checkout,1736252043,/category/ky59gntf,,비타민C,youtube,Android앱,mobile,Android,Whale,2560x1440,32.6,20.6,0,C,45.94,18.67,364.37,197.29,348.6,4.45,20.33,534.46,31.68,694.22,31.24,2074.38,205.39,0.1,9.6,1503.47,172.76,350.76,155.74,2422.97,False,N,0,no,N,N,1,yes,N,O
EVT-00003315,sess_jeib1qsx,uid_cf4b464fd992,product_view,1726735938,/checkout/degjh1c9,PRD-01409,선크림,affiliate,Android앱,mobile,iOS,Samsung,2560x1440,8.5,99.3,52000,B,28.97,95.76,277.88,126.93,36.74,170.88,772.66,433.18,631.37,205.2,34.43,56.82,465.94,15.25,155.18,510.7,645.23,1390.28,514.16,350.14,False,N,1,yes,Y,N,0,yes,Y,O
EVT-00003316,sess_ei2jfop1,uid_693af4a259ed,share,1751135844,/checkout/x11q1oop,PRD-00207,마스크팩,instagram,카카오톡채널,mobile,iOS,Samsung,390x844,38.1,16.6,15000,A,12.12,74.76,199.16,117.42,150.8,12.06,406.54,404.46,217.7,700.6,11.97,143.3,29.44,2.13,493.08,775.56,627.99,284.1,519.99,620.21,False,Y,1,no,Y,N,1,yes,Y,X
EVT-00003317,sess_8bo990en,uid_da97267f18e3,compare,1717523250,/checkout/5950eplp,,마스크팩,google,PC웹,mobile,macOS,Safari,1080x2400,50.4,14.8,15000,control,28.24,22.9,573.03,134.7,1004.8,18.39,331.55,673.25,152.31,69.42,355.21,1180.78,10.07,34.65,156.83,793.31,271.57,118.49,227.57,648.03,True,N,0,no,Y,Y,0,yes,N,X
EVT-00003318,sess_et5vq7zb,uid_37dd1937c1a5,remove_cart,1747340706,/checkout/k4t685pq,PRD-01305,,kakao,올리브영온라인,tablet,Android,Samsung,390x844,87.4,0.2,38000,control,126.47,137.68,717.4,266.88,488.72,272.43,122.54,3663.5,1006.11,100.13,51.72,971.92,360.37,9.98,286.52,236.73,438.78,565.46,143.37,109.84,True,N,0,yes,Y,Y,1,no,N,X
EVT-00003319,sess_714ojbcq,uid_84465a746212,wishlist_remove,1741137378,/category/hqcyjnlr,,,google,PC웹,mobile,macOS,Edge,1080x2400,3.0,19.1,15000,C,24.33,243.41,284.5,191.18,4.32,54.74,329.47,224.46,280.94,178.02,344.12,1635.93,238.32,8.84,545.22,1030.21,1052.27,181.28,178.78,379.28,True,Y,1,no,N,Y,1,yes,N,X
EVT-00003320,sess_0a6yos95,anon_tsrfz55k,page_view,1752659966,/checkout/sllq2y26,,레티놀,naver,iOS앱,desktop,macOS,Edge,1920x1080,23.5,67.3,0,C,55.72,7.83,39.74,95.57,278.34,68.83,144.74,1467.56,269.37,75.54,202.22,1207.28,82.28,23.78,8.7,58.75,3144.52,356.98,122.78,863.45,True,N,0,yes,N,N,0,no,Y,O
EVT-00003321,sess_yzimwlzo,anon_2xs8rtkg,page_view,1720403848,/product/heiu5v0h,PRD-00487,,google,무신사,tablet,iOS,Samsung,1170x2532,54.9,82.6,52000,C,63.78,225.96,159.34,82.07,212.45,260.94,26.02,2032.1,190.03,310.64,366.82,119.83,1359.25,6.27,24.9,9.46,36.57,776.92,47.11,225.49,False,Y,1,yes,N,N,1,no,Y,O
EVT-00003322,sess_jcxb2n8s,uid_d0d966efaabb,add_to_cart,1734649460,/category/i59va5vb,PRD-00706,비타민C,,올리브영온라인,mobile,Android,Samsung,390x844,23.7,11.6,38000,C,88.54,40.8,1239.52,760.78,137.54,454.13,44.3,415.89,418.05,35.93,340.3,1147.49,239.98,3.38,73.51,1032.94,369.74,186.51,581.37,681.14,False,Y,1,no,Y,Y,0,no,Y,X
EVT-00003323,sess_doqb4xpq,uid_6c0474e9f3d9,page_view,1731640117,/cart/vrj22fbh,PRD-01016,수분크림,direct,카카오톡채널,mobile,iOS,Safari,1170x2532,22.0,98.0,0,C,26.59,42.63,654.93,61.34,631.96,193.89,23.2,297.14,148.46,26.94,6.04,1485.1,33.32,2.99,326.02,1261.15,690.88,99.41,445.65,1844.91,False,N,0,yes,N,Y,0,yes,Y,X
EVT-00003324,sess_aseto3j7,uid_3bfcd038b44a,product_view,1738747429,/search/bgsizpl5,PRD-01037,선크림,,Android앱,mobile,iOS,Edge,1080x2400,3.3,41.7,15000,C,21.11,122.61,64.37,166.55,10.16,330.49,111.16,1681.94,124.26,205.64,96.37,146.48,115.65,3.14,66.41,531.34,1681.98,754.13,277.36,987.92,True,N,0,yes,N,N,1,no,Y,O
