promo_id,promo_name,promo_type,discount_type,discount_value,min_purchase_amount,max_discount_cap,start_date,end_date,status,target_segment,target_products,target_categories,target_brands,channel,budget_krw,used_budget_krw,redemption_count,coupon_codes,stacking_allowed,created_by,promo_metric_01,promo_metric_02,promo_metric_03,promo_metric_04,promo_metric_05,promo_metric_06,promo_metric_07,promo_metric_08,promo_metric_09,promo_metric_10,promo_metric_11,promo_metric_12,promo_metric_13,promo_metric_14,promo_metric_15,promo_flag_01,promo_flag_02,promo_flag_03,promo_flag_04,promo_flag_05,promo_flag_06,promo_flag_07,promo_flag_08,promo_flag_09,promo_flag_10
PM-0032,타임딜_xao9,재구매,gift,25,100000,10000,07/01/2025,01-24-2025,일시중지,첫구매|신규,PRD-00452|PRD-01142|PRD-00931|PRD-00373|PRD-00335|PRD-00044|PRD-00739|PRD-01756|PRD-00593|PRD-00307|PRD-00296|PRD-00232|PRD-00770|PRD-00361|PRD-00772|PRD-01391|PRD-00657|PRD-01404|PRD-01661|PRD-00534,클렌징|스킨케어,스킨푸드,무신사|iOS앱,10000000,4756118,203,BEAUTYKZ40AQ|BEAUTYWJQ4TA|BEAUTYXPNMJQ,N,admin_4,145.62,155.28,466.38,137.74,208.74,61.51,294.54,121.18,54.75,356.01,76.28,192.85,159.74,807.05,393.91,X,N,1,N,True,yes,Y,False,O,False
PM-0033,더블적립_o1wa,적립금,bogo,15,100000,10000,2025.07.27,20250730,종료,생일고객|VIP,PRD-01801|PRD-01324|PRD-00784|PRD-01741|PRD-01963|PRD-00394|PRD-01862|PRD-00400|PRD-01516|PRD-01508|PRD-00004|PRD-01418|PRD-01106|PRD-01673|PRD-00401|PRD-00415|PRD-02000|PRD-00594|PRD-00603|PRD-00619|PRD-00907|PRD-01797|PRD-01854|PRD-01708|PRD-00038|PRD-00625|PRD-01029|PRD-01722|PRD-01063|PRD-01023|PRD-01042|PRD-01228|PRD-01189|PRD-01890|PRD-00678|PRD-00025|PRD-00555|PRD-00952|PRD-00043|PRD-01648|PRD-00341|PRD-00022,헤어케어|더마,파파레시피|라네즈|바닐라코,쿠팡|네이버스마트스토어|올리브영온라인,1000000,108821,187,BEAUTY8HU7F0|BEAUTYNSN2S8|BEAUTYMLY4LY,N,admin_14,78.5,7.58,679.37,65.96,160.83,738.27,302.48,238.21,922.53,118.09,46.55,95.32,132.85,170.44,643.88,O,Y,1,N,True,no,Y,True,O,True
PM-0034,가을감사_63ti,적립금,percent,5,50000,0,20230908,09-19-2023,종료,이탈방지|첫구매,PRD-01258|PRD-01400|PRD-00774|PRD-01569|PRD-01040|PRD-01402|PRD-00716|PRD-00147|PRD-01254|PRD-01792|PRD-00642|PRD-00389|PRD-01614|PRD-01397|PRD-00918|PRD-01018|PRD-00528|PRD-01278|PRD-01438|PRD-01851|PRD-00373|PRD-00814|PRD-00875|PRD-01300|PRD-01348|PRD-00429|PRD-00328|PRD-01941,향수|남성|스킨케어,애경|VDL|설화수|라네즈,iOS앱,3000000,1398823,193,BEAUTYC50B8Y|BEAUTYB9LZS3,N,admin_16,77.64,77.12,171.96,255.54,199.21,46.88,414.77,164.34,40.26,406.77,79.18,913.31,125.76,22.48,358.51,X,N,0,N,True,no,N,True,O,False
PM-0035,회원감사_uxo9,첫구매,bogo,20,20000,100000,20230616,20230805,예정,재구매|VIP|VVIP,PRD-01518|PRD-00649|PRD-00849|PRD-00478|PRD-00549|PRD-00379|PRD-00927|PRD-01887|PRD-01020|PRD-00972|PRD-00654|PRD-01628|PRD-00350|PRD-00328|PRD-01868|PRD-00735|PRD-01162|PRD-00315|PRD-00036|PRD-00857|PRD-00165|PRD-01815|PRD-00818|PRD-00716|PRD-01112|PRD-00172|PRD-00291|PRD-01658|PRD-01239|PRD-00275|PRD-00057|PRD-01340|PRD-00756|PRD-01173|PRD-01486|PRD-01900|PRD-00323|PRD-00310|PRD-01214|PRD-00586|PRD-00240|PRD-00147|PRD-00661,클렌징,올리브영PB|투쿨포스쿨|데이지크|헤라|조선미녀,PC웹,500000,588315,206,BEAUTYNP84DY|BEAUTY9TOQW9|BEAUTYI7P5TB|BEAUTYZ4X1ZH|BEAUTYLQC3C5,N,admin_16,61.98,32.39,894.22,52.04,1386.98,142.7,584.04,382.69,19.77,427.45,6.02,460.23,37.03,590.6,5.63,X,Y,0,Y,True,yes,N,False,O,True
PM-0036,여름특가_e8lz,무료배송,gift,3000,10000,5000,20250216,03-20-2025,진행중,VIP,PRD-00448|PRD-00087|PRD-00311|PRD-01212|PRD-00651|PRD-00647|PRD-01552|PRD-01362|PRD-01436|PRD-01192|PRD-00824|PRD-00477|PRD-00893|PRD-00501|PRD-00949|PRD-01369|PRD-01475|PRD-01664|PRD-00316|PRD-01323|PRD-00837|PRD-00353|PRD-01694|PRD-01275|PRD-01481|PRD-00608|PRD-01361|PRD-01565|PRD-01954|PRD-00369|PRD-00088,선케어|헤어케어|클렌징|향수,설화수|달바|투쿨포스쿨|페리페라|올리브영PB,올리브영온라인|Android앱|모바일웹,500000,3121374,203,BEAUTYY4XKSS|BEAUTY7G2RE6|BEAUTY91QE37|BEAUTYID25OW|BEAUTY37YE0Q,N,admin_10,30.88,94.29,211.3,284.4,536.81,837.51,1391.78,0.75,326.59,586.52,182.35,81.88,164.75,209.18,746.43,X,N,1,N,False,yes,Y,False,O,True
PM-0037,가을감사_unst,세트할인,bogo,40,10000,20000,2025.04.15,20250507,종료,VVIP|생일고객|신규,PRD-00773|PRD-00156|PRD-00687|PRD-01359|PRD-00531|PRD-01277|PRD-01054|PRD-00056|PRD-01324|PRD-01370|PRD-01129|PRD-00696|PRD-00199|PRD-00399|PRD-00420|PRD-01483|PRD-00220|PRD-00457|PRD-01341|PRD-01103|PRD-01558|PRD-01744|PRD-00083|PRD-00090|PRD-00559|PRD-01176|PRD-01095|PRD-01745|PRD-01743|PRD-00460|PRD-01443|PRD-01753,네일,라네즈|샤넬|페리페라|올리브영PB|미샤,올리브영온라인|무신사,50000000,2009877,210,BEAUTYYJXRPJ|BEAUTY8EKXDR|BEAUTYUDKTMO|BEAUTYSN961J|BEAUTYWAJ1G1,N,admin_10,34.17,192.64,708.49,389.45,138.98,107.77,275.39,175.21,437.77,243.76,76.29,179.4,106.9,3248.88,134.07,X,Y,1,Y,True,yes,N,False,O,True
PM-0038,앵콜특가_uutj,무료배송,percent,10000,10000,10000,2023-07-10,08-18-2023,일시중지,신규|전체,PRD-00132|PRD-01678|PRD-01316|PRD-00172|PRD-00363|PRD-01742|PRD-00311|PRD-00194|PRD-01946|PRD-01698|PRD-00355|PRD-01602|PRD-00157|PRD-00763|PRD-01535,헤어케어,조선미녀|롬앤|라운드랩|샤넬,Android앱,3000000,41372,195,BEAUTYCQ99CH,N,admin_14,23.27,214.92,149.29,173.29,1059.21,244.9,96.18,840.51,259.32,52.65,24.03,997.75,85.61,162.55,777.4,X,N,0,Y,True,no,N,False,X,False
PM-0039,여름특가_82cq,정액할인,percent,10000,10000,10000,07-19-2024,08-07-2024,종료,VVIP|이탈방지,PRD-01048|PRD-01358|PRD-01868|PRD-01810|PRD-00231|PRD-01457|PRD-00763|PRD-01103|PRD-00315|PRD-01782|PRD-00892|PRD-01113|PRD-00855|PRD-01098|PRD-01023|PRD-00823|PRD-00611|PRD-01831|PRD-00018|PRD-00213|PRD-01564|PRD-01194|PRD-00225,헤어케어|스킨케어,이니스프리|홀리카홀리카|아비브,iOS앱,10000000,221388,202,BEAUTYGCSOTD|BEAUTYDR08CW|BEAUTYMVXPJ4|BEAUTY99F77L,N,admin_15,8.07,82.21,463.06,185.13,111.27,769.91,1306.42,130.81,257.04,26.85,19.62,896.0,368.2,1153.35,28.59,X,N,0,Y,True,no,Y,True,O,True
PM-0040,1+1_8dpb,1+1,bogo,20,0,10000,10-02-2023,20231109,예정,이탈방지|생일고객|VIP,PRD-00670|PRD-00537|PRD-01140|PRD-01101|PRD-00120|PRD-00798|PRD-00634|PRD-00626|PRD-01537|PRD-00274|PRD-01715|PRD-01714|PRD-01380|PRD-00002|PRD-00088|PRD-01628|PRD-00796|PRD-00364|PRD-01168|PRD-01901|PRD-01030|PRD-01876|PRD-01910|PRD-01020|PRD-00906|PRD-01308|PRD-01075|PRD-00984|PRD-00501|PRD-01704|PRD-00643|PRD-01067|PRD-00671|PRD-01590|PRD-01509|PRD-01966|PRD-00795|PRD-01307,헤어케어|클렌징|남성|바디케어,세타필,iOS앱,50000000,2474075,214,BEAUTYBC2SWS|BEAUTYIOYKL1|BEAUTYOXIE0R|BEAUTYXD9CSS,N,admin_20,12.67,76.27,1663.27,50.65,416.3,1343.6,26.02,96.27,497.06,60.16,214.73,633.12,172.74,492.19,623.51,O,Y,0,N,False,no,N,False,X,True
PM-0041,여름특가_ufpf,재구매,fixed,40,20000,0,20230601,20230618,종료,VVIP,PRD-00578|PRD-01937|PRD-01783|PRD-00818|PRD-01534|PRD-00637|PRD-01588|PRD-01527|PRD-00244|PRD-01221|PRD-00892|PRD-01484|PRD-00265|PRD-00446|PRD-00607|PRD-01349|PRD-00370|PRD-00229|PRD-01251|PRD-00289|PRD-01465|PRD-01905|PRD-00894|PRD-01657|PRD-00297|PRD-00367|PRD-00154|PRD-00396|PRD-00375|PRD-00036,네일|남성|향수|메이크업,미샤,모바일웹|Android앱,5000000,1810677,203,BEAUTYCFZW0L|BEAUTYEAXYLN|BEAUTYUH17J8|BEAUTYN9WSZV|BEAUTY2MPNSM,N,admin_18,50.69,149.66,472.89,407.54,44.97,139.19,40.22,392.97,111.17,704.83,116.21,114.96,0.19,826.64,1087.87,O,N,0,Y,False,no,Y,False,X,False
PM-0042,블프_32mp,세트할인,bogo,1000,50000,50000,20230812,27/08/2023,진행중,전체|재구매,PRD-01414|PRD-00131|PRD-00094|PRD-00583|PRD-00335|PRD-01253|PRD-00519|PRD-01090|PRD-00445|PRD-01630|PRD-01992|PRD-00231|PRD-00577|PRD-01501|PRD-00995|PRD-01921|PRD-01047|PRD-01879|PRD-01803|PRD-01164|PRD-01583|PRD-01766|PRD-01434|PRD-01774,메이크업|향수,디올|나스|랑콤|이니스프리,쿠팡|카카오톡채널,500000,6550642,201,BEAUTYFLN4RX|BEAUTYR97Y2L|BEAUTYHHLMH1,N,admin_16,151.21,309.13,118.91,320.74,378.47,380.11,84.98,226.06,443.64,6.32,12.9,54.8,102.27,346.01,114.24,X,Y,0,N,True,no,N,False,X,False
PM-0043,회원감사_dc7c,무료배송,fixed,30,100000,20000,11/12/2023,01-22-2024,진행중,신규|첫구매|이탈방지,PRD-00185|PRD-00965|PRD-01767|PRD-01260|PRD-00915|PRD-00315|PRD-01691|PRD-01558|PRD-00833|PRD-01205|PRD-01249|PRD-01217,스킨케어|메이크업|남성|클렌징,헤라|페리페라|아비브,네이버스마트스토어,10000000,1459088,196,BEAUTYER7U8H|BEAUTY5A7QY8|BEAUTYT0CVS4|BEAUTYOMUWAH|BEAUTYYMENVG,Y,admin_19,165.94,97.03,319.95,326.13,81.11,1715.53,146.87,363.27,366.25,30.86,15.66,1949.77,66.32,378.07,62.87,X,N,1,Y,True,no,N,False,X,False
PM-0044,더블적립_z8pn,생일,fixed,1000,30000,0,20230702,07-19-2023,진행중,VIP|전체|생일고객,PRD-00569|PRD-01179|PRD-01415|PRD-01079|PRD-00198|PRD-01335|PRD-00330|PRD-01053|PRD-01431|PRD-00408|PRD-00228|PRD-01507|PRD-01126|PRD-00041|PRD-00117|PRD-00450|PRD-01793|PRD-00885|PRD-00865|PRD-00840|PRD-00043|PRD-01511|PRD-01410|PRD-01527|PRD-00345|PRD-01447|PRD-00005|PRD-00128|PRD-00012|PRD-00713|PRD-01918|PRD-00403|PRD-01532|PRD-00331|PRD-01105|PRD-00690|PRD-00397|PRD-01115|PRD-00812|PRD-00387|PRD-01788|PRD-00008|PRD-00659|PRD-01294,향수,에스티로더|랑콤,모바일웹|Android앱|PC웹,5000000,1148017,191,BEAUTYI9G5DZ|BEAUTY9SKDGI|BEAUTY6K8DJZ|BEAUTYMBR5XQ,Y,admin_7,57.47,25.93,752.04,468.82,298.55,832.66,823.86,62.12,811.52,581.85,70.32,798.92,77.5,0.04,785.8,O,N,1,N,True,yes,N,True,O,False
PM-0045,봄세일_ovzp,생일,fixed,5,30000,100000,19/08/2024,2024.10.03,진행중,VVIP|VIP|재구매,PRD-00669|PRD-01659|PRD-00368|PRD-00554|PRD-00501|PRD-01816|PRD-01085,선케어,아비브|바닐라코|랑콤|클리오,iOS앱|올리브영온라인,5000000,1113656,202,BEAUTYU2GC5W|BEAUTYXBGK2W,N,admin_13,74.97,139.07,81.94,958.9,455.21,1808.94,137.8,1363.55,1276.92,147.28,45.72,59.26,1394.84,886.15,3509.78,X,Y,0,N,False,no,N,False,O,False
PM-0046,1+1_v8vu,1+1,percent,40,100000,10000,11/10/2024,20241111,종료,이탈방지|전체,PRD-01127|PRD-01454|PRD-00004|PRD-01916|PRD-00728|PRD-01133|PRD-01412|PRD-00332|PRD-01895|PRD-00856|PRD-01726|PRD-01660|PRD-01262|PRD-00351|PRD-01352|PRD-01595|PRD-01157|PRD-01572|PRD-01253|PRD-00128,향수|바디케어|클렌징,라운드랩|라네즈|투쿨포스쿨,무신사|쿠팡|네이버스마트스토어,500000,274623,197,BEAUTYTOGN1W|BEAUTYTXCB48|BEAUTYWJTIQW,N,admin_18,116.97,204.09,7.62,353.72,1509.16,872.71,659.51,302.16,53.79,41.13,102.75,364.26,51.05,406.96,44.43,X,N,1,N,False,no,Y,False,O,False
PM-0047,브랜드위크_n0v5,적립금,percent,30,20000,20000,20250711,08-08-2025,일시중지,VIP|VVIP|신규,PRD-00924|PRD-00816|PRD-01094|PRD-01429|PRD-00886|PRD-00336|PRD-01685|PRD-00937,클렌징|바디케어,스킨푸드|바닐라코|일리윤,올리브영온라인,5000000,110731,198,BEAUTYBYGHGK|BEAUTYUHXID4,N,admin_16,92.76,230.18,747.74,403.96,137.02,811.63,813.18,186.52,287.53,375.66,44.27,37.16,166.51,263.81,1082.1,X,N,1,Y,True,yes,Y,False,X,True
PM-0048,여름특가_cu11,정액할인,bogo,20,10000,5000,20240808,2024-09-24,진행중,첫구매|신규,PRD-01912|PRD-00500|PRD-01757|PRD-00466|PRD-00364|PRD-01729|PRD-01139|PRD-01822|PRD-00424|PRD-01807|PRD-01787|PRD-01028|PRD-01249|PRD-01829|PRD-00790|PRD-01379|PRD-01618|PRD-01808|PRD-01966|PRD-00418|PRD-00440|PRD-01669|PRD-00991|PRD-00835|PRD-01844|PRD-01530|PRD-00171|PRD-01036|PRD-00689|PRD-01301|PRD-00234|PRD-01809,헤어케어|클렌징|네일|더마,올리브영PB|헤라|애경|라네즈,카카오톡채널|iOS앱|네이버스마트스토어,3000000,1461080,208,BEAUTYOZJCNS,Y,admin_18,72.72,493.84,86.65,76.85,116.72,44.65,310.57,712.57,147.09,28.53,41.59,232.27,81.22,283.43,299.03,O,Y,1,Y,False,yes,Y,False,O,False
PM-0049,신상런칭_8m5p,증정,fixed,40,20000,100000,2024-10-05,20241022,진행중,전체|신규|VVIP,PRD-01974|PRD-01111|PRD-01870|PRD-01662|PRD-01537|PRD-01695|PRD-01573|PRD-00825|PRD-00363|PRD-00815|PRD-00932|PRD-00215|PRD-00508|PRD-00889|PRD-01131|PRD-00625|PRD-01977|PRD-01592|PRD-00223|PRD-00002|PRD-01994|PRD-00153|PRD-00389|PRD-00318|PRD-01360|PRD-01036|PRD-01621|PRD-00322|PRD-00412|PRD-01844|PRD-00463|PRD-01469|PRD-01247|PRD-00313|PRD-00204|PRD-01379|PRD-01108|PRD-01740|PRD-01041|PRD-01498|PRD-01989|PRD-00459|PRD-00716|PRD-01839|PRD-00383,바디케어,아누아|어반디케이|조선미녀,카카오톡채널,1000000,1726671,208,BEAUTYEMRUYP|BEAUTY5RH8LX|BEAUTYIUI9KK,N,admin_20,66.1,88.1,300.54,1142.43,101.78,123.27,328.04,864.37,255.99,293.68,52.93,151.95,255.99,762.2,1172.46,O,Y,1,N,False,yes,N,False,O,False
PM-0050,타임딜_0lpd,무료배송,bogo,25,10000,20000,02-13-2024,20/02/2024,진행중,이탈방지|VIP|생일고객,PRD-01510|PRD-01229|PRD-01492|PRD-01754|PRD-00130|PRD-01083|PRD-00977|PRD-00667|PRD-01451|PRD-01921|PRD-01566|PRD-01508|PRD-01928|PRD-01435|PRD-00041|PRD-00832|PRD-01952|PRD-01835|PRD-00988|PRD-01010|PRD-00790|PRD-00195|PRD-01333|PRD-00089|PRD-00866|PRD-01548|PRD-01289|PRD-01482|PRD-00759|PRD-01691|PRD-01192|PRD-00343|PRD-00013|PRD-01301,더마|바디케어|클렌징|네일,라로슈포제|파파레시피|아비브,카카오톡채널|무신사,3000000,576808,238,BEAUTYX7N89L|BEAUTY13CD5G|BEAUTY7ODKEF|BEAUTY9TRFLQ|BEAUTY9O2M71,N,admin_18,21.76,258.55,629.17,49.69,700.67,162.57,557.31,321.05,235.75,261.21,175.67,84.37,195.51,489.37,604.39,O,Y,1,N,True,yes,Y,False,O,False
PM-0051,블프_u9j2,1+1,fixed,3000,0,20000,20241116,12-20-2024,진행중,전체|생일고객|첫구매,PRD-01071|PRD-00206|PRD-01754|PRD-01340|PRD-01666|PRD-00546|PRD-00507|PRD-01578|PRD-00154|PRD-01273|PRD-00261|PRD-00957|PRD-01243|PRD-00911|PRD-01959|PRD-00840|PRD-00240|PRD-00944|PRD-01881|PRD-01031|PRD-01423|PRD-00227|PRD-00722|PRD-01987|PRD-01216|PRD-00859|PRD-01187|PRD-01748|PRD-01093|PRD-01318|PRD-00506|PRD-01109|PRD-01419|PRD-00613|PRD-00717|PRD-01354|PRD-01019|PRD-00365|PRD-01505,더마,VDL|조선미녀|데이지크|라네즈,카카오톡채널|PC웹,500000,4696952,187,BEAUTYLSH3TO|BEAUTYI7P5TB|BEAUTY9P3JPX,N,admin_5,171.24,115.7,156.89,750.84,67.17,434.13,231.05,157.11,43.6,38.53,32.19,40.98,131.74,444.79,1.2,O,Y,1,N,True,yes,Y,False,X,False
PM-0052,더블적립_t915,첫구매,percent,5,0,50000,20230605,20230627,종료,전체,PRD-00035|PRD-01467|PRD-01684|PRD-01499|PRD-00309|PRD-01437|PRD-00801|PRD-00772|PRD-00755|PRD-01426|PRD-01953|PRD-00818|PRD-01094|PRD-00788|PRD-01565|PRD-00350|PRD-01253|PRD-01782|PRD-00725|PRD-01178|PRD-01699|PRD-00193|PRD-00284|PRD-00663|PRD-00918|PRD-00419|PRD-00631|PRD-01264|PRD-01039|PRD-01215|PRD-01159|PRD-01825|PRD-01951|PRD-00333|PRD-00704|PRD-00668|PRD-00458|PRD-01234|PRD-00559|PRD-01375|PRD-00892|PRD-01287|PRD-01304|PRD-00019|PRD-00911|PRD-01512|PRD-00611|PRD-01816,남성|네일|향수|바디케어,스킨푸드|구달,네이버스마트스토어,50000000,1901407,223,BEAUTYRW6TM2|BEAUTYDVLNKN|BEAUTYYN4U9B,Y,admin_7,10.05,13.99,1294.92,318.95,115.76,890.42,77.36,1036.83,124.76,530.93,26.26,6.21,522.28,200.77,2707.0,X,N,1,N,False,no,Y,False,O,True
PM-0053,앵콜특가_ucxc,할인율,percent,5,100000,100000,2024-07-21,20240913,예정,재구매|VVIP|이탈방지,PRD-01187|PRD-01765|PRD-01245|PRD-00047|PRD-00912|PRD-00550|PRD-01285|PRD-00974|PRD-00293|PRD-01567|PRD-01265|PRD-00844|PRD-00867,네일,아누아|애경|이니스프리|라네즈|에스쁘아,PC웹|iOS앱,50000000,904854,204,BEAUTY9O2M71,N,admin_4,50.67,78.78,291.89,664.06,412.82,358.76,130.04,169.68,197.37,464.1,95.51,287.22,9.22,198.86,966.65,O,N,1,N,False,yes,N,False,O,True
PM-0054,봄세일_jvvp,적립금,gift,10,10000,100000,07/09/2025,2025-10-07,종료,VIP|전체,PRD-00624|PRD-00129|PRD-01566|PRD-00897|PRD-01176|PRD-01268|PRD-00812|PRD-00993|PRD-00045|PRD-01152|PRD-00008|PRD-01134|PRD-01602|PRD-01220|PRD-00937|PRD-00629|PRD-01405|PRD-01393|PRD-01020|PRD-00523|PRD-01146|PRD-00721|PRD-01266|PRD-01743|PRD-01170|PRD-00583|PRD-00831|PRD-00565|PRD-00155|PRD-01953|PRD-01043|PRD-00397|PRD-01644|PRD-01246|PRD-01643|PRD-01033|PRD-01735|PRD-00620|PRD-00231|PRD-00842|PRD-00947|PRD-00497,헤어케어|클렌징|남성|스킨케어,세타필|바닐라코,올리브영온라인|카카오톡채널,3000000,2592056,199,BEAUTYJFX5LI|BEAUTY3A3ZMF|BEAUTY9ITN7S|BEAUTYWM31YI,Y,admin_14,33.28,80.78,83.87,197.94,1745.64,970.3,1048.77,74.13,276.8,117.23,162.55,286.88,208.29,697.82,1223.34,O,N,1,N,False,yes,N,False,X,False
PM-0055,블프_yb9d,정액할인,bogo,10000,30000,20000,11/04/2025,20250421,진행중,신규|이탈방지,PRD-01719|PRD-00939|PRD-01063|PRD-01933|PRD-01291|PRD-00704|PRD-00423|PRD-00817|PRD-01502|PRD-01191|PRD-01099|PRD-01656|PRD-01093|PRD-00219|PRD-00780|PRD-00600|PRD-01591|PRD-01197|PRD-01094|PRD-00058|PRD-00544|PRD-00594|PRD-00648,네일|남성,이니스프리|LG생건|넘버즈|토리든|에스쁘아,카카오톡채널|모바일웹,500000,2088735,202,BEAUTYEO2T8F,N,admin_7,24.81,342.26,679.77,174.49,425.97,247.37,287.68,932.26,154.34,67.05,55.12,104.19,178.51,896.26,736.03,O,Y,0,N,False,no,Y,True,O,False
PM-0056,타임딜_6hlr,재구매,fixed,10,50000,10000,06-11-2025,2025.07.10,진행중,재구매|이탈방지|첫구매,PRD-01623|PRD-01239|PRD-00342|PRD-01358|PRD-01311,클렌징,토니모리,네이버스마트스토어|올리브영온라인|모바일웹,5000000,879155,186,BEAUTYZAREIY|BEAUTYFMPKXV,N,admin_20,94.81,77.53,153.58,4.13,856.83,240.16,34.28,4.15,175.62,61.8,193.5,66.47,549.5,600.56,242.3,O,Y,1,Y,False,no,Y,False,X,True
PM-0057,여름특가_rud2,생일,percent,50,100000,5000,2023.06.16,30/07/2023,종료,신규|생일고객,PRD-01652|PRD-00808|PRD-01794|PRD-00021|PRD-00670|PRD-01977|PRD-00351|PRD-00243|PRD-01712|PRD-01818|PRD-00065|PRD-00336|PRD-00817|PRD-00286|PRD-01969|PRD-00940|PRD-00081|PRD-00813|PRD-00820|PRD-00594|PRD-01133|PRD-01233|PRD-01847|PRD-00126|PRD-00038|PRD-01721|PRD-01115|PRD-00367|PRD-00555|PRD-01095|PRD-01708|PRD-00518|PRD-00735|PRD-01066|PRD-00214|PRD-01578|PRD-00454,더마,홀리카홀리카|에스쁘아|헤라,쿠팡,10000000,192084,188,BEAUTYH42M44|BEAUTY88QEOZ|BEAUTYP0TVHH|BEAUTYPEQYDB|BEAUTYJFX5LI,N,admin_7,62.51,48.64,17.46,592.66,898.2,364.03,131.64,370.88,29.45,13.77,555.62,67.44,270.84,1147.01,2532.07,O,N,1,Y,True,yes,Y,False,O,True
PM-0058,더블적립_flz6,할인율,fixed,3000,10000,100000,16/08/2024,03/09/2024,종료,전체,PRD-01140|PRD-01797|PRD-01106|PRD-01174|PRD-01138,더마|향수,세타필|올리브영PB|이니스프리|클리오|넘버즈,iOS앱|카카오톡채널|PC웹,500000,2045170,187,BEAUTYY3ODSX|BEAUTYRFZWKX|BEAUTYQERXDO|BEAUTYEN606N,N,admin_1,79.03,23.22,1044.52,62.92,255.97,23.41,57.85,940.02,145.11,126.41,371.39,856.62,234.45,931.66,98.08,X,Y,1,N,True,no,Y,False,O,False
PM-0059,앵콜특가_8l1v,적립금,bogo,40,0,100000,2024-12-10,2025.01.14,진행중,신규,PRD-01792|PRD-01364|PRD-01648|PRD-00085|PRD-00676|PRD-00989|PRD-00625|PRD-01366|PRD-01669|PRD-01108|PRD-01129|PRD-00486|PRD-01268|PRD-01219|PRD-01510|PRD-00971|PRD-00537,향수|클렌징|남성|바디케어,에스쁘아|무신사뷰티|아누아|라운드랩,쿠팡|카카오톡채널|네이버스마트스토어,10000000,95244,192,BEAUTYI3QK2I,N,admin_15,63.63,104.89,1066.66,32.13,1070.9,394.45,117.05,123.41,561.73,168.9,130.99,1737.3,197.6,793.74,233.86,O,N,0,Y,False,no,N,True,O,True
PM-0060,1+1_wwtf,세트할인,gift,20,0,100000,2023-07-16,08-15-2023,종료,생일고객,PRD-01134|PRD-00712|PRD-00852|PRD-01773|PRD-00485|PRD-00030|PRD-00306|PRD-01896|PRD-01967|PRD-00916|PRD-01615,스킨케어,클리오|토리든|설화수,PC웹,50000000,7723842,202,BEAUTYJGZLMA|BEAUTY8JVH7U,N,admin_1,149.41,92.47,74.55,1377.36,426.52,127.46,241.5,368.0,195.0,261.62,123.38,307.27,5.84,1535.2,307.1,O,N,1,N,True,yes,N,False,O,True
PM-0061,타임딜_nhxz,증정,fixed,10000,30000,0,2023.10.03,2023-11-03,종료,전체|VVIP|VIP,PRD-01875|PRD-00027|PRD-00097|PRD-00002|PRD-00436|PRD-00095|PRD-01392|PRD-00707|PRD-01475|PRD-00800|PRD-01557|PRD-01391|PRD-00826|PRD-00209|PRD-01213|PRD-01820|PRD-01781|PRD-01595|PRD-01222|PRD-00729|PRD-01322|PRD-00417|PRD-00036|PRD-01867|PRD-01983|PRD-01947|PRD-00733|PRD-00794,메이크업|선케어|향수,에스쁘아,PC웹|쿠팡|카카오톡채널,5000000,250786,192,BEAUTYHSSBEL|BEAUTY3QSQCQ|BEAUTYLSH3TO,Y,admin_9,24.29,194.94,408.65,322.77,293.78,139.16,227.62,60.76,106.11,241.44,168.24,575.69,440.93,1744.0,219.06,X,N,1,Y,True,no,N,False,O,False
PM-0062,신상런칭_uya8,무료배송,bogo,1000,20000,20000,20240125,03-04-2024,종료,이탈방지,PRD-00199|PRD-01143|PRD-00535|PRD-01572|PRD-01158|PRD-00393|PRD-01691|PRD-00898|PRD-01109|PRD-01362|PRD-01730|PRD-01838|PRD-00603|PRD-00885|PRD-00920|PRD-01167|PRD-00107|PRD-01030|PRD-01559|PRD-00983|PRD-01872|PRD-01477|PRD-01869,헤어케어|스킨케어,홀리카홀리카|토니모리,올리브영온라인|네이버스마트스토어,10000000,2979320,190,BEAUTYRHOCN9|BEAUTY2XCDYK|BEAUTYF8S2ZG,N,admin_12,4.12,36.33,317.69,933.34,170.21,13.39,48.21,2.07,329.92,541.24,105.08,3026.96,41.17,88.44,495.39,O,Y,0,N,True,no,N,False,X,True
PM-0063,타임딜_qabc,생일,percent,1000,100000,20000,29/08/2025,2025.09.02,종료,VVIP|생일고객|이탈방지,PRD-01339|PRD-00243|PRD-01088|PRD-00967|PRD-00332|PRD-00849,선케어|클렌징|네일|더마,세타필,쿠팡,5000000,1979921,207,BEAUTYPOYIPK|BEAUTYFNKOMV,N,admin_14,4.13,181.32,188.38,256.85,330.5,52.61,213.15,26.92,206.34,8.04,102.77,809.17,53.15,329.47,1493.17,X,N,1,Y,False,no,N,False,X,False
