sku,warehouse_id,warehouse_name,location_code,current_stock,reserved_stock,available_stock,safety_stock,reorder_point,max_stock,last_inbound_date,last_outbound_date,lot_number,expiry_date,manufacture_date,inbound_cost_krw,storage_fee_daily,status,temperature_zone,supplier_ref,wms_metric_01,wms_metric_02,wms_metric_03,wms_metric_04,wms_metric_05,wms_metric_06,wms_metric_07,wms_metric_08,wms_metric_09,wms_metric_10,wms_metric_11,wms_metric_12,wms_metric_13,wms_metric_14,wms_metric_15,wms_metric_16,wms_metric_17,wms_metric_18,wms_metric_19,wms_metric_20,wms_flag_01,wms_flag_02,wms_flag_03,wms_flag_04,wms_flag_05,wms_flag_06,wms_flag_07,wms_flag_08,wms_flag_09,wms_flag_10
SKU00000221,WH-05,광주센터,F-06-4,138,7,409,10,20,800,2025-09-06,03-02-2023,LOT20250923,20261001,20230506,21471,45.04,폐기예정,냉장,SUP-059,37.52,23.23,12.94,272.88,106.89,1356.5,162.02,301.44,1679.9,2.78,1816.09,2143.56,287.9,2363.59,183.93,433.23,809.11,13.49,166.93,446.86,N,False,Y,False,yes,0,0,X,no,N
SKU00000222,WH-02,인천센터,E-04-5,258,25,104,50,150,1000,03-07-2023,20230827,LOT20248745,03-18-2025,03/10/2024,6770,83.9,이상재고,상온,SUP-020,28.14,173.57,24.55,423.13,37.93,2797.86,47.13,1375.1,569.05,219.46,139.12,38.47,100.0,1161.47,11.65,49.24,1136.55,91.13,327.75,19.16,N,False,N,True,no,1,1,X,no,N
SKU00000223,WH-05,광주센터,B-16-4,118,26,93,10,30,500,12-05-2024,20230728,LOT20250280,2026-12-21,20240502,44466,94.71,정상,냉장,SUP-001,219.8,2336.21,30.14,59.97,181.7,1280.18,198.92,558.47,262.35,121.95,273.43,225.32,5922.65,1684.1,204.45,36.28,108.57,615.41,93.89,133.26,N,True,Y,False,yes,1,1,O,no,Y
SKU00000223,WH-04,대구센터,F-37-4,260,18,34,50,100,300,20240301,11-29-2024,LOT20234956,17/01/2026,26/11/2024,24426,29.07,정상,상온,SUP-001,142.28,811.1,68.67,74.6,404.97,455.56,29.31,1906.52,701.56,422.04,35.55,980.75,347.55,271.78,43.71,37.75,1149.77,412.01,363.05,48.94,N,False,Y,True,no,1,0,O,no,N
SKU00000223,WH-01,김포센터,F-44-5,221,3,176,20,100,300,2024.08.06,2025.02.02,LOT20232510,2025-08-29,2023-04-30,44358,12.72,정상,상온,SUP-001,226.03,712.08,53.59,378.38,960.0,1847.11,1.16,265.14,142.99,859.59,616.8,87.98,630.8,1788.84,17.65,90.89,73.91,807.27,762.13,72.36,N,False,N,False,yes,1,0,O,yes,N
SKU00000224,WH-04,대구센터,F-37-1,317,16,24,10,100,300,20230809,01-19-2023,LOT20235397,08-11-2026,2023-08-21,44928,71.3,반품입고,상온,SUP-049,260.07,174.36,120.13,1257.84,377.52,603.5,1.51,184.02,76.47,261.74,348.03,621.99,1249.32,2275.02,20.52,450.91,1380.21,1789.42,82.56,169.82,N,False,N,True,no,1,1,O,no,N
SKU00000224,WH-02,인천센터,A-40-2,173,49,276,50,50,300,02-14-2023,17/08/2025,LOT20250027,2027.03.11,10-04-2023,48147,93.32,폐기예정,냉장,SUP-049,355.89,786.02,40.47,383.86,327.88,107.59,446.29,2370.08,556.05,82.07,1177.92,491.09,30.19,618.85,183.94,283.44,1006.46,448.93,20.99,251.96,N,True,Y,False,yes,0,0,O,yes,N
SKU00000224,WH-03,부산센터,C-17-3,357,43,215,100,100,500,2023-08-29,03/11/2024,LOT20243111,30/09/2026,03/07/2023,43703,86.75,정상,상온,SUP-049,99.71,214.97,150.68,818.25,105.77,986.34,1.92,311.62,1000.98,21.66,281.43,31.63,59.68,2439.55,10.91,123.8,760.97,655.79,117.15,14.41,N,True,N,True,yes,0,1,X,yes,N
SKU00000225,WH-05,광주센터,D-03-2,75,1,106,50,20,200,17/08/2023,20250717,LOT20233095,20270627,01-07-2023,24596,48.44,반품입고,냉동,SUP-023,388.84,3.28,1.29,484.58,1446.19,387.18,188.27,515.96,427.8,366.08,206.91,1525.61,753.0,531.97,46.74,5.15,412.85,648.1,28.06,269.31,N,True,Y,False,no,0,0,X,no,N
SKU00000226,WH-05,광주센터,D-47-3,323,39,371,50,150,300,04/04/2024,11-27-2024,LOT20249429,2025-07-30,06-23-2025,41479,55.77,정상,상온,SUP-008,45.7,1129.79,32.84,66.3,52.5,373.28,147.51,678.37,771.52,73.66,747.21,177.87,860.25,22.51,46.64,672.07,1120.08,1091.96,276.74,189.16,N,False,Y,True,no,1,0,X,no,N
SKU00000227,WH-03,부산센터,F-04-5,374,16,418,10,80,200,04/07/2023,20230128,LOT20241612,20270309,04/07/2023,10246,59.46,정상,상온,SUP-008,66.67,45.63,18.77,2079.42,191.97,2304.59,20.25,855.83,342.76,119.32,553.09,552.15,181.66,187.35,89.28,43.73,1963.66,663.78,263.21,231.51,Y,True,Y,False,no,1,1,X,no,Y
SKU00000227,WH-04,대구센터,B-01-5,7,41,63,10,80,200,2024-11-05,10-15-2025,LOT20251164,2025.05.05,03-22-2023,43244,37.27,정상,냉장,SUP-008,185.22,1459.63,136.59,609.3,132.63,321.25,321.73,502.9,2040.86,93.23,312.84,1571.12,792.7,166.01,26.98,253.38,302.42,1990.13,34.36,100.01,N,False,N,True,yes,0,0,O,yes,N
SKU00000228,WH-03,부산센터,D-50-2,311,32,85,100,30,300,2024.03.09,2024.12.31,LOT20236628,2025.09.03,2025-02-13,9030,64.58,반품입고,냉동,SUP-013,204.08,385.23,58.63,78.06,192.11,55.92,215.28,447.24,876.28,158.81,1296.3,307.85,930.24,243.78,4.24,152.27,407.37,2260.22,890.15,4.5,Y,False,Y,True,no,1,0,X,yes,Y
SKU00000228,WH-01,김포센터,B-33-4,154,50,274,20,30,800,2023-07-18,12-15-2025,LOT20249817,2026-10-19,20241205,17194,65.23,정상,냉동,SUP-013,2.45,152.87,54.94,173.18,1064.04,338.33,71.54,33.75,1680.54,212.81,308.67,77.88,39.32,1738.81,88.7,192.99,3916.68,300.86,75.53,9.51,Y,False,Y,True,no,0,0,O,yes,Y
SKU00000229,WH-04,대구센터,A-18-1,29,4,170,50,80,300,2024.04.19,2023-11-22,LOT20241304,2025.09.21,03/05/2025,34468,55.37,정상,상온,SUP-012,166.45,126.76,21.73,1941.54,172.34,2090.16,275.35,728.58,929.18,90.47,869.5,235.23,2487.53,9098.56,76.39,606.82,606.21,765.39,491.34,82.43,Y,False,N,True,no,0,1,O,no,Y
SKU00000230,WH-05,광주센터,E-32-5,243,47,257,50,20,800,2025.09.16,2024.05.04,LOT20240593,2027.06.14,25/01/2024,30554,86.37,정상,냉동,SUP-060,153.38,2453.57,83.53,1096.73,13.49,819.54,71.8,291.56,33.33,212.07,1236.23,388.53,383.9,442.78,23.79,842.89,1413.03,533.12,284.42,46.6,N,False,Y,True,no,1,0,X,yes,Y
SKU00000230,WH-02,인천센터,F-17-2,494,27,67,100,80,500,20240721,2024-08-16,LOT20231467,15/06/2027,20250127,6182,11.8,폐기예정,냉장,SUP-060,59.36,913.21,207.59,1157.3,96.27,788.57,145.38,362.39,45.25,115.74,843.3,595.6,242.75,613.28,20.26,176.43,1062.64,941.41,688.38,14.93,N,False,N,False,no,1,1,X,yes,Y
SKU00000230,WH-01,김포센터,F-26-5,423,21,337,30,100,1000,29/11/2025,12-24-2023,LOT20235186,20251126,18/04/2024,6284,38.1,정상,냉동,SUP-060,162.83,1778.35,88.36,2084.66,664.22,1399.15,87.41,111.73,316.55,5.52,285.38,465.81,82.05,789.83,80.74,511.82,156.86,513.82,391.25,12.84,Y,True,Y,False,no,0,1,X,no,N
SKU00000231,WH-01,김포센터,F-11-5,493,27,38,50,30,1000,09-20-2023,20231021,LOT20234089,20261128,02/03/2024,20316,77.08,정상,냉장,SUP-031,386.32,290.24,162.68,1334.22,250.55,2423.05,11.16,2529.94,1002.19,277.96,496.81,118.36,258.28,1203.23,89.84,60.6,3347.62,750.05,14.27,442.38,N,True,N,True,yes,1,0,X,no,N
SKU00000232,WH-04,대구센터,A-02-4,281,48,316,50,100,200,20240310,07-04-2024,LOT20246038,2025-06-17,20231004,21083,53.26,정상,냉장,SUP-022,0.95,742.8,2.21,913.98,0.42,657.54,193.92,909.94,1970.46,80.85,469.14,250.24,659.27,361.63,15.04,220.25,1975.02,1632.91,150.36,28.88,Y,True,N,False,no,0,1,X,yes,Y
SKU00000233,WH-03,부산센터,F-13-4,138,29,275,20,20,1000,18/09/2024,25/02/2025,LOT20247025,2025.11.27,2023-01-16,11443,92.88,정상,상온,SUP-034,68.2,692.09,135.19,946.92,350.96,1392.95,280.12,14.37,658.83,369.21,1523.81,818.13,839.12,2453.1,9.62,229.01,298.66,1608.52,22.35,55.3,N,False,Y,True,yes,0,1,O,yes,N
SKU00000233,WH-04,대구센터,C-38-2,84,0,57,20,150,1000,2024-02-17,08-26-2024,LOT20241956,2026-07-07,07-24-2024,32377,53.89,폐기예정,상온,SUP-034,87.64,1491.17,52.95,635.31,115.9,353.34,924.14,2105.44,470.92,25.72,239.56,143.53,914.09,308.38,77.82,92.44,4193.8,273.01,67.3,13.95,N,False,Y,True,yes,0,0,X,yes,Y
SKU00000233,WH-05,광주센터,F-45-1,226,9,422,100,50,1000,2024-04-02,06-01-2025,LOT20235282,2027-11-15,07/02/2024,2478,67.43,반품입고,상온,SUP-034,160.61,184.72,20.46,268.83,509.21,1211.98,7.21,1138.03,1923.84,67.46,499.23,1665.75,264.22,1539.81,55.88,496.84,1106.79,226.08,356.01,69.29,Y,True,Y,True,yes,0,0,O,yes,Y
SKU00000234,WH-01,김포센터,F-19-3,376,15,210,100,50,1000,02-25-2024,2023-05-18,LOT20245305,04-22-2026,05-01-2025,41354,31.37,반품입고,냉장,SUP-046,140.14,1626.1,11.49,222.9,561.47,633.85,166.21,93.44,133.81,21.23,589.87,885.16,629.91,2880.69,39.91,199.96,811.58,1426.49,158.62,205.9,Y,True,Y,True,yes,0,1,O,yes,N
SKU00000234,WH-03,부산센터,D-50-2,451,19,21,50,150,800,2025-03-31,02-01-2025,LOT20246117,12-22-2026,2024-12-13,38379,45.16,이상재고,상온,SUP-046,386.62,250.53,30.1,620.34,19.2,804.78,321.29,417.35,256.02,75.69,1326.13,572.6,83.8,1829.34,29.67,119.66,213.81,651.18,652.0,389.23,N,True,N,True,yes,1,0,O,no,N
SKU00000235,WH-01,김포센터,A-37-1,498,31,94,100,50,300,2024.11.20,26/10/2023,LOT20244230,05-01-2027,20240319,10928,60.75,정상,상온,SUP-040,465.32,32.19,4.01,247.29,497.28,147.96,8.67,59.37,1797.38,428.74,58.46,799.64,1723.39,142.96,62.31,400.75,510.19,422.1,173.65,963.13,Y,True,N,True,yes,1,1,X,yes,N
SKU00000235,WH-03,부산센터,A-37-2,239,24,179,50,150,500,04-22-2023,2025-05-28,LOT20232346,2027-11-29,2024-07-11,9349,54.22,이상재고,상온,SUP-040,737.82,556.46,20.28,860.48,876.93,541.16,452.06,98.96,903.49,35.57,247.59,623.05,257.2,255.09,0.27,32.84,2433.37,889.68,14.79,30.11,N,False,N,True,yes,0,1,X,yes,Y
SKU00000236,WH-01,김포센터,E-46-4,144,16,61,30,50,300,06/05/2024,20240303,LOT20238907,2025.06.12,03-26-2023,25679,10.08,정상,냉동,SUP-048,238.73,805.7,26.42,847.79,694.33,1877.09,744.06,775.76,486.05,151.91,403.91,296.66,476.46,99.98,10.29,79.3,2472.41,534.96,948.54,38.14,Y,False,Y,True,no,0,1,X,yes,N
SKU00000237,WH-02,인천센터,F-10-2,291,45,25,10,20,300,2023-05-07,20241222,LOT20236469,09-15-2026,2023.12.26,20291,27.18,정상,냉동,SUP-013,19.74,410.65,0.11,977.02,661.08,2575.08,437.36,187.15,270.08,74.81,12.73,695.88,1472.57,9.21,89.64,62.43,371.28,880.94,175.27,195.26,Y,False,N,False,no,1,1,X,yes,N
SKU00000237,WH-04,대구센터,A-19-2,242,43,148,50,100,200,2023-03-26,2024-11-06,LOT20234408,08-02-2025,2024-05-28,23994,66.97,폐기예정,상온,SUP-013,190.52,2990.68,50.54,551.27,186.71,250.28,207.54,37.7,689.15,156.62,65.09,1054.57,213.95,240.58,84.31,431.05,191.88,498.97,603.22,188.47,Y,True,Y,False,no,0,0,O,no,Y
SKU00000238,WH-03,부산센터,D-44-4,371,41,208,50,150,1000,2023-02-22,2024.11.21,LOT20251065,09-23-2025,18/06/2023,47019,80.98,정상,냉동,SUP-053,434.2,622.66,12.86,85.76,143.21,514.71,310.41,1829.06,325.74,10.12,189.42,398.57,264.63,830.29,0.76,212.7,175.76,612.88,77.07,321.66,Y,False,Y,False,yes,0,1,O,yes,Y
SKU00000239,WH-01,김포센터,D-23-1,201,16,386,100,150,800,2024-06-19,2023.02.24,LOT20238783,09-18-2025,02-25-2025,6104,33.47,반품입고,냉장,SUP-038,61.3,1201.79,71.94,91.82,557.69,57.08,139.62,1156.32,262.12,133.12,727.18,1175.23,786.75,2550.07,48.63,128.12,253.67,251.18,202.88,12.58,N,True,Y,False,yes,0,0,O,no,Y
SKU00000240,WH-01,김포센터,E-03-5,158,12,180,30,80,200,02-07-2023,20241015,LOT20246093,20271128,2024-04-06,40220,14.36,정상,상온,SUP-031,72.7,1737.38,33.26,75.17,98.16,172.49,125.01,903.98,16.19,128.71,77.6,55.02,1073.94,181.03,19.2,38.42,103.88,1076.04,1053.72,10.22,Y,False,Y,False,yes,1,0,O,yes,Y
SKU00000240,WH-05,광주센터,C-11-2,155,26,386,20,20,200,2024-10-13,06-11-2025,LOT20236737,07-10-2025,06/09/2023,22546,65.33,정상,상온,SUP-031,291.66,75.44,10.91,1309.77,53.93,224.15,1212.04,403.83,473.69,235.51,923.14,276.49,11.74,414.39,183.63,6.3,159.99,646.44,557.96,136.06,Y,True,N,False,no,1,0,X,yes,Y
SKU00000240,WH-02,인천센터,E-03-5,500,31,404,100,30,500,20241008,2024.04.23,LOT20241667,24/09/2026,14/06/2024,28994,89.7,정상,상온,SUP-031,386.74,72.42,58.0,69.8,318.26,1920.61,86.16,113.85,1561.19,151.21,174.67,2249.98,1009.65,1037.02,17.04,80.46,294.68,151.82,198.33,258.83,N,False,Y,True,yes,0,1,X,no,Y
SKU00000241,WH-01,김포센터,A-15-2,103,41,432,20,80,200,09-20-2025,07-16-2023,LOT20232787,2027-11-16,10/12/2023,24555,44.32,폐기예정,상온,SUP-040,29.84,1672.35,112.74,933.34,141.11,321.05,209.27,1268.92,593.47,80.42,231.82,70.56,18.58,896.67,40.85,177.75,255.18,572.33,3.43,274.09,Y,False,N,True,yes,0,0,O,yes,Y
SKU00000241,WH-02,인천센터,A-24-2,321,16,231,50,20,300,2024.08.13,20230102,LOT20250236,12-19-2027,20231231,8291,63.66,이상재고,상온,SUP-040,10.4,453.74,260.59,131.66,483.24,140.86,87.79,853.49,1170.87,4.1,873.99,674.84,1830.46,149.0,56.39,32.26,791.05,1429.48,69.53,96.98,Y,False,N,True,yes,0,0,O,yes,N
SKU00000242,WH-03,부산센터,E-25-4,214,49,26,30,20,200,04/09/2025,20240613,LOT20250467,2026-05-22,2023.05.12,7105,98.54,이상재고,상온,SUP-036,439.34,384.53,384.43,1243.3,56.85,251.77,467.23,1214.51,835.24,137.26,132.7,237.01,648.18,375.41,14.12,82.85,648.97,886.9,195.17,95.04,Y,False,N,True,no,0,0,O,yes,N
SKU00000242,WH-04,대구센터,E-16-2,191,5,113,20,50,800,07-06-2024,31/03/2025,LOT20240351,12-15-2026,07-19-2023,1554,35.05,이상재고,냉동,SUP-036,6.46,135.93,199.95,1731.52,1036.72,724.22,78.64,910.89,850.56,70.24,949.39,568.59,1204.21,1480.92,59.98,42.36,151.45,242.5,41.37,586.96,Y,True,N,False,yes,0,0,O,yes,N
SKU00000243,WH-03,부산센터,D-41-3,114,9,326,20,20,1000,07-16-2025,14/03/2023,LOT20230210,07-03-2026,20250502,11780,14.08,폐기예정,상온,SUP-045,83.58,1815.95,179.01,408.78,437.01,498.94,217.28,450.85,387.84,93.98,406.13,405.33,99.64,599.14,20.95,47.99,600.52,706.97,1076.9,952.65,N,False,N,True,no,0,1,O,no,Y
SKU00000244,WH-03,부산센터,F-22-4,218,16,154,50,30,200,25/05/2023,2024.10.29,LOT20237166,20260504,2024.10.06,24631,69.87,이상재고,냉동,SUP-045,49.32,404.45,5.72,1004.44,943.37,153.88,68.14,486.84,652.36,157.96,11.99,22.21,135.3,9.69,33.22,121.63,574.05,1241.98,172.92,3.8,Y,False,N,True,yes,1,1,O,yes,Y
SKU00000245,WH-02,인천센터,A-21-4,95,13,39,20,20,200,11-25-2025,2023-02-08,LOT20232986,26/04/2025,2024-07-15,34145,39.26,정상,냉장,SUP-046,14.36,990.89,23.43,174.55,1499.06,745.04,195.29,984.55,175.59,33.06,698.1,30.36,1566.57,975.62,196.53,54.69,178.38,2416.34,63.47,20.52,Y,False,N,True,no,0,1,X,no,N
SKU00000245,WH-04,대구센터,C-27-4,219,7,332,20,30,200,2024-05-31,20251122,LOT20249556,2025-01-07,20230221,5845,83.8,이상재고,상온,SUP-046,4.97,255.48,74.14,376.92,526.25,1523.77,125.87,26.83,186.94,151.99,26.06,241.13,584.1,551.71,1.8,27.78,24.02,298.49,253.86,85.03,N,False,N,True,no,1,0,X,no,N
SKU00000246,WH-05,광주센터,A-14-2,371,43,372,10,100,500,2025-02-11,08-08-2024,LOT20236135,20250423,27/12/2024,44785,40.59,정상,상온,SUP-034,165.12,86.16,9.02,398.23,247.55,2068.92,651.81,612.16,1425.14,337.73,293.73,969.91,391.0,445.0,52.57,264.07,3100.24,555.37,124.34,267.75,Y,False,Y,True,no,0,0,X,yes,Y
SKU00000247,WH-01,김포센터,C-11-1,331,27,135,30,100,500,2025-03-22,2023-01-31,LOT20235780,2027-08-13,31/01/2024,38005,72.76,정상,상온,SUP-008,289.78,2100.7,102.66,308.24,2.99,132.63,447.68,419.5,362.94,465.35,286.7,157.77,1711.41,973.22,56.17,669.76,1047.55,1003.13,268.61,174.26,N,False,Y,False,yes,1,1,O,no,N
SKU00000247,WH-02,인천센터,C-02-5,418,22,356,100,20,500,22/11/2024,08/02/2024,LOT20232923,24/04/2027,2023.08.30,48256,51.04,폐기예정,상온,SUP-008,55.82,656.27,42.68,12.57,73.89,612.38,17.98,172.84,584.14,689.1,336.85,1894.14,170.99,1789.04,26.44,3.57,316.54,699.53,304.5,19.58,Y,True,Y,True,yes,0,0,X,yes,Y
SKU00000247,WH-04,대구센터,B-12-1,474,18,380,30,150,500,08/07/2024,2023-03-02,LOT20239273,2025.08.14,2024-02-04,15524,61.98,정상,냉장,SUP-008,185.42,341.83,108.13,10.74,303.87,1294.25,95.6,3157.03,76.63,55.86,229.34,370.98,214.21,12.26,1.86,204.47,611.73,29.44,175.14,143.16,Y,True,N,True,no,0,0,X,no,Y
SKU00000248,WH-01,김포센터,D-23-2,475,26,100,20,30,500,2023.10.19,03-26-2025,LOT20240184,2026-06-24,03-04-2025,6220,81.6,정상,냉장,SUP-015,121.08,549.66,118.82,316.29,247.26,266.42,137.38,136.95,1253.56,772.27,237.13,461.62,116.87,355.99,26.92,595.52,734.56,666.12,391.06,250.18,N,False,Y,False,no,1,1,X,no,N
SKU00000249,WH-03,부산센터,B-29-3,368,15,232,30,20,800,20230629,20250227,LOT20249271,08-28-2026,05-18-2023,25188,28.52,정상,상온,SUP-046,50.88,897.72,47.7,492.15,178.68,359.76,105.06,61.51,53.57,33.72,405.43,2120.47,370.44,121.35,104.97,99.77,1676.88,163.97,243.42,174.34,N,False,Y,False,no,1,0,O,yes,Y
SKU00000249,WH-04,대구센터,A-05-2,448,1,36,30,30,300,02/02/2023,24/01/2025,LOT20243087,2025.03.28,2023.12.01,32058,50.75,반품입고,냉동,SUP-046,385.25,1191.0,42.29,715.25,131.92,393.58,29.8,278.1,1254.57,210.86,1352.69,282.79,639.54,1511.3,6.5,544.77,147.77,163.75,444.78,126.39,N,False,Y,False,no,1,0,O,yes,Y
SKU00000249,WH-01,김포센터,B-18-1,389,45,193,20,100,500,2025-07-30,13/01/2025,LOT20237605,11-01-2027,10/01/2023,5663,39.36,반품입고,상온,SUP-046,120.13,958.69,69.53,101.33,679.14,1144.78,77.79,724.93,1315.11,372.41,148.39,19.22,724.85,1834.71,114.73,121.12,1977.84,863.72,620.57,128.25,Y,True,Y,True,yes,1,0,X,yes,N
SKU00000250,WH-04,대구센터,A-28-2,235,36,424,100,100,500,12-04-2024,2025.01.15,LOT20230423,2026.03.21,2024-06-01,8391,44.87,정상,냉장,SUP-046,183.85,3444.86,229.74,267.73,175.11,572.1,246.44,594.48,841.95,48.25,655.0,684.76,1389.87,308.1,25.74,130.28,141.83,235.41,339.96,38.19,Y,True,N,False,no,1,0,O,no,N
SKU00000251,WH-03,부산센터,D-06-4,76,29,140,30,100,1000,20241224,20230904,LOT20231648,2025-10-03,12-17-2023,38145,98.97,정상,냉동,SUP-059,322.85,270.7,32.25,717.54,192.23,30.6,289.58,1853.47,19.7,42.35,37.49,76.21,416.65,391.81,100.97,66.46,957.63,849.27,78.88,2.84,N,False,N,False,yes,0,1,O,yes,Y
SKU00000251,WH-01,김포센터,C-36-4,74,42,442,50,100,500,2024-02-21,2024.12.02,LOT20233905,2026-11-27,20/07/2024,25686,71.29,반품입고,상온,SUP-059,34.71,1437.09,108.99,482.67,515.29,1689.13,94.98,290.71,777.11,373.08,107.24,715.6,305.45,802.58,43.8,186.1,498.06,33.53,92.19,28.13,Y,False,Y,False,no,1,0,O,no,Y
SKU00000251,WH-05,광주센터,D-48-5,93,34,173,100,30,800,08-19-2024,03-15-2023,LOT20234361,02-23-2027,2025.04.04,6624,31.8,정상,상온,SUP-059,10.85,1184.68,177.66,494.2,193.33,535.51,98.15,149.51,2039.91,350.01,605.29,345.74,1757.8,344.17,49.77,223.81,607.21,463.76,0.45,46.23,N,True,N,True,yes,0,1,O,no,Y
SKU00000252,WH-04,대구센터,C-28-5,359,38,341,100,30,800,20230802,2024-02-28,LOT20238331,2027.09.13,2023.09.04,11715,38.91,정상,냉장,SUP-012,76.53,1010.79,94.72,88.6,88.02,328.47,250.27,1375.45,566.76,26.52,1807.52,769.25,1282.7,1595.19,109.72,359.89,206.41,238.25,59.27,236.79,Y,True,N,False,yes,0,0,O,no,N
SKU00000252,WH-03,부산센터,C-21-2,337,17,291,50,50,500,2024-05-19,20230711,LOT20241200,2026-01-24,20231230,48239,24.08,정상,냉동,SUP-012,242.67,338.13,7.32,922.14,236.35,472.95,152.74,851.66,198.51,110.78,721.98,43.33,1764.92,1847.17,21.43,57.9,408.64,101.36,37.55,58.76,N,True,Y,False,yes,1,0,X,yes,N
SKU00000253,WH-01,김포센터,D-02-1,348,16,152,30,20,300,20230709,10-02-2024,LOT20237007,2026-05-05,2023-11-17,23596,93.72,이상재고,상온,SUP-004,151.28,1342.1,33.34,891.83,114.23,1156.3,117.92,228.26,318.13,85.86,347.66,2331.95,463.95,515.73,41.49,36.73,1271.37,250.58,358.28,25.03,Y,True,Y,False,yes,1,0,X,yes,Y
SKU00000253,WH-03,부산센터,B-31-4,342,30,198,10,100,800,2023.01.24,19/12/2024,LOT20244509,10-14-2027,20230807,22846,47.27,반품입고,냉동,SUP-004,439.83,61.9,162.03,395.81,939.83,1628.23,311.38,841.29,1571.06,468.4,134.24,454.78,1073.34,258.96,3.05,619.91,260.91,148.82,393.75,17.79,Y,False,Y,False,yes,1,0,O,no,Y
SKU00000254,WH-02,인천센터,E-35-2,329,26,146,20,100,200,11-18-2024,20250826,LOT20234021,2027.05.04,25/03/2025,11627,39.71,폐기예정,상온,SUP-010,504.78,635.64,33.1,423.13,352.45,2607.44,44.64,48.24,3457.21,44.12,175.14,67.16,1045.01,706.72,43.32,32.93,2419.48,124.76,522.11,7.56,N,False,Y,True,no,1,0,X,no,N
SKU00000254,WH-01,김포센터,A-32-4,282,12,92,10,150,200,20231129,20240921,LOT20230169,2025-08-27,21/02/2025,28322,99.2,반품입고,냉동,SUP-010,348.47,120.78,225.99,389.42,192.03,1198.93,55.54,2191.96,177.58,314.89,351.22,558.02,1419.57,2183.68,266.47,1.9,25.59,417.25,1720.69,427.54,N,True,N,False,yes,0,1,O,no,N
SKU00000255,WH-05,광주센터,F-28-1,232,41,127,30,50,300,09/10/2024,13/04/2025,LOT20234746,2025-08-28,2023.01.23,39139,10.55,폐기예정,상온,SUP-009,66.71,123.22,92.01,103.92,154.43,1993.5,78.75,1012.14,1001.74,199.6,320.36,302.9,309.76,3184.21,163.41,326.44,1393.7,36.24,130.87,51.33,N,True,N,True,yes,0,1,O,yes,N
SK_00000256,WH-02,인천센터,C-02-3,123,33,330,10,150,200,2025.02.25,26/07/2024,LOT20250009,2025.09.15,2024-08-27,3899,35.9,반품입고,냉동,SUP-045,225.04,803.16,93.74,261.99,574.71,24.66,86.76,634.62,1357.83,149.2,197.26,66.46,184.73,430.38,27.99,258.07,589.83,425.76,70.95,108.16,N,False,Y,False,yes,1,1,O,yes,N
SKU00000256,WH-04,대구센터,A-29-4,137,30,359,10,20,500,20251119,20231209,LOT20249698,2025.04.07,26/02/2025,25604,96.3,정상,상온,SUP-045,29.32,1880.56,2.94,1157.85,17.42,815.47,36.39,351.28,238.5,204.23,17.73,374.49,202.51,1772.97,67.64,156.01,1564.92,2056.88,212.12,90.27,N,False,Y,False,no,1,1,X,no,Y
SKU00000256,WH-01,김포센터,A-09-2,125,17,79,20,50,500,07-09-2023,01-07-2024,LOT20231673,06-07-2027,2024.09.10,27143,99.11,폐기예정,냉동,SUP-045,113.24,1889.89,60.71,382.84,3.9,3972.19,319.62,685.69,1577.67,93.11,534.43,417.48,658.3,269.33,41.92,268.34,2111.87,896.84,185.85,218.8,N,False,Y,False,yes,0,1,X,yes,N
SKU00000257,WH-01,김포센터,F-43-3,257,21,226,20,30,1000,11-11-2024,03/10/2024,LOT20234236,20251204,03-23-2024,10398,58.56,정상,상온,SUP-012,103.85,198.29,97.88,870.25,452.48,1182.53,104.24,589.15,27.47,61.42,294.12,105.28,1654.33,1560.06,77.26,32.51,235.0,558.09,13.42,355.89,N,True,Y,False,no,1,0,X,yes,Y
SKU00000257,WH-02,인천센터,F-04-4,291,31,171,20,150,1000,2023.04.20,2023.06.06,LOT20238118,2025-12-13,20240528,11755,27.19,반품입고,상온,SUP-012,241.34,108.84,1.6,1067.26,11.07,206.97,19.27,144.81,1276.91,102.16,102.62,102.94,2871.45,160.73,82.79,170.76,260.98,388.58,135.98,76.34,N,True,Y,True,yes,1,1,X,yes,N
SKU00000258,WH-05,광주센터,A-01-3,442,46,341,30,100,800,10/09/2024,2024.01.16,LOT20241129,09-11-2025,20230108,47865,12.88,폐기예정,상온,SUP-022,505.21,143.59,6.99,646.56,1.91,647.47,8.14,1089.78,1367.44,129.32,119.31,551.0,148.16,931.42,106.21,387.49,651.68,594.44,41.62,101.05,Y,False,Y,False,no,0,1,O,no,Y
SKU00000258,WH-04,대구센터,C-05-2,209,43,194,10,150,300,20240511,08/03/2025,LOT20238034,2027.07.22,20230202,36887,46.38,정상,상온,SUP-022,91.96,1961.3,81.12,216.2,371.97,2980.05,65.32,2738.02,30.09,120.02,247.24,1798.94,509.46,2133.02,257.22,195.79,204.28,411.57,790.84,13.57,N,False,N,True,yes,0,1,O,yes,N
SKU00000258,WH-02,인천센터,E-20-4,105,43,96,20,100,300,2023-08-27,04/04/2023,LOT20237013,2027-02-20,07-16-2024,7026,26.15,폐기예정,상온,SUP-022,207.85,33.29,50.71,698.25,159.16,380.44,63.75,829.14,948.08,43.0,533.5,478.74,403.57,158.41,11.35,112.48,876.36,785.61,504.31,22.16,Y,False,Y,False,yes,0,0,X,no,Y
