supplier_id,supplier_name,business_reg_no,contact_person,contact_email,inbound_id,po_number,sku,brand_id,inbound_qty,unit_cost_krw,total_cost_krw,inbound_date,expected_date,warehouse_dest,quality_check,defect_rate_pct,lead_time_days,payment_terms,currency,origin_country,scm_metric_01,scm_metric_02,scm_metric_03,scm_metric_04,scm_metric_05,scm_metric_06,scm_metric_07,scm_metric_08,scm_metric_09,scm_metric_10,scm_metric_11,scm_metric_12,scm_metric_13,scm_metric_14,scm_metric_15,scm_flag_01,scm_flag_02,scm_flag_03,scm_flag_04,scm_flag_05,scm_flag_06,scm_flag_07,scm_flag_08
SUP-014,유한회사 헤라코스메틱,158-68-35638,김담당자,contact_9mi3shxe@supplier.co.kr,INB-EM21ZG5D,PO-20246083,SKU00001192,BR-055,100,45250,20429626,15/03/2025,2025-03-16,WH-02,합격,0.27,19,30일,KRW,일본,299.7,585.14,45.36,15.0,125.2,549.16,64.76,1583.91,924.99,11.58,529.33,1566.29,94.24,123.55,75.28,yes,False,yes,1,Y,True,yes,X
SUP-014,(주) 넘버즈코스메틱,263-40-91601,이담당자,contact_a5bnx1wd@supplier.co.kr,INB-EXUG2JB9,PO-20233869,SKU00000815,BR-055,500,79877,3424405,07/02/2024,08/02/2024,WH-04,부분합격,1.48,13,30일,JPY,미국,800.9,1564.01,1585.52,10.82,52.18,231.75,690.83,394.96,628.27,238.92,79.39,782.55,190.05,124.37,1227.12,yes,False,yes,1,N,False,yes,X
SUP-014,주식회사 LG생건코스메틱,142-49-99525,박담당자,contact_1ff8h7os@cosme.kr,INB-YB8G001Z,PO-20251210,SKU00001320,BR-055,1000,43618,34117804,09-19-2023,21/09/2023,WH-04,합격,2.94,15,60일,USD,미국,539.12,1066.48,147.5,2.37,127.07,382.49,222.66,615.38,2367.54,383.27,323.58,865.44,333.56,149.95,314.99,yes,False,yes,0,N,True,yes,X
SUP-014,유한회사 라운드랩코스메틱,165-48-48768,최담당자,contact_7wdh6627@supplier.co.kr,INB-5TOZ6E61,PO-20246484,SKU00001963,BR-114,100,39836,37201325,2025.12.17,2025-12-20,WH-05,검사중,3.08,28,90일,KRW,미국,579.71,164.87,1496.35,14.89,9.3,224.36,37.74,2707.51,1422.63,706.01,11.74,1310.46,328.11,99.69,164.89,no,True,no,1,N,True,yes,O
SUP-014,유한회사 아비브코스메틱,775-22-30632,정담당자,contact_e5qs2d34@beauty.com,INB-CYQG6D8N,PO-20251580,SKU00000329,BR-055,500,3677,13246950,01-07-2025,08/01/2025,WH-05,합격,0.95,24,위탁,KRW,일본,30.94,553.93,214.94,25.31,58.44,119.37,47.74,584.09,387.91,262.86,9.58,606.9,262.09,19.24,68.67,yes,True,no,0,Y,True,yes,O
SUP-014,유한회사 헤라코스메틱,277-27-35673,박담당자,contact_8rt8xj3l@beauty.com,INB-4GHBGPLC,PO-20259342,SKU00001696,BR-114,200,27569,29721863,2024.02.24,02-23-2024,WH-04,검사중,2.56,19,위탁,USD,프랑스,443.36,1757.39,1932.89,11.2,172.5,405.6,29.02,1399.11,82.94,148.02,426.19,803.43,273.31,110.25,84.55,yes,True,no,0,Y,False,yes,X
SUP-015,유한회사 클리오코스메틱,344-12-96428,최담당자,contact_e1ainj3r@supplier.co.kr,INB-6F8GRH4P,PO-20247247,SKU00001279,BR-105,100,44029,19459897,02-17-2024,2024-02-13,WH-01,합격,1.43,17,선불,EUR,미국,587.09,87.07,161.88,23.46,10.38,22.94,15.22,1749.5,362.58,31.11,58.72,582.26,3.39,60.4,537.32,yes,False,no,0,N,True,no,O
SUP-015,주식회사 메디힐코스메틱,353-61-78917,이담당자,contact_ju2gr7yn@beauty.com,INB-JRGQ3GN1,PO-20244491,SKU00001468,BR-111,1000,75708,16567066,2025-02-02,03/02/2025,WH-03,불합격,0.66,39,90일,USD,한국,462.3,1599.8,727.13,7.86,28.28,208.22,258.81,274.85,909.58,138.23,576.53,288.85,275.78,193.35,108.48,no,False,yes,0,Y,True,yes,O
SUP-015,(주) 토리든코스메틱,260-69-68021,정담당자,contact_p9r4nwps@cosme.kr,INB-7RAV29MQ,PO-20246726,SKU00001920,BR-111,300,28447,44355427,2025-01-22,01-26-2025,WH-01,합격,2.28,3,90일,KRW,한국,121.3,45.54,78.67,15.25,74.16,267.29,702.01,204.86,173.62,22.64,367.01,2672.91,234.75,6.11,621.06,no,False,no,0,N,False,yes,X
SUP-015,,116-22-72997,최담당자,contact_cca6571e@beauty.com,INB-30K4HMXZ,PO-20256618,SKU00000688,BR-111,1000,7811,33836152,2025-06-02,02/06/2025,WH-04,합격,0.67,6,위탁,EUR,독일,492.14,2193.52,1837.91,10.52,13.82,664.84,239.69,2326.32,394.48,242.34,618.44,1874.68,101.78,63.96,246.57,no,True,yes,0,N,True,yes,X
SUP-015,주식회사 클리오코스메틱,813-11-41490,정담당자,contact_itcm71t6@beauty.com,INB-II1XRUXW,PO-20245599,SKU00001920,BR-111,1000,63805,49957546,06/11/2025,2025.11.03,WH-02,합격,2.12,29,90일,KRW,한국,360.59,2055.93,307.76,21.89,80.24,231.34,269.21,440.89,174.41,141.19,1.75,453.84,23.38,8.58,1157.5,yes,True,yes,0,N,False,no,O
SUP-015,,293-98-18279,김담당자,contact_4fkta6qn@supplier.co.kr,INB-9FY27628,PO-20258259,SKU00000730,BR-105,200,53271,709474,07-29-2025,2025.07.25,WH-03,불합격,4.57,43,90일,KRW,프랑스,351.69,540.72,2074.98,11.93,57.07,11.02,139.3,4627.86,2101.41,155.92,163.65,373.75,333.21,34.46,2793.41,no,False,no,0,Y,False,no,X
SUP-015,주식회사 투쿨포스쿨코스메틱,198-44-63011,최담당자,contact_my5o8fhl@cosme.kr,INB-8E2UBIHQ,PO-20258653,SKU00000771,BR-058,100,63750,27136470,2023.06.11,2023-06-15,WH-02,부분합격,0.6,38,90일,KRW,한국,237.72,1334.33,950.64,55.88,27.46,30.87,334.11,489.07,490.51,1967.75,471.31,21.54,50.25,123.43,808.23,yes,True,no,1,Y,True,no,O
SUP-015,주식회사 설화수코스메틱,372-39-27317,이담당자,contact_aa0bh06d@beauty.com,INB-QAQS5UMQ,PO-20253847,SKU00000617,BR-111,300,29740,22642011,20231003,2023-10-05,WH-01,합격,4.44,14,90일,KRW,독일,343.34,473.32,787.24,128.13,40.97,58.46,350.0,1423.02,74.13,373.54,306.36,984.91,690.67,7.72,12.55,no,True,no,1,Y,True,no,O
SUP-015,주식회사 구달코스메틱,755-21-92432,박담당자,contact_shc0opoo@supplier.co.kr,INB-0Q2DNNWL,PO-20247807,SKU00000270,BR-111,100,75644,43577661,2025.10.18,2025.10.17,WH-02,합격,4.43,17,90일,USD,미국,421.73,1933.17,598.21,46.82,33.8,19.74,621.08,1352.99,1383.94,292.15,320.63,779.25,94.55,101.71,89.16,yes,False,no,0,N,False,no,O
SUP-015,유한회사 에스쁘아코스메틱,218-58-51391,정담당자,contact_wdijmnlm@supplier.co.kr,INB-FCUZA47I,PO-20237741,SKU00000558,BR-111,500,16281,26452458,01-03-2024,01-02-2024,WH-03,검사중,3.71,12,위탁,USD,중국,535.95,506.81,288.6,4.23,69.48,472.05,653.71,83.58,2531.79,1924.6,242.6,1141.92,182.32,188.91,977.1,yes,False,no,1,Y,True,no,O
SUP-015,(주) 넘버즈코스메틱,221-89-89779,박담당자,contact_ovgiv2mp@cosme.kr,INB-WXKRWPOF,PO-20247415,SKU00000552,BR-111,100,60247,9837348,2023-09-06,2023-09-01,WH-04,불합격,0.01,7,위탁,USD,프랑스,78.18,268.52,468.03,5.91,111.15,325.13,275.88,1249.18,592.31,1499.24,560.2,570.86,357.98,26.29,50.94,yes,False,yes,1,Y,True,no,X
SUP-015,(주) 샤넬코스메틱,402-42-86256,정담당자,contact_kvw86qtf@beauty.com,INB-FPOV6VW6,PO-20233013,SKU00001895,BR-058,500,68103,25068168,27/09/2024,01/10/2024,WH-01,검사중,3.4,9,선불,KRW,독일,866.1,73.79,1162.92,104.28,129.72,290.72,109.26,775.61,1934.65,1055.12,513.38,88.79,74.05,130.74,550.35,no,False,yes,1,Y,True,yes,X
SUP-015,(주) 롬앤코스메틱,160-34-65176,박담당자,contact_sl4ybxnl@beauty.com,INB-1330PG0M,PO-20245465,SKU00001076,BR-058,300,44197,23143083,20251221,20251225,WH-02,검사중,2.85,31,90일,KRW,한국,1789.23,1213.7,29.49,2.02,107.91,188.04,109.3,57.72,1843.15,585.97,639.57,163.54,323.98,29.92,2587.86,yes,False,yes,1,Y,True,yes,X
SUP-015,(주) 랑콤코스메틱,263-89-54286,최담당자,contact_amtrdup0@cosme.kr,INB-INW51A2Q,PO-20234089,SKU00001983,BR-111,1000,10178,7331902,2024-02-14,20240218,WH-04,합격,3.23,32,위탁,KRW,독일,417.12,481.54,2139.32,17.07,66.03,558.16,375.86,2845.11,561.46,467.28,991.06,234.74,153.16,13.44,381.09,no,True,no,1,N,True,no,X
SUP-015,주식회사 데이지크코스메틱,358-21-98096,박담당자,contact_mgxnuqe7@beauty.com,INB-ND3KHPJC,PO-20236623,SKU00001920,BR-111,200,73136,27462652,2025.03.17,2025-03-19,WH-01,불합격,0.5,3,30일,KRW,중국,51.61,1093.48,1357.49,21.97,66.56,387.64,36.69,417.56,455.54,524.25,750.08,632.13,335.63,103.97,2435.93,yes,False,yes,1,Y,False,no,O
SUP-015,유한회사 네이처리퍼블릭코스메틱,170-87-89140,이담당자,contact_rsu7iubz@cosme.kr,INB-0TSPNPUQ,PO-20235945,SKU00001722,BR-058,1000,41044,3600205,2025-08-10,08-10-2025,WH-05,검사중,1.64,24,60일,KRW,독일,7.55,570.84,2170.8,13.35,71.7,291.3,93.91,2033.5,38.07,1246.95,263.28,1.45,387.19,80.68,2775.35,yes,False,yes,0,N,True,yes,X
SUP-015,유한회사 투쿨포스쿨코스메틱,859-79-93692,정담당자,contact_m48ptqfd@supplier.co.kr,INB-0OJNFEVS,PO-20240913,SKU00001650,BR-058,50,4926,31016477,20231110,11-07-2023,WH-03,합격,1.32,11,선불,USD,독일,483.83,1323.96,865.44,13.92,180.34,189.59,713.84,512.1,919.71,453.41,341.74,10.23,86.37,12.73,601.22,no,True,no,1,N,True,yes,X
SUP-015,유한회사 세타필코스메틱,281-15-59747,이담당자,contact_7o4t39e5@beauty.com,INB-3VLC2RH5,PO-20248255,SKU00001240,BR-058,50,39520,47037107,20240807,03/08/2024,WH-01,불합격,0.98,25,90일,USD,중국,127.39,1775.03,759.56,10.86,97.33,49.67,405.24,754.21,163.94,177.24,294.37,188.26,271.87,80.66,437.99,no,False,no,0,N,False,no,X
SUP-015,유한회사 메디힐코스메틱,683-47-50273,김담당자,contact_9212nvu3@cosme.kr,INB-VC2H918U,PO-20243471,SKU00001895,BR-058,2000,77996,30493712,2024-12-10,2024.12.13,WH-03,합격,1.99,9,60일,KRW,미국,1284.11,134.08,974.83,10.8,71.27,631.28,420.08,610.08,913.13,775.06,314.37,205.01,648.37,0.46,47.75,yes,True,no,0,Y,True,yes,X
SUP-015,(주) LG생건코스메틱,486-11-33899,최담당자,contact_8026tj58@beauty.com,INB-O0BJ33LE,PO-20256065,SKU00001333,BR-058,50,2889,40939413,12/09/2025,09-08-2025,WH-04,합격,4.67,22,90일,EUR,한국,231.17,836.0,78.65,32.25,21.71,390.22,666.35,1795.38,242.0,1220.49,150.71,364.22,461.45,63.93,124.46,yes,False,yes,1,N,False,yes,O
SUP-015,주식회사 토리든코스메틱,101-45-50281,이담당자,contact_f317obmj@beauty.com,INB-3257W9XF,PO-20245928,SKU00000558,BR-111,300,52386,10337440,2023-06-17,17/06/2023,WH-05,검사중,2.18,22,선불,KRW,일본,3480.83,970.78,755.25,60.67,93.61,263.73,42.23,1083.36,407.04,133.14,539.6,71.54,282.53,150.98,164.25,no,False,yes,0,Y,True,yes,X
SUP-015,,111-81-73478,박담당자,contact_jss5tkv7@cosme.kr,INB-VHEJLIMG,PO-20244241,SKU00000841,BR-105,500,19514,35710457,20240710,20240714,WH-05,합격,0.99,43,선불,USD,한국,715.89,305.31,338.44,63.86,185.75,377.77,85.64,1101.31,121.33,626.98,140.89,2365.32,701.16,107.69,1329.57,yes,False,yes,0,Y,True,no,X
SUP-015,(주) 토리든코스메틱,155-78-84510,최담당자,contact_00nrv0tn@beauty.com,INB-RXP1BEVQ,PO-20236944,SKU00000552,BR-111,2000,27953,15695633,12-16-2023,20/12/2023,WH-02,합격,4.25,5,90일,KRW,한국,950.51,338.44,595.69,62.29,84.06,150.0,34.12,603.98,1265.19,34.73,0.56,1057.34,70.36,11.02,3037.78,yes,True,no,0,Y,False,no,X
SUP-015,(주) VDL코스메틱,749-35-99256,정담당자,contact_bblkhe4q@cosme.kr,INB-7KZIOIXQ,PO-20244746,SKU00001897,BR-111,200,26588,37289980,29/06/2025,20250701,WH-01,합격,3.27,32,30일,EUR,독일,829.68,660.19,2573.29,19.94,52.37,109.83,177.03,638.37,178.59,85.21,386.83,65.96,89.6,190.84,14.62,yes,False,yes,1,Y,True,yes,X
SUP-015,주식회사 에뛰드코스메틱,752-19-85912,김담당자,contact_ksmgqmd0@cosme.kr,INB-Z3CXR2GJ,PO-20235942,SKU00001468,BR-111,2000,66436,45403758,2024-05-11,20240514,WH-05,합격,4.86,14,90일,KRW,중국,2843.35,18.32,136.89,2.33,10.09,97.06,459.16,459.27,2656.48,843.79,201.3,619.67,226.59,52.21,1388.9,no,True,yes,0,Y,True,yes,X
SUP-015,유한회사 투쿨포스쿨코스메틱,933-79-98213,최담당자,contact_gocm7x8e@cosme.kr,INB-J0JHFKBO,PO-20235472,SKU00001210,BR-105,2000,69947,30447961,2024.12.26,27/12/2024,WH-02,검사중,2.06,19,90일,KRW,중국,936.43,388.95,230.07,42.86,28.36,16.51,246.23,496.01,410.88,170.09,97.1,97.98,742.75,62.3,3794.44,yes,False,no,1,N,False,no,O
SUP-015,주식회사 아비브코스메틱,681-82-81727,박담당자,contact_4h8doqcx@beauty.com,INB-CGW7UKMR,PO-20243717,SKU00001893,BR-058,1000,52830,42665763,2024-01-17,01-19-2024,WH-01,불합격,2.62,39,위탁,EUR,일본,29.62,187.39,2381.75,32.9,13.76,11.99,461.12,650.03,483.46,488.6,85.63,114.38,178.89,21.97,280.01,no,False,yes,1,Y,True,no,X
SUP-015,유한회사 무신사뷰티코스메틱,752-30-91122,최담당자,contact_joqt0u59@cosme.kr,INB-2Q1QN7GL,PO-20255448,SKU00000869,BR-058,1000,73211,18864129,2025.07.18,20250722,WH-04,불합격,4.36,45,90일,KRW,프랑스,1177.06,2405.16,3541.09,24.98,23.82,458.43,1053.16,2743.51,296.79,212.09,83.55,1.08,604.69,41.18,1241.92,no,False,yes,0,Y,False,no,X
SUP-015,(주) 랑콤코스메틱,965-61-30688,이담당자,contact_xh1m5n0q@supplier.co.kr,INB-N84EWQPK,PO-20245894,SKU00001920,BR-111,2000,26653,46765019,07-31-2024,2024.07.28,WH-03,합격,2.41,20,선불,KRW,한국,854.3,509.72,570.57,6.51,43.53,78.39,119.51,3096.1,96.79,1076.76,268.21,104.67,28.84,5.46,965.91,yes,False,yes,0,Y,True,no,X
SUP-015,(주) 홀리카홀리카코스메틱,128-72-61702,박담당자,contact_uga5wfiq@beauty.com,INB-67M9VU9R,PO-20247384,SKU00000617,BR-111,100,56076,20345769,09-06-2023,09/09/2023,WH-01,합격,1.48,18,선불,KRW,중국,325.47,1806.31,2600.98,103.69,66.98,748.11,889.08,409.81,2202.88,97.63,861.72,102.58,3.21,123.81,29.7,no,True,no,1,Y,True,no,O
SUP-015,주식회사 에뛰드코스메틱,169-31-65789,최담당자,contact_s98x68h2@cosme.kr,INB-ON9WR4G3,PO-20253867,SKU00000771,BR-058,200,57991,18763768,2024-01-05,2024-01-05,WH-01,검사중,3.79,26,60일,KRW,일본,197.59,414.62,369.78,116.71,96.04,54.62,3.32,34.98,3207.07,60.83,275.64,588.32,162.78,15.63,1905.5,yes,False,no,0,Y,False,yes,O
SUP-015,주식회사 바닐라코코스메틱,888-41-89359,정담당자,contact_ixpvriap@cosme.kr,INB-HEKHF3DS,PO-20242713,SKU00000248,BR-111,2000,32402,27062994,2025-04-22,20250420,WH-02,검사중,2.54,31,선불,JPY,일본,18.03,545.63,397.31,45.46,125.9,161.25,238.75,660.42,13.57,1462.41,1295.64,1170.24,112.82,26.44,77.45,no,False,yes,0,N,False,yes,X
SUP-015,(주) 디올코스메틱,327-87-61755,최담당자,contact_wwmtw56r@cosme.kr,INB-HP1CGEEV,PO-20242409,SKU00001332,BR-111,50,24503,17901567,19/10/2023,21/10/2023,WH-03,부분합격,3.84,31,60일,KRW,독일,242.84,4743.7,28.82,52.85,62.19,524.04,42.19,1178.27,1287.26,1058.67,14.07,108.82,242.49,18.17,630.75,no,False,yes,1,N,True,yes,O
SUP-015,(주) 조선미녀코스메틱,914-66-11910,최담당자,contact_h8g2hxal@cosme.kr,INB-M98BFP3R,PO-20245638,SKU00001370,BR-105,300,62233,12969148,20240801,08-05-2024,WH-02,부분합격,1.66,28,60일,JPY,일본,444.0,1329.1,3791.43,1.54,1.15,389.79,42.31,577.11,1412.53,678.97,482.42,1196.39,211.31,29.69,250.28,yes,False,yes,1,N,False,no,O
SUP-015,(주) 데이지크코스메틱,269-95-84234,정담당자,contact_zhcng5ks@supplier.co.kr,INB-7BRR6R16,PO-20237422,SKU00001545,BR-105,2000,61257,26586864,08-01-2023,2023.07.31,WH-02,검사중,1.61,9,90일,KRW,미국,697.77,370.37,1607.68,24.13,151.03,158.21,42.84,370.62,2108.66,299.91,411.03,580.74,214.01,69.03,666.86,no,True,yes,1,Y,False,no,X
SUP-015,(주) 세타필코스메틱,951-89-74297,최담당자,contact_779yzr8l@beauty.com,INB-OZ6K3J6P,PO-20251289,SKU00000703,BR-111,100,25778,160713,20241130,02/12/2024,WH-03,합격,3.27,4,60일,KRW,일본,157.37,195.26,321.85,10.71,10.52,195.46,336.23,1420.15,2509.3,335.01,292.65,190.23,335.41,35.77,1591.07,yes,False,no,1,Y,False,yes,O
SUP-015,(주) 아이오페코스메틱,676-71-15212,박담당자,contact_4snlmmoo@cosme.kr,INB-CQSJMI8V,PO-20231864,SKU00001650,BR-058,500,63816,18223285,2023.01.05,01-02-2023,WH-03,합격,1.17,22,90일,KRW,독일,2021.34,429.23,495.29,17.81,119.19,224.4,153.76,597.92,1123.3,42.76,709.63,182.61,267.54,10.73,2858.66,yes,True,no,1,Y,True,no,O
SUP-015,유한회사 파파레시피코스메틱,718-32-21261,정담당자,contact_oixyw32m@beauty.com,INB-PTQ9SAGV,PO-20254155,SKU00001876,BR-058,1000,57261,47112113,01-26-2025,2025.01.30,WH-04,부분합격,1.74,23,30일,KRW,독일,425.58,387.44,1728.74,5.22,213.48,223.84,186.66,0.08,242.27,478.51,494.54,1753.45,1029.95,17.84,2920.73,yes,True,yes,0,N,False,no,X
SUP-015,,580-87-62916,정담당자,contact_cxgr6hgt@beauty.com,INB-FYHBQLHQ,PO-20245186,SKU00000248,BR-111,300,7659,34692073,21/11/2024,23/11/2024,WH-03,부분합격,4.86,25,90일,USD,미국,115.35,229.6,955.26,122.56,116.8,101.96,540.32,752.83,532.34,113.96,135.16,135.04,35.06,48.44,95.79,yes,False,yes,1,Y,True,yes,O
SUP-015,주식회사 네이처리퍼블릭코스메틱,907-61-50570,최담당자,contact_0b63pvfx@beauty.com,INB-DS1RUZ7E,PO-20248615,SKU00000771,BR-058,100,17640,44289103,20240122,20240124,WH-03,합격,2.81,40,위탁,JPY,프랑스,681.55,1148.72,69.01,18.8,26.58,320.8,314.4,403.52,63.91,218.45,62.52,3679.27,240.92,440.32,294.06,yes,False,yes,0,Y,True,yes,O
SUP-016,주식회사 에뛰드코스메틱,705-49-63807,정담당자,contact_epkaspqu@supplier.co.kr,INB-RL822X6M,PO-20240780,SKU00001668,BR-026,200,37915,29293847,2023-03-07,07/03/2023,WH-02,합격,3.77,22,90일,KRW,일본,288.7,484.59,2891.26,3.77,165.67,12.66,1044.14,7981.18,407.34,205.06,212.57,1045.11,147.18,75.55,2836.55,yes,True,yes,0,N,True,no,X
SUP-016,주식회사 VDL코스메틱,734-91-65979,이담당자,contact_suozw7kq@cosme.kr,INB-YIK1GDYQ,PO-20244651,SKU00001039,BR-032,1000,25402,23213147,05/10/2025,30/09/2025,WH-05,검사중,1.19,16,위탁,JPY,독일,1819.67,635.24,784.08,5.18,21.31,132.6,209.17,419.53,172.21,75.81,1066.42,193.91,78.48,119.01,92.35,yes,True,yes,1,Y,True,yes,X
SUP-016,,381-81-26677,박담당자,contact_ibg5yydx@supplier.co.kr,INB-YEYNYXL5,PO-20259831,SKU00001540,BR-013,500,19860,9593034,01-25-2023,2023.01.25,WH-01,불합격,0.73,30,30일,EUR,미국,8.89,1278.51,1897.35,60.83,94.43,118.52,30.34,142.31,51.56,1217.81,608.79,438.39,420.04,201.19,1179.95,yes,True,no,1,Y,True,yes,O
SUP-016,(주) 토니모리코스메틱,460-95-55865,김담당자,contact_37rtgk8w@cosme.kr,INB-5U7FY4YP,PO-20242385,SKU00001542,BR-083,500,74762,13564527,2023-10-13,2023.10.11,WH-05,부분합격,2.56,45,90일,KRW,독일,1202.36,454.96,3668.53,0.35,84.75,414.39,332.38,244.83,149.06,14.25,82.98,754.85,490.79,3.16,799.39,no,False,yes,0,Y,True,no,O
SUP-016,(주) 아누아코스메틱,616-63-82351,최담당자,contact_1tzs1pu4@supplier.co.kr,INB-0I6J05Z9,PO-20253018,SKU00001668,BR-026,200,43077,49378927,11/08/2024,08/08/2024,WH-04,합격,0.92,37,선불,EUR,독일,570.94,277.82,796.88,24.77,102.87,90.13,467.64,504.84,418.4,1049.03,11.35,490.24,352.24,79.08,399.54,no,True,yes,0,Y,False,yes,O
SUP-016,주식회사 라운드랩코스메틱,192-18-51657,김담당자,contact_h24bqy5t@supplier.co.kr,INB-AO1H8RPG,PO-20239841,SKU00001542,BR-083,200,29968,27276088,31/10/2025,20251102,WH-05,합격,4.68,11,선불,JPY,한국,213.56,1435.6,165.56,12.39,23.68,576.36,618.58,714.99,326.14,752.41,257.33,2645.04,471.35,56.73,1402.04,yes,False,no,0,N,True,yes,X
SUP-016,유한회사 더페이스샵코스메틱,569-44-99368,이담당자,contact_4f6qkan1@supplier.co.kr,INB-OM1MRP4G,PO-20248396,SKU00001542,BR-083,500,25192,24268866,01/04/2025,30/03/2025,WH-05,검사중,0.8,39,선불,USD,한국,160.72,1674.38,1457.41,2.73,42.2,277.2,673.76,858.56,159.13,248.54,251.62,2171.84,51.42,29.96,565.83,yes,False,yes,1,N,False,no,O
SUP-016,(주) 아누아코스메틱,648-39-28322,이담당자,contact_k64iu2w1@beauty.com,INB-FV13QJYA,PO-20237041,SKU00001540,BR-013,1000,47379,24064613,20241001,2024-09-27,WH-04,부분합격,4.27,10,90일,KRW,한국,858.69,722.7,1092.75,10.19,53.06,33.02,121.31,965.68,1221.12,308.51,76.57,90.9,318.96,93.31,48.54,yes,True,no,0,Y,False,no,O
SUP-016,유한회사 아모레퍼시픽코스메틱,820-71-52859,이담당자,contact_dutrz5d6@supplier.co.kr,INB-WG08VF1X,PO-20237721,SKU00001668,BR-026,200,5404,37850797,24/06/2024,06-29-2024,WH-05,합격,3.98,33,선불,JPY,일본,425.09,690.91,2048.07,23.22,64.71,21.25,488.02,873.54,517.56,59.23,627.23,879.12,834.04,32.77,1293.11,no,True,yes,1,N,False,yes,X
SUP-016,유한회사 VDL코스메틱,355-65-37179,최담당자,contact_jbpu2xpq@cosme.kr,INB-1BAPFR9R,PO-20245432,SKU00001668,BR-026,300,26209,24331429,2023.10.21,10-16-2023,WH-03,합격,0.65,43,90일,KRW,한국,989.63,123.12,68.03,21.61,23.48,70.21,62.12,1732.32,50.38,58.01,144.52,2958.02,427.24,6.1,287.5,no,True,no,0,N,False,yes,O
SUP-016,주식회사 라운드랩코스메틱,878-92-54509,김담당자,contact_46re297h@supplier.co.kr,INB-J1S7ATEK,PO-20242951,SKU00001668,BR-026,1000,45004,40973068,20230820,20230822,WH-01,합격,0.91,14,30일,USD,한국,176.6,1076.43,2243.84,30.26,4.96,386.76,667.71,906.73,156.49,730.03,21.23,1053.18,433.72,56.08,618.85,no,False,yes,1,N,False,yes,O
SUP-016,주식회사 이니스프리코스메틱,669-55-27246,이담당자,contact_7ghxy7dm@cosme.kr,INB-KC7UR7I2,PO-20237015,SKU00001540,BR-013,2000,33941,15576078,16/10/2023,20231019,WH-03,불합격,2.7,29,60일,KRW,미국,1100.15,252.66,375.58,17.17,28.55,49.34,185.68,381.12,1281.79,62.65,163.43,1661.52,324.1,131.04,323.84,no,False,no,1,Y,False,yes,O
SUP-016,주식회사 어반디케이코스메틱,507-81-38390,박담당자,contact_p1diqqsl@supplier.co.kr,INB-X0K3KRL0,PO-20238308,SKU00001039,BR-032,2000,57999,5646582,30/04/2023,2023-04-29,WH-01,검사중,0.55,29,30일,USD,한국,278.97,1006.36,4947.02,8.19,157.87,619.35,117.91,1180.4,1289.27,539.16,257.09,348.35,222.96,56.73,105.07,no,False,yes,0,N,False,yes,O
SUP-016,유한회사 에뛰드코스메틱,104-99-82456,최담당자,contact_6jw4k0dr@beauty.com,INB-33TWKOW5,PO-20252827,SKU00001668,BR-026,1000,72017,20104544,2024-05-08,20240512,WH-05,불합격,0.23,12,30일,KRW,미국,430.62,53.69,928.06,18.64,42.1,413.56,960.87,279.04,988.76,216.24,603.16,978.03,471.51,14.41,216.0,yes,True,no,1,N,False,yes,O
SUP-016,(주) 토리든코스@틱,728-26-68568,이담당자,contact_qr2y2x5g@cosme.kr,INB-S6309E6Z,PO-20247983,SKU00001039,BR-032,300,6809,2354265,17/08/2025,2025.08.20,WH-04,부분합격,3.86,34,60일,KRW,중국,1188.2,86.03,1501.44,5.05,30.63,52.11,66.61,1084.98,956.64,540.48,876.65,997.41,71.7,184.75,1104.83,yes,True,no,0,Y,True,yes,X
SUP-017,유한회사 올리브영PB코스메틱,600-97-35080,김담당자,contact_vxef3bzj@cosme.kr,INB-UOXNSFDB,PO-20244267,SKU00000766,BR-077,2000,45834,9866167,2024-06-29,04/07/2024,WH-05,불합격,3.78,29,60일,EUR,중국,9.15,48.16,142.44,14.96,62.4,114.38,346.81,1381.64,20.06,63.91,307.47,294.26,197.68,62.9,965.96,no,False,no,0,Y,False,yes,O
SUP-017,유한회사 조선미녀코스메틱,396-12-39534,김담당자,contact_hz1guh57@cosme.kr,INB-IXM105UX,PO-20248488,SKU00000554,BR-011,500,54828,490377,01-29-2023,2023.02.03,WH-05,부분합격,0.68,28,60일,USD,독일,1993.59,7.91,298.93,50.7,16.09,65.78,125.34,821.24,9.54,45.3,647.33,82.86,50.05,184.55,508.77,yes,True,no,0,N,False,yes,X
SUP-017,,503-18-41226,정담당자,contact_sq7d8p61@supplier.co.kr,INB-AO5AS6KN,PO-20246636,SKU00001718,BR-007,2000,75019,49825198,2023.09.05,04/09/2023,WH-05,합격,2.32,39,30일,KRW,미국,96.68,3133.59,196.11,1.51,48.61,206.03,18.24,361.56,44.04,487.0,76.61,251.95,446.17,118.82,943.26,yes,True,no,0,Y,True,no,O
SUP-017,주식회사 미샤코스메틱,530-79-91937,이담당자,contact_o5fff2u8@supplier.co.kr,INB-2QGOZP85,PO-20251836,SKU00000554,BR-011,500,62279,23103889,2024-04-07,04/04/2024,WH-03,검사중,2.27,23,30일,KRW,미국,869.57,1317.04,948.59,78.66,100.91,259.72,510.11,400.78,34.09,784.55,537.14,69.91,596.73,52.26,566.18,yes,True,no,1,N,True,yes,X
