send_id,cmp_id,cust_no,send_time,email_subject,status
ES000502,CMP0019,CUST000050,2023-11-21 08:00:00,[프로모션] 특별 할인 안내 #502,FAILED
ES000503,CMP0030,CUST000158,2023-08-04 18:00:00,[프로모션] 특별 할인 안내 #503,DELIVERED
ES000504,CMP0029,CUST000001,2023-09-18 18:00:00,[프로모션] 특별 할인 안내 #504,DELIVERED
ES000505,CMP0002,CUST000083,2023-09-19 14:00:00,[프로모션] 특별 할인 안내 #505,DELIVERED
ES000506,CMP0030,CUST000120,2023-10-05 13:00:00,[프로모션] 특별 할인 안내 #506,DELIVERED
ES000507,CMP0002,CUST000185,2023-07-28 08:00:00,[프로모션] 특별 할인 안내 #507,DELIVERED
ES000508,CMP0023,CUST000137,2023-09-23 13:00:00,[프로모션] 특별 할인 안내 #508,DELIVERED
ES000509,CMP0017,CUST000086,2023-06-21 17:00:00,[프로모션] 특별 할인 안내 #509,DELIVERED
ES000510,CMP0017,CUST000177,2023-09-17 09:00:00,[프로모션] 특별 할인 안내 #510,DELIVERED
ES000511,CMP0017,CUST000043,2023-08-24 12:00:00,[프로모션] 특별 할인 안내 #511,DELIVERED
ES000512,CMP0007,CUST000008,2023-10-01 14:00:00,[프로모션] 특별 할인 안내 #512,DELIVERED
ES000513,CMP0022,CUST000065,2023-08-03 09:00:00,[프로모션] 특별 할인 안내 #513,DELIVERED
ES000514,CMP0022,CUST000014,2023-08-25 16:00:00,[프로모션] 특별 할인 안내 #514,DELIVERED
ES000515,CMP0007,CUST000199,2023-11-01 17:00:00,[프로모션] 특별 할인 안내 #515,DELIVERED
ES000516,CMP0007,CUST000161,2023-09-23 17:00:00,[프로모션] 특별 할인 안내 #516,DELIVERED
ES000517,CMP0002,CUST000009,2023-09-05 13:00:00,[프로모션] 특별 할인 안내 #517,DELIVERED
ES000518,CMP0007,CUST000033,2023-06-16 20:00:00,[프로모션] 특별 할인 안내 #518,DELIVERED
ES000519,CMP0019,CUST000157,2023-11-08 14:00:00,[프로모션] 특별 할인 안내 #519,DELIVERED
ES000520,CMP0002,CUST000144,2023-06-14 12:00:00,[프로모션] 특별 할인 안내 #520,DELIVERED
ES000521,CMP0023,CUST000025,2023-11-06 20:00:00,[프로모션] 특별 할인 안내 #521,DELIVERED
ES000522,CMP0002,CUST000117,2023-09-07 15:00:00,[프로모션] 특별 할인 안내 #522,DELIVERED
ES000523,CMP0007,CUST000087,2023-11-14 18:00:00,[프로모션] 특별 할인 안내 #523,DELIVERED
ES000524,CMP0029,CUST000133,2023-08-24 17:00:00,[프로모션] 특별 할인 안내 #524,DELIVERED
ES000525,CMP0007,CUST000004,2023-10-31 19:00:00,[프로모션] 특별 할인 안내 #525,DELIVERED
ES000526,CMP0017,CUST000147,2023-07-03 18:00:00,[프로모션] 특별 할인 안내 #526,DELIVERED
ES000527,CMP0022,CUST000108,2023-10-02 19:00:00,[프로모션] 특별 할인 안내 #527,DELIVERED
ES000528,CMP0008,CUST000063,2023-07-06 20:00:00,[프로모션] 특별 할인 안내 #528,DELIVERED
ES000529,CMP0008,CUST000080,2023-10-28 14:00:00,[프로모션] 특별 할인 안내 #529,DELIVERED
ES000530,CMP0022,CUST000080,2023-10-28 16:00:00,[프로모션] 특별 할인 안내 #530,DELIVERED
ES000531,CMP0008,CUST000121,2023-08-19 17:00:00,[프로모션] 특별 할인 안내 #531,DELIVERED
ES000532,CMP0022,CUST000003,2023-10-11 17:00:00,[프로모션] 특별 할인 안내 #532,DELIVERED
ES000533,CMP0008,CUST000015,2023-07-31 16:00:00,[프로모션] 특별 할인 안내 #533,DELIVERED
ES000534,CMP0030,CUST000014,2023-09-17 13:00:00,[프로모션] 특별 할인 안내 #534,DELIVERED
ES000535,CMP0017,CUST000164,2023-07-22 20:00:00,[프로모션] 특별 할인 안내 #535,DELIVERED
ES000536,CMP0017,CUST000171,2023-09-30 19:00:00,[프로모션] 특별 할인 안내 #536,DELIVERED
ES000537,CMP0029,CUST000154,2023-11-25 13:00:00,[프로모션] 특별 할인 안내 #537,DELIVERED
ES000538,CMP0022,CUST000158,2023-08-16 14:00:00,[프로모션] 특별 할인 안내 #538,DELIVERED
ES000539,CMP0007,CUST000117,2023-06-11 15:00:00,[프로모션] 특별 할인 안내 #539,DELIVERED
ES000540,CMP0002,CUST000164,2023-07-28 19:00:00,[프로모션] 특별 할인 안내 #540,DELIVERED
ES000541,CMP0017,CUST000062,2023-10-02 19:00:00,[프로모션] 특별 할인 안내 #541,DELIVERED
ES000542,CMP0022,CUST000190,2023-09-05 11:00:00,[프로모션] 특별 할인 안내 #542,DELIVERED
ES000543,CMP0002,CUST000093,2023-06-03 09:00:00,[프로모션] 특별 할인 안내 #543,DELIVERED
ES000544,CMP0030,CUST000030,2023-07-07 12:00:00,[프로모션] 특별 할인 안내 #544,DELIVERED
ES000545,CMP0022,CUST000012,2023-06-08 11:00:00,[프로모션] 특별 할인 안내 #545,DELIVERED
ES000546,CMP0008,CUST000057,2023-08-07 19:00:00,[프로모션] 특별 할인 안내 #546,DELIVERED
ES000547,CMP0030,CUST000063,2023-07-16 11:00:00,[프로모션] 특별 할인 안내 #547,DELIVERED
ES000548,CMP0019,CUST000026,2023-06-06 18:00:00,[프로모션] 특별 할인 안내 #548,DELIVERED
ES000549,CMP0007,CUST000087,2023-07-24 12:00:00,[프로모션] 특별 할인 안내 #549,DELIVERED
ES000550,CMP0022,CUST000096,2023-11-17 10:00:00,[프로모션] 특별 할인 안내 #550,BOUNCED
ES000551,CMP0023,CUST000183,2023-06-17 09:00:00,[프로모션] 특별 할인 안내 #551,DELIVERED
ES000552,CMP0008,CUST000049,2023-07-20 16:00:00,[프로모션] 특별 할인 안내 #552,DELIVERED
ES000553,CMP0022,CUST000082,2023-11-01 14:00:00,[프로모션] 특별 할인 안내 #553,FAILED
ES000554,CMP0017,CUST000012,2023-11-05 17:00:00,[프로모션] 특별 할인 안내 #554,DELIVERED
ES000555,CMP0030,CUST000076,2023-07-09 13:00:00,[프로모션] 특별 할인 안내 #555,DELIVERED
ES000556,CMP0019,CUST000033,2023-10-09 17:00:00,[프로모션] 특별 할인 안내 #556,DELIVERED
ES000557,CMP0017,CUST000187,2023-06-21 20:00:00,[프로모션] 특별 할인 안내 #557,DELIVERED
ES000558,CMP0007,CUST000043,2023-10-09 14:00:00,[프로모션] 특별 할인 안내 #558,DELIVERED
ES000559,CMP0030,CUST000096,2023-10-06 16:00:00,[프로모션] 특별 할인 안내 #559,DELIVERED
ES000560,CMP0022,CUST000183,2023-09-04 16:00:00,[프로모션] 특별 할인 안내 #560,DELIVERED
ES000561,CMP0029,CUST000122,2023-08-08 17:00:00,[프로모션] 특별 할인 안내 #561,DELIVERED
ES000562,CMP0002,CUST000054,2023-07-27 11:00:00,[프로모션] 특별 할인 안내 #562,DELIVERED
ES000563,CMP0017,CUST000102,2023-07-26 12:00:00,[프로모션] 특별 할인 안내 #563,DELIVERED
ES000564,CMP0023,CUST000147,2023-07-11 13:00:00,[프로모션] 특별 할인 안내 #564,DELIVERED
ES000565,CMP0007,CUST000035,2023-06-22 12:00:00,[프로모션] 특별 할인 안내 #565,DELIVERED
ES000566,CMP0022,CUST000059,2023-10-28 08:00:00,[프로모션] 특별 할인 안내 #566,DELIVERED
ES000567,CMP0022,CUST000110,2023-09-24 15:00:00,[프로모션] 특별 할인 안내 #567,DELIVERED
ES000568,CMP0022,CUST000128,2023-08-21 12:00:00,[프로모션] 특별 할인 안내 #568,DELIVERED
ES000569,CMP0008,CUST000114,2023-07-30 12:00:00,[프로모션] 특별 할인 안내 #569,DELIVERED
ES000570,CMP0022,CUST000022,2023-08-15 16:00:00,[프로모션] 특별 할인 안내 #570,DELIVERED
ES000571,CMP0007,CUST000071,2023-07-29 09:00:00,[프로모션] 특별 할인 안내 #571,DELIVERED
ES000572,CMP0022,CUST000010,2023-10-18 11:00:00,[프로모션] 특별 할인 안내 #572,DELIVERED
ES000573,CMP0022,CUST000065,2023-08-17 19:00:00,[프로모션] 특별 할인 안내 #573,DELIVERED
ES000574,CMP0019,CUST000049,2023-11-28 17:00:00,[프로모션] 특별 할인 안내 #574,FAILED
ES000575,CMP0030,CUST000067,2023-06-03 20:00:00,[프로모션] 특별 할인 안내 #575,DELIVERED
ES000576,CMP0022,CUST000104,2023-09-12 17:00:00,[프로모션] 특별 할인 안내 #576,DELIVERED
ES000577,CMP0002,CUST000121,2023-11-15 16:00:00,[프로모션] 특별 할인 안내 #577,FAILED
ES000578,CMP0008,CUST000102,2023-07-29 11:00:00,[프로모션] 특별 할인 안내 #578,DELIVERED
ES000579,CMP0017,CUST000122,2023-07-30 16:00:00,[프로모션] 특별 할인 안내 #579,DELIVERED
ES000580,CMP0030,CUST000194,2023-09-28 19:00:00,[프로모션] 특별 할인 안내 #580,DELIVERED
ES000581,CMP0022,CUST000022,2023-08-20 11:00:00,[프로모션] 특별 할인 안내 #581,DELIVERED
ES000582,CMP0023,CUST000054,2023-09-21 15:00:00,[프로모션] 특별 할인 안내 #582,DELIVERED
ES000583,CMP0002,CUST000096,2023-07-06 17:00:00,[프로모션] 특별 할인 안내 #583,DELIVERED
ES000584,CMP0019,CUST000189,2023-06-03 15:00:00,[프로모션] 특별 할인 안내 #584,DELIVERED
ES000585,CMP0022,CUST000087,2023-07-28 14:00:00,[프로모션] 특별 할인 안내 #585,DELIVERED
ES000586,CMP0023,CUST000196,2023-11-24 16:00:00,[프로모션] 특별 할인 안내 #586,DELIVERED
ES000587,CMP0002,CUST000146,2023-06-09 10:00:00,[프로모션] 특별 할인 안내 #587,DELIVERED
ES000588,CMP0022,CUST000146,2023-11-09 20:00:00,[프로모션] 특별 할인 안내 #588,DELIVERED
ES000589,CMP0023,CUST000098,2023-07-23 14:00:00,[프로모션] 특별 할인 안내 #589,DELIVERED
ES000590,CMP0023,CUST000049,2023-09-30 09:00:00,[프로모션] 특별 할인 안내 #590,DELIVERED
ES000591,CMP0029,CUST000164,2023-08-17 09:00:00,[프로모션] 특별 할인 안내 #591,DELIVERED
ES000592,CMP0030,CUST000046,2023-06-09 19:00:00,[프로모션] 특별 할인 안내 #592,DELIVERED
ES000593,CMP0002,CUST000048,2023-07-21 09:00:00,[프로모션] 특별 할인 안내 #593,DELIVERED
ES000594,CMP0023,CUST000073,2023-07-23 11:00:00,[프로모션] 특별 할인 안내 #594,DELIVERED
ES000595,CMP0030,CUST000018,2023-09-25 08:00:00,[프로모션] 특별 할인 안내 #595,DELIVERED
ES000596,CMP0002,CUST000044,2023-08-23 14:00:00,[프로모션] 특별 할인 안내 #596,DELIVERED
ES000597,CMP0007,CUST000034,2023-10-16 14:00:00,[프로모션] 특별 할인 안내 #597,DELIVERED
ES000598,CMP0007,CUST000100,2023-07-23 10:00:00,[프로모션] 특별 할인 안내 #598,DELIVERED
ES000599,CMP0019,CUST000111,2023-11-18 15:00:00,[프로모션] 특별 할인 안내 #599,DELIVERED
ES000600,CMP0019,CUST000151,2023-07-22 16:00:00,[프로모션] 특별 할인 안내 #600,DELIVERED
ES000601,CMP0029,CUST000071,2023-07-22 08:00:00,[프로모션] 특별 할인 안내 #601,FAILED
ES000602,CMP0029,CUST000017,2023-09-11 17:00:00,[프로모션] 특별 할인 안내 #602,DELIVERED
ES000603,CMP0030,CUST000085,2023-10-24 15:00:00,[프로모션] 특별 할인 안내 #603,DELIVERED
ES000604,CMP0002,CUST000189,2023-06-24 12:00:00,[프로모션] 특별 할인 안내 #604,DELIVERED
ES000605,CMP0029,CUST000089,2023-11-27 19:00:00,[프로모션] 특별 할인 안내 #605,DELIVERED
ES000606,CMP0023,CUST000157,2023-07-15 14:00:00,[프로모션] 특별 할인 안내 #606,DELIVERED
ES000607,CMP0023,CUST000118,2023-09-07 18:00:00,[프로모션] 특별 할인 안내 #607,DELIVERED
ES000608,CMP0007,CUST000101,2023-11-26 08:00:00,[프로모션] 특별 할인 안내 #608,DELIVERED
ES000609,CMP0008,CUST000071,2023-11-08 16:00:00,[프로모션] 특별 할인 안내 #609,DELIVERED
ES000610,CMP0007,CUST000179,2023-07-26 15:00:00,[프로모션] 특별 할인 안내 #610,DELIVERED
ES000611,CMP0030,CUST000032,2023-09-03 09:00:00,[프로모션] 특별 할인 안내 #611,DELIVERED
ES000612,CMP0030,CUST000197,2023-08-23 14:00:00,[프로모션] 특별 할인 안내 #612,DELIVERED
ES000613,CMP0019,CUST000054,2023-10-08 08:00:00,[프로모션] 특별 할인 안내 #613,DELIVERED
ES000614,CMP0007,CUST000164,2023-11-25 18:00:00,[프로모션] 특별 할인 안내 #614,DELIVERED
ES000615,CMP0023,CUST000088,2023-09-11 11:00:00,[프로모션] 특별 할인 안내 #615,DELIVERED
ES000616,CMP0002,CUST000065,2023-06-30 19:00:00,[프로모션] 특별 할인 안내 #616,DELIVERED
ES000617,CMP0022,CUST000172,2023-09-27 15:00:00,[프로모션] 특별 할인 안내 #617,DELIVERED
ES000618,CMP0007,CUST000141,2023-11-16 11:00:00,[프로모션] 특별 할인 안내 #618,DELIVERED
ES000619,CMP0029,CUST000036,2023-09-29 12:00:00,[프로모션] 특별 할인 안내 #619,DELIVERED
ES000620,CMP0008,CUST000005,2023-11-03 09:00:00,[프로모션] 특별 할인 안내 #620,DELIVERED
ES000621,CMP0007,CUST000137,2023-09-09 10:00:00,[프로모션] 특별 할인 안내 #621,DELIVERED
ES000622,CMP0002,CUST000174,2023-08-09 10:00:00,[프로모션] 특별 할인 안내 #622,DELIVERED
ES000623,CMP0008,CUST000056,2023-06-09 18:00:00,[프로모션] 특별 할인 안내 #623,DELIVERED
ES000624,CMP0029,CUST000179,2023-06-13 18:00:00,[프로모션] 특별 할인 안내 #624,DELIVERED
ES000625,CMP0007,CUST000100,2023-11-24 12:00:00,[프로모션] 특별 할인 안내 #625,DELIVERED
ES000626,CMP0002,CUST000013,2023-09-05 20:00:00,[프로모션] 특별 할인 안내 #626,DELIVERED
ES000627,CMP0017,CUST000096,2023-08-01 11:00:00,[프로모션] 특별 할인 안내 #627,DELIVERED
ES000628,CMP0023,CUST000008,2023-06-04 13:00:00,[프로모션] 특별 할인 안내 #628,DELIVERED
ES000629,CMP0007,CUST000057,2023-06-25 20:00:00,[프로모션] 특별 할인 안내 #629,DELIVERED
ES000630,CMP0008,CUST000186,2023-07-13 08:00:00,[프로모션] 특별 할인 안내 #630,DELIVERED
ES000631,CMP0007,CUST000084,2023-08-22 16:00:00,[프로모션] 특별 할인 안내 #631,DELIVERED
ES000632,CMP0017,CUST000139,2023-09-10 14:00:00,[프로모션] 특별 할인 안내 #632,DELIVERED
ES000633,CMP0017,CUST000028,2023-08-31 13:00:00,[프로모션] 특별 할인 안내 #633,DELIVERED
ES000634,CMP0023,CUST000168,2023-08-20 08:00:00,[프로모션] 특별 할인 안내 #634,DELIVERED
ES000635,CMP0029,CUST000057,2023-06-17 18:00:00,[프로모션] 특별 할인 안내 #635,DELIVERED
ES000636,CMP0022,CUST000012,2023-06-18 11:00:00,[프로모션] 특별 할인 안내 #636,DELIVERED
ES000637,CMP0029,CUST000027,2023-10-16 20:00:00,[프로모션] 특별 할인 안내 #637,FAILED
ES000638,CMP0008,CUST000065,2023-06-25 17:00:00,[프로모션] 특별 할인 안내 #638,DELIVERED
ES000639,CMP0023,CUST000174,2023-11-25 10:00:00,[프로모션] 특별 할인 안내 #639,DELIVERED
ES000640,CMP0022,CUST000171,2023-10-02 09:00:00,[프로모션] 특별 할인 안내 #640,DELIVERED
ES000641,CMP0029,CUST000098,2023-10-09 18:00:00,[프로모션] 특별 할인 안내 #641,DELIVERED
ES000642,CMP0030,CUST000151,2023-11-28 08:00:00,[프로모션] 특별 할인 안내 #642,DELIVERED
ES000643,CMP0007,CUST000080,2023-07-31 19:00:00,[프로모션] 특별 할인 안내 #643,DELIVERED
ES000644,CMP0017,CUST000159,2023-06-21 08:00:00,[프로모션] 특별 할인 안내 #644,DELIVERED
ES000645,CMP0029,CUST000076,2023-07-22 10:00:00,[프로모션] 특별 할인 안내 #645,DELIVERED
ES000646,CMP0002,CUST000061,2023-11-01 15:00:00,[프로모션] 특별 할인 안내 #646,DELIVERED
ES000647,CMP0022,CUST000035,2023-08-11 13:00:00,[프로모션] 특별 할인 안내 #647,DELIVERED
ES000648,CMP0002,CUST000134,2023-09-15 18:00:00,[프로모션] 특별 할인 안내 #648,DELIVERED
ES000649,CMP0002,CUST000059,2023-08-24 13:00:00,[프로모션] 특별 할인 안내 #649,DELIVERED
ES000650,CMP0030,CUST000014,2023-11-18 11:00:00,[프로모션] 특별 할인 안내 #650,DELIVERED
ES000651,CMP0017,CUST000156,2023-09-06 16:00:00,[프로모션] 특별 할인 안내 #651,DELIVERED
ES000652,CMP0029,CUST000162,2023-06-02 09:00:00,[프로모션] 특별 할인 안내 #652,DELIVERED
ES000653,CMP0007,CUST000050,2023-06-14 18:00:00,[프로모션] 특별 할인 안내 #653,FAILED
ES000654,CMP0017,CUST000033,2023-06-24 10:00:00,[프로모션] 특별 할인 안내 #654,DELIVERED
ES000655,CMP0017,CUST000061,2023-10-08 09:00:00,[프로모션] 특별 할인 안내 #655,DELIVERED
ES000656,CMP0029,CUST000080,2023-07-13 19:00:00,[프로모션] 특별 할인 안내 #656,DELIVERED
ES000657,CMP0023,CUST000046,2023-11-03 11:00:00,[프로모션] 특별 할인 안내 #657,DELIVERED
ES000658,CMP0029,CUST000163,2023-07-22 12:00:00,[프로모션] 특별 할인 안내 #658,DELIVERED
ES000659,CMP0029,CUST000021,2023-09-01 14:00:00,[프로모션] 특별 할인 안내 #659,DELIVERED
ES000660,CMP0029,CUST000113,2023-09-17 16:00:00,[프로모션] 특별 할인 안내 #660,DELIVERED
ES000661,CMP0023,CUST000195,2023-07-10 20:00:00,[프로모션] 특별 할인 안내 #661,DELIVERED
ES000662,CMP0023,CUST000110,2023-06-22 20:00:00,[프로모션] 특별 할인 안내 #662,DELIVERED
ES000663,CMP0019,CUST000153,2023-10-16 10:00:00,[프로모션] 특별 할인 안내 #663,DELIVERED
ES000664,CMP0008,CUST000066,2023-09-06 15:00:00,[프로모션] 특별 할인 안내 #664,DELIVERED
ES000665,CMP0019,CUST000097,2023-10-22 17:00:00,[프로모션] 특별 할인 안내 #665,DELIVERED
ES000666,CMP0022,CUST000035,2023-09-29 11:00:00,[프로모션] 특별 할인 안내 #666,DELIVERED
ES000667,CMP0017,CUST000002,2023-06-04 16:00:00,[프로모션] 특별 할인 안내 #667,DELIVERED
ES000668,CMP0022,CUST000126,2023-09-12 14:00:00,[프로모션] 특별 할인 안내 #668,BOUNCED
ES000669,CMP0022,CUST000099,2023-10-04 12:00:00,[프로모션] 특별 할인 안내 #669,DELIVERED
ES000670,CMP0007,CUST000105,2023-06-10 09:00:00,[프로모션] 특별 할인 안내 #670,DELIVERED
ES000671,CMP0008,CUST000050,2023-09-20 12:00:00,[프로모션] 특별 할인 안내 #671,DELIVERED
ES000672,CMP0022,CUST000131,2023-10-04 18:00:00,[프로모션] 특별 할인 안내 #672,DELIVERED
ES000673,CMP0002,CUST000167,2023-09-07 14:00:00,[프로모션] 특별 할인 안내 #673,DELIVERED
ES000674,CMP0017,CUST000123,2023-06-09 13:00:00,[프로모션] 특별 할인 안내 #674,DELIVERED
ES000675,CMP0002,CUST000179,2023-11-18 18:00:00,[프로모션] 특별 할인 안내 #675,DELIVERED
ES000676,CMP0029,CUST000175,2023-07-08 12:00:00,[프로모션] 특별 할인 안내 #676,DELIVERED
ES000677,CMP0008,CUST000004,2023-06-30 20:00:00,[프로모션] 특별 할인 안내 #677,DELIVERED
ES000678,CMP0023,CUST000102,2023-11-28 17:00:00,[프로모션] 특별 할인 안내 #678,FAILED
ES000679,CMP0007,CUST000133,2023-07-19 14:00:00,[프로모션] 특별 할인 안내 #679,DELIVERED
ES000680,CMP0023,CUST000065,2023-11-25 12:00:00,[프로모션] 특별 할인 안내 #680,DELIVERED
ES000681,CMP0030,CUST000169,2023-09-06 17:00:00,[프로모션] 특별 할인 안내 #681,DELIVERED
ES000682,CMP0023,CUST000193,2023-06-23 09:00:00,[프로모션] 특별 할인 안내 #682,DELIVERED
ES000683,CMP0022,CUST000037,2023-08-08 19:00:00,[프로모션] 특별 할인 안내 #683,DELIVERED
ES000684,CMP0023,CUST000179,2023-08-18 08:00:00,[프로모션] 특별 할인 안내 #684,FAILED
ES000685,CMP0029,CUST000001,2023-06-25 09:00:00,[프로모션] 특별 할인 안내 #685,DELIVERED
ES000686,CMP0023,CUST000135,2023-09-15 18:00:00,[프로모션] 특별 할인 안내 #686,DELIVERED
ES000687,CMP0023,CUST000044,2023-07-16 13:00:00,[프로모션] 특별 할인 안내 #687,DELIVERED
ES000688,CMP0008,CUST000051,2023-10-03 10:00:00,[프로모션] 특별 할인 안내 #688,DELIVERED
ES000689,CMP0007,CUST000116,2023-10-24 11:00:00,[프로모션] 특별 할인 안내 #689,DELIVERED
ES000690,CMP0002,CUST000192,2023-07-17 20:00:00,[프로모션] 특별 할인 안내 #690,DELIVERED
ES000691,CMP0019,CUST000105,2023-09-21 18:00:00,[프로모션] 특별 할인 안내 #691,DELIVERED
ES000692,CMP0007,CUST000163,2023-07-13 09:00:00,[프로모션] 특별 할인 안내 #692,DELIVERED
ES000693,CMP0023,CUST000032,2023-08-10 09:00:00,[프로모션] 특별 할인 안내 #693,DELIVERED
ES000694,CMP0017,CUST000123,2023-10-03 18:00:00,[프로모션] 특별 할인 안내 #694,DELIVERED
ES000695,CMP0002,CUST000016,2023-08-08 20:00:00,[프로모션] 특별 할인 안내 #695,BOUNCED
ES000696,CMP0002,CUST000025,2023-07-25 16:00:00,[프로모션] 특별 할인 안내 #696,DELIVERED
ES000697,CMP0023,CUST000155,2023-10-12 20:00:00,[프로모션] 특별 할인 안내 #697,DELIVERED
ES000698,CMP0029,CUST000122,2023-08-26 17:00:00,[프로모션] 특별 할인 안내 #698,DELIVERED
ES000699,CMP0022,CUST000175,2023-08-27 13:00:00,[프로모션] 특별 할인 안내 #699,DELIVERED
ES000700,CMP0022,CUST000171,2023-09-11 14:00:00,[프로모션] 특별 할인 안내 #700,DELIVERED
ES000701,CMP0022,CUST000085,2023-06-26 08:00:00,[프로모션] 특별 할인 안내 #701,DELIVERED
ES000702,CMP0023,CUST000186,2023-07-06 08:00:00,[프로모션] 특별 할인 안내 #702,DELIVERED
ES000703,CMP0030,CUST000072,2023-11-27 20:00:00,[프로모션] 특별 할인 안내 #703,DELIVERED
ES000704,CMP0022,CUST000116,2023-11-06 18:00:00,[프로모션] 특별 할인 안내 #704,DELIVERED
ES000705,CMP0029,CUST000132,2023-09-14 18:00:00,[프로모션] 특별 할인 안내 #705,DELIVERED
ES000706,CMP0022,CUST000005,2023-11-10 13:00:00,[프로모션] 특별 할인 안내 #706,DELIVERED
ES000707,CMP0022,CUST000174,2023-09-22 11:00:00,[프로모션] 특별 할인 안내 #707,DELIVERED
ES000708,CMP0023,CUST000190,2023-11-04 20:00:00,[프로모션] 특별 할인 안내 #708,DELIVERED
ES000709,CMP0023,CUST000122,2023-11-16 19:00:00,[프로모션] 특별 할인 안내 #709,DELIVERED
ES000710,CMP0023,CUST000076,2023-11-03 11:00:00,[프로모션] 특별 할인 안내 #710,DELIVERED
ES000711,CMP0030,CUST000147,2023-10-08 08:00:00,[프로모션] 특별 할인 안내 #711,DELIVERED
ES000712,CMP0007,CUST000078,2023-11-20 16:00:00,[프로모션] 특별 할인 안내 #712,FAILED
ES000713,CMP0029,CUST000044,2023-09-23 09:00:00,[프로모션] 특별 할인 안내 #713,DELIVERED
ES000714,CMP0030,CUST000062,2023-08-02 11:00:00,[프로모션] 특별 할인 안내 #714,DELIVERED
ES000715,CMP0007,CUST000028,2023-09-20 19:00:00,[프로모션] 특별 할인 안내 #715,DELIVERED
ES000716,CMP0022,CUST000099,2023-08-11 11:00:00,[프로모션] 특별 할인 안내 #716,DELIVERED
ES000717,CMP0029,CUST000172,2023-07-02 18:00:00,[프로모션] 특별 할인 안내 #717,DELIVERED
ES000718,CMP0030,CUST000163,2023-10-04 09:00:00,[프로모션] 특별 할인 안내 #718,DELIVERED
ES000719,CMP0022,CUST000058,2023-10-26 20:00:00,[프로모션] 특별 할인 안내 #719,BOUNCED
ES000720,CMP0007,CUST000165,2023-08-27 14:00:00,[프로모션] 특별 할인 안내 #720,DELIVERED
ES000721,CMP0023,CUST000168,2023-11-12 20:00:00,[프로모션] 특별 할인 안내 #721,DELIVERED
ES000722,CMP0023,CUST000060,2023-07-28 12:00:00,[프로모션] 특별 할인 안내 #722,DELIVERED
ES000723,CMP0007,CUST000029,2023-06-23 13:00:00,[프로모션] 특별 할인 안내 #723,DELIVERED
ES000724,CMP0017,CUST000191,2023-06-30 17:00:00,[프로모션] 특별 할인 안내 #724,DELIVERED
ES000725,CMP0022,CUST000098,2023-10-26 19:00:00,[프로모션] 특별 할인 안내 #725,DELIVERED
ES000726,CMP0002,CUST000152,2023-10-16 11:00:00,[프로모션] 특별 할인 안내 #726,DELIVERED
ES000727,CMP0023,CUST000082,2023-09-02 20:00:00,[프로모션] 특별 할인 안내 #727,DELIVERED
ES000728,CMP0008,CUST000134,2023-11-17 17:00:00,[프로모션] 특별 할인 안내 #728,DELIVERED
ES000729,CMP0007,CUST000102,2023-06-03 16:00:00,[프로모션] 특별 할인 안내 #729,DELIVERED
ES000730,CMP0022,CUST000038,2023-08-15 11:00:00,[프로모션] 특별 할인 안내 #730,DELIVERED
ES000731,CMP0029,CUST000038,2023-11-01 12:00:00,[프로모션] 특별 할인 안내 #731,DELIVERED
ES000732,CMP0002,CUST000154,2023-08-21 12:00:00,[프로모션] 특별 할인 안내 #732,DELIVERED
ES000733,CMP0007,CUST000071,2023-11-28 17:00:00,[프로모션] 특별 할인 안내 #733,DELIVERED
ES000734,CMP0017,CUST000127,2023-08-14 19:00:00,[프로모션] 특별 할인 안내 #734,BOUNCED
ES000735,CMP0002,CUST000086,2023-07-10 19:00:00,[프로모션] 특별 할인 안내 #735,DELIVERED
ES000736,CMP0017,CUST000180,2023-06-14 20:00:00,[프로모션] 특별 할인 안내 #736,DELIVERED
ES000737,CMP0029,CUST000187,2023-09-09 12:00:00,[프로모션] 특별 할인 안내 #737,FAILED
ES000738,CMP0008,CUST000006,2023-10-19 14:00:00,[프로모션] 특별 할인 안내 #738,DELIVERED
ES000739,CMP0029,CUST000090,2023-09-09 14:00:00,[프로모션] 특별 할인 안내 #739,DELIVERED
ES000740,CMP0019,CUST000073,2023-11-26 11:00:00,[프로모션] 특별 할인 안내 #740,DELIVERED
ES000741,CMP0030,CUST000101,2023-06-25 10:00:00,[프로모션] 특별 할인 안내 #741,DELIVERED
ES000742,CMP0002,CUST000182,2023-08-17 15:00:00,[프로모션] 특별 할인 안내 #742,DELIVERED
ES000743,CMP0008,CUST000114,2023-11-26 15:00:00,[프로모션] 특별 할인 안내 #743,DELIVERED
ES000744,CMP0008,CUST000054,2023-07-26 20:00:00,[프로모션] 특별 할인 안내 #744,DELIVERED
ES000745,CMP0002,CUST000093,2023-10-26 09:00:00,[프로모션] 특별 할인 안내 #745,DELIVERED
ES000746,CMP0008,CUST000097,2023-09-18 18:00:00,[프로모션] 특별 할인 안내 #746,DELIVERED
ES000747,CMP0002,CUST000025,2023-08-31 15:00:00,[프로모션] 특별 할인 안내 #747,DELIVERED
ES000748,CMP0002,CUST000031,2023-10-10 18:00:00,[프로모션] 특별 할인 안내 #748,DELIVERED
ES000749,CMP0023,CUST000039,2023-11-08 19:00:00,[프로모션] 특별 할인 안내 #749,DELIVERED
ES000750,CMP0002,CUST000031,2023-08-01 14:00:00,[프로모션] 특별 할인 안내 #750,DELIVERED
