session_id,user_id,start_time,duration_sec,page_views,utm_source,utm_medium,utm_campaign,device,converted
SESS00000320,CUST000097,2023-07-08 05:53:00,707,13,referral,(none),,tablet,0
SESS00000321,CUST000095,2023-08-30 19:19:00,15,15,email,referral,,mobile,0
SESS00000322,CUST000200,2023-08-28 23:51:00,454,5,referral,organic,cmp_13,tablet,0
SESS00000323,CUST000137,2023-06-20 09:21:00,781,10,direct,(none),cmp_8,desktop,1
SESS00000324,,2023-11-05 09:48:00,732,7,referral,referral,,mobile,0
SESS00000325,CUST000128,2023-09-18 13:45:00,886,11,google,social,cmp_16,tablet,0
SESS00000326,CUST000033,2023-06-07 18:10:00,1144,3,referral,(none),cmp_18,mobile,0
SESS00000327,CUST000185,2023-11-07 01:09:00,280,8,google,(none),cmp_16,tablet,0
SESS00000328,,2023-06-07 12:40:00,1701,16,referral,email,cmp_8,mobile,0
SESS00000329,CUST000032,2023-10-17 11:37:00,328,3,facebook,email,,tablet,0
SESS00000330,CUST000095,2023-09-15 07:58:00,1029,3,google,social,,tablet,0
SESS00000331,CUST000008,2023-08-02 14:53:00,699,8,email,referral,,tablet,0
SESS00000332,CUST000179,2023-06-19 06:09:00,541,14,naver,referral,,tablet,0
SESS00000333,CUST000054,2023-07-03 15:48:00,1106,9,google,email,,mobile,0
SESS00000334,CUST000088,2023-10-24 02:56:00,708,7,email,organic,cmp_4,desktop,0
SESS00000335,CUST000100,2023-08-30 05:44:00,886,13,naver,organic,,mobile,0
SESS00000336,CUST000037,2023-10-03 05:17:00,657,12,facebook,organic,,desktop,0
SESS00000337,CUST000193,2023-09-07 19:30:00,851,9,email,email,,tablet,0
SESS00000338,CUST000148,2023-08-13 22:23:00,1710,4,google,social,,mobile,0
SESS00000339,,2023-10-27 04:36:00,867,11,direct,referral,,mobile,0
SESS00000340,CUST000108,2023-07-03 14:56:00,865,16,facebook,referral,,tablet,0
SESS00000341,CUST000113,2023-10-28 06:16:00,1412,9,facebook,cpc,cmp_4,desktop,0
SESS00000342,,2023-09-04 00:11:00,311,7,naver,email,,tablet,0
SESS00000343,CUST000187,2023-11-26 00:18:00,716,16,referral,referral,,mobile,0
SESS00000344,,2023-08-14 22:41:00,116,15,google,organic,cmp_20,tablet,0
SESS00000345,CUST000143,2023-11-22 04:49:00,507,7,direct,(none),,mobile,0
SESS00000346,,2023-11-26 22:17:00,658,3,referral,email,,tablet,0
SESS00000347,CUST000105,2023-11-09 07:42:00,297,17,direct,organic,cmp_3,mobile,0
SESS00000348,,2023-06-07 01:57:00,1484,17,naver,referral,,mobile,0
SESS00000349,CUST000140,2023-07-23 06:48:00,445,14,direct,(none),,mobile,0
SESS00000350,CUST000177,2023-10-17 19:25:00,1031,3,referral,organic,cmp_28,desktop,0
SESS00000351,CUST000074,2023-09-20 19:08:00,59,18,naver,email,cmp_23,mobile,0
SESS00000352,CUST000067,2023-11-07 11:48:00,1785,3,email,organic,cmp_27,tablet,0
SESS00000353,,2023-06-20 03:57:00,689,10,direct,cpc,,tablet,0
SESS00000354,,2023-11-12 01:34:00,109,7,email,(none),,tablet,0
SESS00000355,,2023-08-13 08:40:00,149,2,naver,cpc,cmp_3,desktop,0
SESS00000356,,2023-08-27 02:43:00,447,11,facebook,referral,,mobile,0
SESS00000357,CUST000123,2023-08-19 14:20:00,731,17,google,organic,cmp_21,mobile,0
SESS00000358,CUST000082,2023-09-06 09:28:00,235,16,direct,referral,cmp_3,tablet,1
SESS00000359,,2023-11-16 03:25:00,1251,17,referral,referral,,mobile,0
SESS00000360,CUST000024,2023-06-28 11:33:00,807,14,email,email,cmp_19,tablet,0
SESS00000361,,2023-09-21 11:37:00,1517,17,facebook,(none),cmp_14,mobile,0
SESS00000362,CUST000083,2023-06-08 10:34:00,434,12,facebook,social,cmp_18,mobile,0
SESS00000363,CUST000113,2023-11-28 04:34:00,766,8,naver,organic,,tablet,0
SESS00000364,,2023-10-09 05:18:00,336,13,direct,(none),cmp_15,tablet,0
SESS00000365,CUST000018,2023-11-22 10:34:00,1677,9,direct,email,,tablet,0
SESS00000366,CUST000199,2023-07-22 00:09:00,1625,17,naver,organic,cmp_27,desktop,0
SESS00000367,,2023-09-19 18:35:00,1671,8,naver,social,cmp_12,tablet,0
SESS00000368,CUST000033,2023-10-11 11:19:00,883,4,facebook,cpc,,desktop,0
SESS00000369,,2023-06-02 17:58:00,1165,16,facebook,(none),,tablet,0
SESS00000370,,2023-10-21 22:54:00,351,16,direct,email,,tablet,0
SESS00000371,CUST000195,2023-10-07 09:08:00,663,5,referral,(none),,tablet,0
SESS00000372,CUST000200,2023-11-02 01:00:00,916,3,facebook,cpc,cmp_5,tablet,0
SESS00000373,CUST000076,2023-11-20 09:31:00,453,2,naver,(none),,tablet,0
SESS00000374,,2023-06-25 19:53:00,1615,14,google,(none),,tablet,0
SESS00000375,CUST000182,2023-11-04 13:22:00,1590,13,direct,email,,mobile,0
SESS00000376,,2023-09-05 16:54:00,490,7,naver,social,cmp_20,tablet,0
SESS00000377,CUST000073,2023-07-06 21:24:00,1407,12,facebook,email,,tablet,0
SESS00000378,,2023-10-27 02:48:00,539,8,email,(none),cmp_1,desktop,0
SESS00000379,CUST000063,2023-09-16 01:48:00,243,11,direct,(none),,mobile,0
SESS00000380,CUST000191,2023-11-27 03:02:00,151,13,referral,organic,,mobile,0
SESS00000381,CUST000090,2023-10-22 18:45:00,437,9,direct,social,,tablet,0
SESS00000382,CUST000082,2023-08-13 16:32:00,1471,7,naver,email,,tablet,0
SESS00000383,CUST000104,2023-09-29 18:05:00,1685,9,direct,organic,,tablet,0
SESS00000384,CUST000163,2023-09-08 09:43:00,1713,8,facebook,cpc,,mobile,0
SESS00000385,,2023-11-25 04:52:00,1356,14,direct,social,cmp_17,mobile,0
SESS00000386,CUST000068,2023-10-30 05:46:00,1030,5,naver,cpc,cmp_2,tablet,0
SESS00000387,CUST000037,2023-06-06 17:25:00,1370,2,google,social,,desktop,0
SESS00000388,CUST000151,2023-06-07 17:49:00,702,9,facebook,organic,,mobile,0
SESS00000389,CUST000187,2023-06-15 20:44:00,1495,7,facebook,social,,tablet,0
SESS00000390,CUST000183,2023-07-22 00:05:00,129,2,referral,cpc,,tablet,0
SESS00000391,CUST000017,2023-10-20 14:33:00,243,1,naver,referral,,mobile,0
SESS00000392,,2023-07-30 10:44:00,580,3,naver,referral,,tablet,0
SESS00000393,CUST000013,2023-11-07 23:14:00,111,9,referral,organic,,desktop,0
SESS00000394,CUST000107,2023-09-09 05:34:00,1326,1,email,cpc,cmp_5,tablet,0
SESS00000395,CUST000090,2023-10-25 09:49:00,949,9,direct,cpc,,tablet,0
SESS00000396,,2023-06-23 01:22:00,1404,18,facebook,(none),,mobile,1
SESS00000397,CUST000128,2023-07-22 19:28:00,1277,17,naver,organic,cmp_19,mobile,0
SESS00000398,CUST000109,2023-11-03 07:30:00,845,12,referral,cpc,,mobile,0
SESS00000399,CUST000123,2023-11-24 03:32:00,1024,16,direct,organic,,tablet,0
SESS00000400,CUST000061,2023-09-19 17:33:00,1371,12,google,cpc,,desktop,0
SESS00000401,,2023-07-12 14:59:00,832,6,email,organic,cmp_14,desktop,0
SESS00000402,,2023-10-10 00:36:00,1442,7,direct,(none),cmp_13,desktop,0
SESS00000403,CUST000165,2023-11-02 21:57:00,1472,18,email,cpc,,tablet,0
SESS00000404,,2023-10-23 17:06:00,287,11,naver,referral,,desktop,0
SESS00000405,CUST000155,2023-10-05 12:18:00,61,18,facebook,referral,cmp_24,tablet,1
SESS00000406,CUST000019,2023-08-14 03:49:00,912,4,direct,social,,tablet,0
SESS00000407,CUST000036,2023-10-30 11:55:00,821,12,google,referral,,mobile,0
SESS00000408,,2023-08-18 16:27:00,90,2,referral,social,,mobile,0
SESS00000409,CUST000070,2023-10-31 22:40:00,380,17,direct,referral,,desktop,0
SESS00000410,CUST000013,2023-11-08 07:41:00,44,5,email,organic,cmp_4,tablet,0
SESS00000411,CUST000004,2023-06-17 20:32:00,811,2,direct,social,cmp_25,mobile,0
SESS00000412,CUST000089,2023-07-09 05:10:00,475,7,direct,referral,cmp_4,tablet,0
SESS00000413,CUST000011,2023-06-04 15:40:00,410,1,facebook,social,,desktop,0
SESS00000414,CUST000067,2023-11-27 18:28:00,754,8,direct,(none),,mobile,0
SESS00000415,CUST000177,2023-06-24 20:48:00,577,10,direct,(none),,desktop,0
SESS00000416,CUST000127,2023-08-05 01:46:00,789,18,direct,organic,cmp_10,desktop,0
SESS00000417,CUST000085,2023-06-17 08:24:00,1352,14,email,referral,,desktop,0
SESS00000418,,2023-07-21 21:47:00,1797,9,email,organic,,tablet,0
SESS00000419,CUST000091,2023-11-15 17:27:00,1300,6,direct,email,cmp_13,desktop,0
SESS00000420,CUST000008,2023-11-17 14:30:00,757,17,direct,cpc,,tablet,0
SESS00000421,CUST000167,2023-09-13 19:35:00,457,9,naver,organic,,tablet,0
SESS00000422,CUST000087,2023-10-16 01:22:00,58,10,naver,cpc,cmp_24,mobile,0
SESS00000423,CUST000103,2023-09-27 05:46:00,1694,1,google,email,cmp_6,tablet,0
SESS00000424,CUST000179,2023-09-28 14:14:00,1522,16,facebook,referral,cmp_21,desktop,0
SESS00000425,,2023-06-02 07:35:00,68,3,direct,organic,cmp_12,mobile,0
SESS00000426,CUST000177,2023-11-26 20:00:00,624,11,google,(none),cmp_18,mobile,0
SESS00000427,CUST000017,2023-07-06 14:38:00,552,8,facebook,email,,desktop,0
SESS00000428,,2023-06-26 03:09:00,499,12,email,cpc,cmp_28,mobile,0
SESS00000429,CUST000118,2023-08-07 04:35:00,899,13,facebook,(none),cmp_23,mobile,0
SESS00000430,CUST000136,2023-07-20 17:45:00,1396,12,naver,social,cmp_3,desktop,0
SESS00000431,CUST000011,2023-11-02 20:05:00,1207,8,naver,cpc,cmp_22,desktop,0
SESS00000432,CUST000194,2023-11-23 07:44:00,939,2,direct,organic,,tablet,0
SESS00000433,CUST000052,2023-08-03 14:16:00,799,4,facebook,cpc,,desktop,0
SESS00000434,CUST000185,2023-07-13 13:16:00,217,6,direct,cpc,,tablet,0
SESS00000435,,2023-11-15 14:25:00,337,1,email,referral,,desktop,0
SESS00000436,CUST000111,2023-08-01 00:50:00,1738,8,email,referral,cmp_3,desktop,0
SESS00000437,,2023-08-19 10:02:00,1468,11,referral,referral,,tablet,0
SESS00000438,,2023-11-21 22:46:00,867,15,facebook,(none),,mobile,0
SESS00000439,CUST000059,2023-10-14 17:33:00,88,10,email,social,,mobile,0
SESS00000440,CUST000015,2023-07-08 11:38:00,1680,8,direct,social,cmp_28,tablet,0
SESS00000441,CUST000185,2023-07-31 03:15:00,532,5,direct,social,,desktop,0
SESS00000442,CUST000157,2023-06-17 03:45:00,688,10,email,cpc,,tablet,0
SESS00000443,,2023-10-12 22:12:00,1334,10,facebook,email,,desktop,0
SESS00000444,,2023-06-10 21:41:00,1762,6,referral,referral,,mobile,0
SESS00000445,CUST000005,2023-09-13 04:43:00,1207,4,referral,email,,desktop,0
SESS00000446,,2023-06-17 14:13:00,1765,6,email,cpc,,mobile,0
SESS00000447,CUST000014,2023-10-07 15:14:00,1689,20,facebook,organic,cmp_18,mobile,0
SESS00000448,,2023-08-22 14:13:00,1401,15,direct,email,cmp_1,desktop,0
SESS00000449,CUST000116,2023-10-03 00:28:00,1327,10,naver,referral,,tablet,0
SESS00000450,,2023-06-15 08:17:00,660,2,google,organic,cmp_25,tablet,0
SESS00000451,,2023-08-02 17:31:00,1146,20,google,organic,,desktop,0
SESS00000452,,2023-07-14 19:20:00,1040,13,direct,email,cmp_21,mobile,0
SESS00000453,CUST000185,2023-07-23 08:26:00,1412,15,referral,social,cmp_3,tablet,0
SESS00000454,CUST000109,2023-10-17 16:06:00,101,3,facebook,referral,,desktop,0
SESS00000455,CUST000193,2023-08-20 03:15:00,510,9,direct,cpc,cmp_10,mobile,0
SESS00000456,CUST000138,2023-11-16 17:10:00,750,8,facebook,cpc,,tablet,0
SESS00000457,,2023-11-20 12:33:00,258,14,facebook,email,,mobile,0
SESS00000458,CUST000175,2023-06-23 20:44:00,990,8,referral,email,,desktop,0
SESS00000459,CUST000079,2023-11-13 15:27:00,997,6,google,cpc,cmp_5,mobile,0
SESS00000460,,2023-06-13 15:58:00,28,15,google,email,cmp_18,desktop,0
SESS00000461,CUST000168,2023-11-19 17:53:00,1252,11,google,organic,cmp_1,tablet,0
SESS00000462,,2023-10-28 02:39:00,552,10,naver,social,,desktop,0
SESS00000463,CUST000102,2023-08-28 10:24:00,1694,4,email,organic,,desktop,0
SESS00000464,CUST000188,2023-11-23 03:44:00,1556,17,email,email,,desktop,0
SESS00000465,CUST000028,2023-07-05 23:25:00,1576,13,direct,referral,cmp_1,desktop,0
SESS00000466,CUST000026,2023-07-21 17:54:00,1755,17,direct,(none),cmp_2,mobile,0
SESS00000467,CUST000168,2023-08-13 21:24:00,150,10,naver,email,,mobile,0
SESS00000468,CUST000056,2023-06-01 09:43:00,236,3,direct,email,,tablet,0
SESS00000469,CUST000027,2023-09-04 05:18:00,1057,8,google,referral,cmp_18,tablet,0
SESS00000470,,2023-09-15 08:30:00,65,9,direct,social,cmp_19,desktop,0
SESS00000471,,2023-06-06 06:24:00,1138,18,facebook,cpc,cmp_18,mobile,0
SESS00000472,CUST000165,2023-07-29 12:46:00,474,3,naver,referral,,tablet,0
SESS00000473,,2023-11-28 19:07:00,1364,6,direct,cpc,cmp_20,mobile,0
SESS00000474,CUST000068,2023-06-13 12:47:00,1414,5,email,cpc,cmp_15,mobile,0
SESS00000475,CUST000123,2023-07-02 16:12:00,51,3,email,cpc,,tablet,0
SESS00000476,,2023-11-14 01:54:00,1704,16,naver,(none),,tablet,0
SESS00000477,,2023-10-12 20:16:00,1715,19,direct,social,,desktop,0
SESS00000478,CUST000042,2023-07-05 03:31:00,264,4,naver,referral,,desktop,0
SESS00000479,CUST000189,2023-06-25 17:39:00,1104,4,google,email,cmp_7,tablet,0
SESS00000480,,2023-11-28 10:26:00,1774,8,google,email,cmp_4,mobile,0
SESS00000481,,2023-09-02 11:28:00,1685,6,referral,email,cmp_20,desktop,0
SESS00000482,CUST000144,2023-10-08 02:05:00,1185,7,email,(none),,tablet,0
SESS00000483,CUST000101,2023-10-14 05:44:00,106,4,facebook,(none),,desktop,0
SESS00000484,,2023-08-29 06:50:00,1409,6,google,email,cmp_23,mobile,0
SESS00000485,CUST000062,2023-06-20 15:39:00,1773,17,naver,social,,mobile,0
SESS00000486,CUST000015,2023-08-02 15:43:00,344,20,naver,(none),cmp_17,desktop,0
SESS00000487,CUST000108,2023-07-31 21:38:00,1210,18,google,organic,,desktop,0
SESS00000488,CUST000162,2023-07-10 04:58:00,669,11,google,email,,mobile,0
SESS00000489,,2023-07-18 10:35:00,146,9,direct,email,,mobile,0
SESS00000490,,2023-11-28 06:25:00,1671,2,google,(none),,mobile,0
SESS00000491,CUST000067,2023-06-26 06:46:00,1592,18,naver,social,cmp_11,desktop,0
SESS00000492,CUST000063,2023-06-03 15:38:00,829,17,referral,(none),cmp_20,mobile,0
SESS00000493,CUST000170,2023-08-18 11:56:00,1624,19,email,email,cmp_9,tablet,1
SESS00000494,,2023-11-04 19:55:00,370,4,direct,email,,mobile,0
SESS00000495,,2023-06-24 13:25:00,1050,3,google,organic,cmp_20,desktop,0
SESS00000496,CUST000008,2023-10-01 22:08:00,257,16,referral,organic,,mobile,0
SESS00000497,CUST000034,2023-11-14 05:41:00,359,9,google,(none),,tablet,0
SESS00000498,,2023-09-14 21:58:00,513,6,referral,organic,,desktop,0
SESS00000499,CUST000140,2023-06-26 20:50:00,644,10,naver,organic,cmp_18,desktop,0
SESS00000500,,2023-06-08 05:44:00,582,8,naver,cpc,,desktop,0
SESS00000501,CUST000024,2023-07-01 21:47:00,1064,14,referral,cpc,,desktop,0
SESS00000502,CUST000148,2023-08-12 03:19:00,1023,12,facebook,referral,,tablet,0
SESS00000503,CUST000010,2023-08-21 09:53:00,1313,5,naver,social,,tablet,0
SESS00000504,CUST000046,2023-09-07 02:42:00,1693,3,google,(none),cmp_13,desktop,0
SESS00000505,CUST000148,2023-10-30 05:02:00,1308,6,facebook,email,cmp_13,desktop,0
SESS00000506,,2023-09-17 19:11:00,1597,6,email,social,cmp_18,desktop,0
SESS00000507,CUST000017,2023-11-08 17:50:00,1555,7,email,(none),cmp_20,mobile,0
SESS00000508,CUST000072,2023-11-15 20:54:00,314,10,google,email,,mobile,0
SESS00000509,CUST000105,2023-07-19 06:51:00,624,17,email,referral,cmp_8,desktop,0
SESS00000510,CUST000189,2023-10-13 12:27:00,1263,9,referral,cpc,,desktop,0
SESS00000511,CUST000064,2023-10-22 05:24:00,1280,5,email,social,cmp_15,desktop,0
SESS00000512,,2023-06-06 18:55:00,721,6,email,(none),,tablet,0
SESS00000513,,2023-11-03 08:56:00,992,1,facebook,referral,,tablet,0
SESS00000514,CUST000084,2023-07-24 10:38:00,206,16,direct,social,cmp_15,mobile,0
SESS00000515,CUST000002,2023-06-10 18:51:00,1215,11,naver,organic,,desktop,0
SESS00000516,CUST000073,2023-11-04 20:25:00,1375,13,email,email,,tablet,0
SESS00000517,CUST000117,2023-06-05 13:44:00,228,15,referral,(none),cmp_28,desktop,0
SESS00000518,CUST000067,2023-11-07 14:58:00,178,3,google,organic,,desktop,0
SESS00000519,,2023-09-23 03:21:00,813,16,naver,email,,desktop,1
SESS00000520,CUST000139,2023-10-08 13:01:00,1415,4,direct,email,,desktop,0
SESS00000521,,2023-07-17 06:18:00,1431,7,naver,referral,,desktop,0
SESS00000522,CUST000072,2023-08-22 00:41:00,696,14,direct,(none),,mobile,0
SESS00000523,CUST000035,2023-08-07 05:50:00,1158,14,google,email,,tablet,0
SESS00000524,,2023-09-23 03:19:00,78,5,naver,cpc,,tablet,0
SESS00000525,CUST000181,2023-10-04 13:47:00,363,13,naver,referral,,mobile,0
SESS00000526,,2023-08-03 16:41:00,598,19,facebook,(none),,tablet,0
SESS00000527,CUST000051,2023-08-22 16:22:00,462,1,referral,cpc,cmp_3,mobile,0
SESS00000528,CUST000154,2023-08-25 02:51:00,1260,7,google,social,,tablet,0
SESS00000529,CUST000182,2023-10-04 14:22:00,1083,13,direct,cpc,,desktop,0
SESS00000530,CUST000050,2023-09-17 06:16:00,632,10,facebook,(none),,desktop,0
SESS00000531,CUST000192,2023-08-02 07:06:00,1110,3,referral,organic,cmp_12,desktop,0
SESS00000532,CUST000183,2023-06-13 14:56:00,460,4,direct,social,cmp_12,desktop,0
SESS00000533,CUST000173,2023-09-14 04:24:00,511,13,direct,referral,cmp_2,tablet,0
SESS00000534,,2023-11-02 15:52:00,1025,9,direct,social,,tablet,0
SESS00000535,CUST000074,2023-10-07 22:21:00,293,19,naver,organic,,desktop,0
SESS00000536,,2023-06-08 07:30:00,807,15,direct,referral,,mobile,0
SESS00000537,CUST000123,2023-09-16 14:22:00,174,10,email,email,cmp_10,mobile,0
SESS00000538,,2023-07-24 20:49:00,435,2,email,referral,cmp_2,tablet,0
SESS00000539,CUST000072,2023-06-09 13:23:00,825,12,referral,referral,cmp_24,desktop,0
SESS00000540,CUST000135,2023-08-25 20:42:00,875,12,facebook,social,,mobile,0
SESS00000541,CUST000106,2023-09-19 01:40:00,1409,1,google,social,,tablet,0
SESS00000542,CUST000189,2023-08-02 09:37:00,1553,12,direct,cpc,cmp_23,tablet,0
SESS00000543,CUST000103,2023-08-20 02:05:00,1131,4,referral,social,,tablet,0
SESS00000544,,2023-08-10 12:27:00,166,10,referral,social,,desktop,0
SESS00000545,CUST000196,2023-11-13 13:32:00,1007,1,naver,(none),,tablet,0
SESS00000546,CUST000099,2023-10-19 04:45:00,1267,1,referral,social,,desktop,0
SESS00000547,,2023-10-29 11:01:00,1088,20,google,social,,tablet,0
SESS00000548,CUST000187,2023-07-17 18:45:00,390,16,direct,social,,desktop,0
SESS00000549,CUST000062,2023-11-07 17:27:00,367,5,google,social,cmp_3,mobile,0
SESS00000550,CUST000097,2023-06-09 09:31:00,639,15,facebook,organic,,mobile,0
SESS00000551,,2023-10-07 10:10:00,544,15,naver,social,,mobile,0
SESS00000552,CUST000073,2023-06-27 00:59:00,1538,6,referral,organic,,desktop,0
SESS00000553,,2023-06-22 17:58:00,1541,14,direct,social,,desktop,0
SESS00000554,CUST000024,2023-07-23 11:04:00,1045,7,google,organic,cmp_12,mobile,0
SESS00000555,,2023-09-16 10:34:00,1678,3,naver,organic,,tablet,0
SESS00000556,CUST000043,2023-11-25 03:31:00,1137,20,naver,social,,tablet,0
SESS00000557,CUST000078,2023-11-28 21:50:00,165,6,email,email,cmp_26,tablet,0
SESS00000558,,2023-06-29 12:29:00,716,20,facebook,organic,,mobile,0
SESS00000559,CUST000196,2023-10-25 02:35:00,1477,2,referral,cpc,,tablet,0
SESS00000560,CUST000099,2023-07-19 08:08:00,1450,20,facebook,social,,mobile,0
SESS00000561,,2023-10-26 14:47:00,1732,8,google,referral,,mobile,0
SESS00000562,CUST000040,2023-09-29 06:18:00,195,3,naver,(none),,mobile,0
SESS00000563,CUST000165,2023-08-31 11:12:00,1748,2,google,social,cmp_7,mobile,0
SESS00000564,CUST000116,2023-09-21 17:05:00,1385,4,google,referral,,tablet,0
SESS00000565,CUST000078,2023-11-17 10:20:00,945,14,referral,(none),,tablet,0
SESS00000566,CUST000078,2023-07-01 17:47:00,386,20,email,cpc,cmp_20,tablet,0
SESS00000567,CUST000107,2023-08-18 21:05:00,1275,4,google,email,,tablet,0
SESS00000568,,2023-09-06 22:39:00,201,1,google,(none),,tablet,0
SESS00000569,CUST000035,2023-07-02 12:34:00,299,14,email,organic,cmp_3,tablet,0
SESS00000570,CUST000164,2023-09-11 05:41:00,1611,13,email,referral,,mobile,1
SESS00000571,CUST000070,2023-10-06 18:51:00,1460,3,referral,cpc,cmp_19,mobile,0
SESS00000572,,2023-11-10 20:22:00,1018,5,facebook,referral,,mobile,0
SESS00000573,CUST000008,2023-06-12 20:42:00,958,9,email,social,,tablet,0
SESS00000574,,2023-10-21 14:07:00,306,20,naver,cpc,cmp_6,tablet,0
SESS00000575,CUST000132,2023-11-12 00:45:00,311,17,direct,cpc,,mobile,0
SESS00000576,CUST000047,2023-08-07 00:26:00,1613,12,naver,email,cmp_26,desktop,0
SESS00000577,CUST000088,2023-06-11 22:37:00,57,9,google,(none),,tablet,0
SESS00000578,CUST000101,2023-11-24 08:13:00,82,4,direct,social,,desktop,0
SESS00000579,CUST000132,2023-10-22 15:33:00,1051,17,direct,(none),,desktop,0
SESS00000580,,2023-11-05 19:53:00,496,3,facebook,email,,mobile,0
SESS00000581,CUST000036,2023-10-30 00:56:00,190,4,referral,organic,,mobile,0
SESS00000582,CUST000151,2023-08-10 21:48:00,925,3,email,referral,cmp_17,mobile,0
SESS00000583,CUST000185,2023-08-05 16:37:00,1643,11,referral,organic,,tablet,0
SESS00000584,CUST000151,2023-07-02 08:29:00,1666,19,referral,cpc,,mobile,0
SESS00000585,CUST000062,2023-10-29 11:56:00,200,14,direct,organic,,tablet,0
SESS00000586,CUST000169,2023-09-09 15:00:00,1664,18,naver,referral,,desktop,0
SESS00000587,CUST000198,2023-09-14 10:24:00,1420,5,email,organic,cmp_22,tablet,0
SESS00000588,CUST000041,2023-10-13 05:45:00,1108,1,google,referral,cmp_8,desktop,0
SESS00000589,CUST000131,2023-10-10 10:27:00,1106,10,referral,email,,desktop,0
SESS00000590,CUST000157,2023-09-11 08:20:00,1651,18,facebook,email,,tablet,0
SESS00000591,CUST000148,2023-09-30 10:09:00,172,8,naver,(none),cmp_16,desktop,0
SESS00000592,CUST000182,2023-08-24 19:40:00,334,17,referral,referral,,tablet,0
SESS00000593,,2023-06-23 21:04:00,1455,10,email,email,,mobile,0
SESS00000594,CUST000031,2023-11-14 03:50:00,1273,20,direct,email,cmp_8,desktop,0
SESS00000595,CUST000082,2023-06-19 11:49:00,1323,14,naver,cpc,,desktop,0
SESS00000596,CUST000185,2023-06-03 01:36:00,433,12,referral,referral,,mobile,0
SESS00000597,CUST000050,2023-06-10 02:48:00,1518,11,email,email,,mobile,0
SESS00000598,CUST000033,2023-10-13 08:48:00,1118,7,naver,(none),,desktop,0
SESS00000599,CUST000146,2023-11-08 16:49:00,530,14,referral,(none),cmp_3,tablet,0
SESS00000600,,2023-08-10 00:50:00,427,7,naver,referral,cmp_27,desktop,0
SESS00000601,CUST000062,2023-09-04 16:25:00,829,16,google,social,cmp_9,desktop,0
SESS00000602,CUST000150,2023-07-10 12:02:00,1269,14,direct,social,,desktop,0
SESS00000603,CUST000035,2023-06-13 20:21:00,1544,7,direct,(none),,desktop,0
SESS00000604,CUST000154,2023-11-24 04:45:00,1096,12,direct,email,,tablet,0
SESS00000605,CUST000189,2023-06-11 05:05:00,741,11,referral,(none),,mobile,0
SESS00000606,,2023-11-20 15:29:00,706,11,email,organic,cmp_6,desktop,0
SESS00000607,CUST000156,2023-09-03 12:30:00,1323,17,naver,social,,mobile,0
SESS00000608,CUST000006,2023-10-02 10:05:00,1374,19,referral,referral,,tablet,0
SESS00000609,CUST000096,2023-09-03 02:09:00,1182,9,naver,cpc,,tablet,0
SESS00000610,CUST000173,2023-06-26 13:58:00,574,20,email,organic,,tablet,0
SESS00000611,CUST000165,2023-08-26 21:36:00,984,9,direct,email,,desktop,0
SESS00000612,CUST000010,2023-10-02 00:23:00,677,10,referral,referral,cmp_26,tablet,0
SESS00000613,,2023-07-27 13:34:00,974,16,google,social,,tablet,0
SESS00000614,CUST000001,2023-10-28 08:49:00,1264,2,direct,email,,tablet,0
SESS00000615,,2023-08-28 06:23:00,1225,15,direct,cpc,,tablet,1
SESS00000616,CUST000086,2023-11-12 08:29:00,941,8,naver,referral,,mobile,0
SESS00000617,,2023-11-16 08:44:00,1108,16,facebook,organic,cmp_12,desktop,0
SESS00000618,CUST000066,2023-06-27 07:21:00,563,16,naver,cpc,cmp_11,tablet,0
SESS00000619,CUST000171,2023-08-20 04:15:00,1772,5,email,social,,desktop,0
SESS00000620,,2023-11-20 23:37:00,1619,12,direct,(none),,desktop,0
SESS00000621,CUST000168,2023-09-13 12:02:00,328,17,naver,(none),,mobile,0
SESS00000622,CUST000190,2023-11-15 20:19:00,919,1,naver,cpc,,desktop,0
SESS00000623,CUST000114,2023-11-10 22:06:00,531,16,referral,referral,,tablet,0
SESS00000624,CUST000143,2023-08-29 22:20:00,1181,11,google,referral,,desktop,0
SESS00000625,CUST000197,2023-09-12 01:07:00,955,1,facebook,referral,,mobile,1
SESS00000626,CUST000158,2023-11-21 00:42:00,1743,2,google,email,,desktop,0
SESS00000627,,2023-08-09 18:02:00,1011,18,direct,(none),,tablet,0
SESS00000628,CUST000102,2023-11-28 04:07:00,1544,12,email,organic,,tablet,0
SESS00000629,CUST000064,2023-08-30 06:50:00,887,16,facebook,social,,desktop,0
SESS00000630,CUST000012,2023-10-04 01:29:00,272,5,email,referral,cmp_25,mobile,0
SESS00000631,CUST000089,2023-06-28 06:39:00,24,3,naver,organic,cmp_15,desktop,0
SESS00000632,CUST000158,2023-07-29 13:25:00,1752,8,naver,email,,tablet,0
SESS00000633,CUST000017,2023-11-25 08:33:00,55,7,referral,(none),cmp_2,desktop,0
SESS00000634,CUST000094,2023-11-08 13:53:00,757,18,facebook,email,,tablet,0
SESS00000635,,2023-07-17 21:26:00,495,16,email,social,,mobile,0
SESS00000636,CUST000196,2023-10-12 12:27:00,1204,4,google,organic,,mobile,0
SESS00000637,CUST000068,2023-11-08 21:10:00,670,6,direct,cpc,,tablet,0
SESS00000638,CUST000146,2023-07-08 10:51:00,1277,10,direct,social,,desktop,0
SESS00000639,CUST000096,2023-11-27 06:11:00,777,11,naver,social,,mobile,0
