perf_id,ad_cmp_id,date,impressions,clicks,conversions,spend,cpc,cpa,ctr
PERF000338,AD00004,2023-07-10,86697,1177,81,132741,112.78,1638.78,1.36
PERF000339,AD00029,2023-08-13,9442,270,7,14840,54.96,2120.0,2.86
PERF000340,AD00020,2023-07-24,42751,527,16,101105,191.85,6319.06,1.23
PERF000341,AD00004,2023-07-12,22231,947,61,78487,82.88,1286.67,4.26
PERF000342,AD00028,2023-09-09,45346,782,60,196321,251.05,3272.02,1.72
PERF000343,AD00011,2023-07-21,27350,419,41,168475,402.09,4109.15,1.53
PERF000344,AD00015,2023-06-03,18864,200,7,155370,776.85,22195.71,1.06
PERF000345,AD00007,2023-07-26,27792,1253,38,62530,49.9,1645.53,4.51
PERF000346,AD00013,2023-08-04,54515,1566,25,186471,119.07,7458.84,2.87
PERF000347,AD00008,2023-11-19,57069,2358,101,7806,3.31,77.29,4.13
PERF000348,AD00029,2023-09-18,19611,804,52,96061,119.48,1847.33,4.1
PERF000349,AD00021,2023-08-03,99093,1215,42,102044,83.99,2429.62,1.23
PERF000350,AD00014,2023-06-15,11255,536,13,65510,122.22,5039.23,4.76
PERF000351,AD00038,2023-10-21,34857,1486,37,12613,8.49,340.89,4.26
PERF000352,AD00014,2023-08-09,94944,4435,360,17233,3.89,47.87,4.67
PERF000353,AD00009,2023-10-17,39797,1127,107,157443,139.7,1471.43,2.83
PERF000354,AD00002,2023-06-24,60535,2343,225,178517,76.19,793.41,3.87
PERF000355,AD00009,2023-08-14,7831,354,5,194323,548.94,38864.6,4.52
PERF000356,AD00027,2023-08-06,87580,3969,204,31631,7.97,155.05,4.53
PERF000357,AD00031,2023-11-12,84369,3175,123,73275,23.08,595.73,3.76
PERF000358,AD00027,2023-06-28,82565,3423,219,52940,15.47,241.74,4.15
PERF000359,AD00017,2023-06-13,51635,1259,73,145724,115.75,1996.22,2.44
PERF000360,AD00029,2023-07-10,89819,2583,60,137589,53.27,2293.15,2.88
PERF000361,AD00005,2023-07-17,21388,484,6,158336,327.14,26389.33,2.26
PERF000362,AD00022,2023-09-07,52668,2124,75,71773,33.79,956.97,4.03
PERF000363,AD00033,2023-07-08,33427,983,65,123323,125.46,1897.28,2.94
PERF000364,AD00037,2023-06-20,25419,355,6,17359,48.9,2893.17,1.4
PERF000365,AD00008,2023-10-14,61016,2967,40,187685,63.26,4692.12,4.86
PERF000366,AD00023,2023-11-24,73456,1956,181,166006,84.87,917.16,2.66
PERF000367,AD00004,2023-11-19,10690,301,4,132069,438.77,33017.25,2.82
PERF000368,AD00019,2023-11-25,5725,239,22,161831,677.12,7355.95,4.17
PERF000369,AD00010,2023-08-30,14574,488,32,71012,145.52,2219.12,3.35
PERF000370,AD00023,2023-07-16,79404,1805,161,33676,18.66,209.17,2.27
PERF000371,AD00032,2023-06-27,23631,402,36,106662,265.33,2962.83,1.7
PERF000372,AD00017,2023-08-03,29876,965,25,10626,11.01,425.04,3.23
PERF000373,AD00024,2023-08-14,20615,325,14,103797,319.38,7414.07,1.58
PERF000374,AD00021,2023-11-23,35166,1183,80,55425,46.85,692.81,3.36
PERF000375,AD00013,2023-06-01,91748,2897,79,80994,27.96,1025.24,3.16
PERF000376,AD00019,2023-08-17,59041,2662,226,84883,31.89,375.59,4.51
PERF000377,AD00033,2023-10-11,66417,2015,125,91663,45.49,733.3,3.03
PERF000378,AD00001,2023-08-09,61899,670,16,103091,153.87,6443.19,1.08
PERF000379,AD00040,2023-11-22,50482,2051,146,23709,11.56,162.39,4.06
PERF000380,AD00040,2023-08-20,25833,1072,53,72470,67.6,1367.36,4.15
PERF000381,AD00040,2023-11-27,24810,642,43,59841,93.21,1391.65,2.59
PERF000382,AD00011,2023-11-01,98134,2223,68,53493,24.06,786.66,2.27
PERF000383,AD00029,2023-10-06,63149,1437,36,99029,68.91,2750.81,2.28
PERF000384,AD00037,2023-07-10,3298,88,7,96564,1097.32,13794.86,2.67
PERF000385,AD00035,2023-06-22,19580,829,18,176473,212.87,9804.06,4.23
PERF000386,AD00024,2023-10-25,96043,4523,106,79930,17.67,754.06,4.71
PERF000387,AD00008,2023-06-19,43281,2032,194,112613,55.42,580.48,4.69
PERF000388,AD00014,2023-06-11,20875,702,26,179283,255.39,6895.5,3.36
PERF000389,AD00038,2023-09-11,31486,863,44,193796,224.56,4404.45,2.74
PERF000390,AD00010,2023-11-13,54556,921,60,82767,89.87,1379.45,1.69
PERF000391,AD00012,2023-06-11,57552,1443,57,72950,50.55,1279.82,2.51
PERF000392,AD00040,2023-10-10,4547,163,9,30453,186.83,3383.67,3.58
PERF000393,AD00013,2023-07-23,95876,1368,94,15603,11.41,165.99,1.43
PERF000394,AD00003,2023-08-09,76221,2391,207,189647,79.32,916.17,3.14
PERF000395,AD00011,2023-06-17,85196,1137,98,29736,26.15,303.43,1.33
PERF000396,AD00012,2023-06-20,49773,1989,111,34531,17.36,311.09,4.0
PERF000397,AD00024,2023-10-16,21139,946,55,145452,153.75,2644.58,4.48
PERF000398,AD00032,2023-09-11,40053,1832,35,157790,86.13,4508.29,4.57
PERF000399,AD00008,2023-10-14,43823,897,52,107095,119.39,2059.52,2.05
PERF000400,AD00020,2023-08-18,99314,1523,129,5251,3.45,40.71,1.53
PERF000401,AD00003,2023-09-08,24286,796,43,135502,170.23,3151.21,3.28
PERF000402,AD00029,2023-11-11,69736,2037,172,141519,69.47,822.78,2.92
PERF000403,AD00021,2023-09-08,84598,2205,209,109672,49.74,524.75,2.61
PERF000404,AD00020,2023-07-01,79091,2168,46,82645,38.12,1796.63,2.74
PERF000405,AD00012,2023-06-29,81021,1266,118,42966,33.94,364.12,1.56
PERF000406,AD00012,2023-06-20,26337,456,17,21767,47.73,1280.41,1.73
PERF000407,AD00003,2023-08-12,22377,771,44,34561,44.83,785.48,3.45
PERF000408,AD00019,2023-10-03,67988,3173,194,188505,59.41,971.68,4.67
PERF000409,AD00008,2023-06-24,62742,2792,140,111496,39.93,796.4,4.45
PERF000410,AD00038,2023-11-04,78864,3869,135,186050,48.09,1378.15,4.91
PERF000411,AD00034,2023-06-25,86418,1420,103,34070,23.99,330.78,1.64
PERF000412,AD00036,2023-06-06,8472,159,7,112432,707.12,16061.71,1.88
PERF000413,AD00002,2023-11-24,98665,1650,16,6411,3.89,400.69,1.67
PERF000414,AD00023,2023-07-21,99041,1629,65,147598,90.61,2270.74,1.64
PERF000415,AD00026,2023-07-19,13630,138,9,90626,656.71,10069.56,1.01
PERF000416,AD00012,2023-08-09,33017,1500,136,149135,99.42,1096.58,4.54
PERF000417,AD00001,2023-08-30,73502,2761,257,166466,60.29,647.73,3.76
PERF000418,AD00011,2023-11-16,74997,3051,47,123253,40.4,2622.4,4.07
PERF000419,AD00026,2023-10-15,92423,2522,211,119333,47.32,565.56,2.73
PERF000420,AD00016,2023-07-29,24240,1060,105,59213,55.86,563.93,4.37
PERF000421,AD00033,2023-11-04,51510,1902,170,58437,30.72,343.75,3.69
PERF000422,AD00014,2023-10-02,54413,2503,43,93138,37.21,2166.0,4.6
PERF000423,AD00008,2023-11-09,72084,3353,259,110510,32.96,426.68,4.65
PERF000424,AD00012,2023-09-10,60621,860,42,84876,98.69,2020.86,1.42
PERF000425,AD00007,2023-06-01,10749,189,13,46117,244.01,3547.46,1.76
PERF000426,AD00013,2023-07-28,94965,3262,61,146705,44.97,2405.0,3.43
PERF000427,AD00033,2023-07-28,46787,2147,110,162309,75.6,1475.54,4.59
PERF000428,AD00005,2023-10-14,63504,1461,137,198012,135.53,1445.34,2.3
PERF000429,AD00002,2023-09-12,64213,1908,35,16389,8.59,468.26,2.97
PERF000430,AD00028,2023-11-09,95811,2377,148,6644,2.8,44.89,2.48
PERF000431,AD00035,2023-10-12,14166,626,52,69844,111.57,1343.15,4.42
PERF000432,AD00005,2023-11-07,17703,507,25,112413,221.72,4496.52,2.86
PERF000433,AD00008,2023-09-26,66951,2530,105,160561,63.46,1529.15,3.78
PERF000434,AD00027,2023-10-27,70892,2532,148,83357,32.92,563.22,3.57
PERF000435,AD00023,2023-11-17,66205,1133,80,192745,170.12,2409.31,1.71
PERF000436,AD00010,2023-11-27,52221,1309,95,109661,83.77,1154.33,2.51
PERF000437,AD00035,2023-09-07,23389,806,33,29694,36.84,899.82,3.45
PERF000438,AD00009,2023-08-22,59748,1085,71,160497,147.92,2260.52,1.82
PERF000439,AD00037,2023-07-12,46013,1060,68,180941,170.7,2660.9,2.3
PERF000440,AD00028,2023-11-08,84422,874,43,83082,95.06,1932.14,1.04
PERF000441,AD00009,2023-10-27,80669,879,30,129565,147.4,4318.83,1.09
PERF000442,AD00010,2023-11-06,55002,1480,146,84826,57.31,581.0,2.69
PERF000443,AD00005,2023-09-21,76247,2649,141,152439,57.55,1081.13,3.47
PERF000444,AD00001,2023-10-20,79025,2235,160,135555,60.65,847.22,2.83
PERF000445,AD00017,2023-10-22,47129,1763,152,79508,45.1,523.08,3.74
PERF000446,AD00026,2023-08-10,10865,523,14,164452,314.44,11746.57,4.81
PERF000447,AD00033,2023-08-17,15751,416,13,125149,300.84,9626.85,2.64
PERF000448,AD00034,2023-11-09,46005,839,63,145623,173.57,2311.48,1.82
PERF000449,AD00035,2023-06-28,50914,1105,69,12328,11.16,178.67,2.17
PERF000450,AD00017,2023-08-14,42423,440,28,178770,406.3,6384.64,1.04
PERF000451,AD00033,2023-09-09,2299,53,1,13231,249.64,13231.0,2.31
PERF000452,AD00011,2023-09-11,19289,934,12,109913,117.68,9159.42,4.84
PERF000453,AD00019,2023-10-20,79882,3680,42,147701,40.14,3516.69,4.61
PERF000454,AD00012,2023-08-09,71076,3080,130,32361,10.51,248.93,4.33
PERF000455,AD00015,2023-06-01,73912,3332,205,54795,16.45,267.29,4.51
PERF000456,AD00003,2023-08-24,64237,1426,118,149458,104.81,1266.59,2.22
PERF000457,AD00016,2023-11-06,78988,3118,104,199907,64.11,1922.18,3.95
PERF000458,AD00007,2023-10-20,46564,1240,108,8819,7.11,81.66,2.66
PERF000459,AD00010,2023-09-23,49569,2310,32,60798,26.32,1899.94,4.66
PERF000460,AD00003,2023-11-21,46208,1793,140,110721,61.75,790.86,3.88
PERF000461,AD00007,2023-10-30,79176,1918,54,98699,51.46,1827.76,2.42
PERF000462,AD00025,2023-08-14,13725,443,35,55222,124.65,1577.77,3.23
PERF000463,AD00029,2023-10-17,88158,3860,382,118244,30.63,309.54,4.38
PERF000464,AD00029,2023-10-24,7787,234,12,194009,829.1,16167.42,3.01
PERF000465,AD00002,2023-11-15,16507,515,12,173490,336.87,14457.5,3.12
PERF000466,AD00003,2023-06-08,15810,557,15,102612,184.22,6840.8,3.52
PERF000467,AD00008,2023-06-13,31267,652,23,71077,109.01,3090.3,2.09
PERF000468,AD00009,2023-11-01,79027,3755,170,76895,20.48,452.32,4.75
PERF000469,AD00022,2023-09-17,74220,3421,157,103100,30.14,656.69,4.61
PERF000470,AD00011,2023-08-17,6061,152,12,38042,250.28,3170.17,2.51
PERF000471,AD00008,2023-08-22,46114,1588,78,130222,82.0,1669.51,3.44
PERF000472,AD00009,2023-08-20,56767,2311,61,52395,22.67,858.93,4.07
PERF000473,AD00008,2023-11-03,2037,47,1,171514,3649.23,171514.0,2.31
PERF000474,AD00019,2023-09-21,4853,98,3,106920,1091.02,35640.0,2.02
PERF000475,AD00020,2023-10-17,38823,1451,57,161575,111.35,2834.65,3.74
PERF000476,AD00015,2023-11-01,58288,1343,25,65754,48.96,2630.16,2.3
PERF000477,AD00035,2023-07-28,41965,429,36,40960,95.48,1137.78,1.02
PERF000478,AD00019,2023-08-25,96506,2307,44,188898,81.88,4293.14,2.39
PERF000479,AD00039,2023-06-15,1435,56,2,177598,3171.39,88799.0,3.9
PERF000480,AD00012,2023-06-24,9911,467,37,67083,143.65,1813.05,4.71
PERF000481,AD00010,2023-11-10,61727,1838,88,75962,41.33,863.2,2.98
PERF000482,AD00035,2023-11-12,72509,2846,186,150669,52.94,810.05,3.93
PERF000483,AD00021,2023-11-20,43104,1386,35,158211,114.15,4520.31,3.22
PERF000484,AD00020,2023-07-14,90295,3942,89,86953,22.06,977.0,4.37
PERF000485,AD00007,2023-09-12,16159,793,31,101532,128.04,3275.23,4.91
PERF000486,AD00040,2023-06-22,59802,757,30,18690,24.69,623.0,1.27
PERF000487,AD00034,2023-11-11,7181,176,11,72718,413.17,6610.73,2.45
PERF000488,AD00029,2023-09-25,41272,857,26,100976,117.82,3883.69,2.08
PERF000489,AD00014,2023-08-31,19500,427,37,196837,460.98,5319.92,2.19
PERF000490,AD00019,2023-06-29,61456,907,56,189111,208.5,3376.98,1.48
PERF000491,AD00037,2023-09-26,27140,553,47,163081,294.9,3469.81,2.04
PERF000492,AD00014,2023-06-10,44695,860,48,12939,15.05,269.56,1.92
PERF000493,AD00015,2023-07-20,17359,541,25,22995,42.5,919.8,3.12
PERF000494,AD00013,2023-08-01,85450,2635,168,52767,20.03,314.09,3.08
PERF000495,AD00028,2023-06-10,68237,1977,114,50896,25.74,446.46,2.9
PERF000496,AD00036,2023-06-18,47219,1972,104,129575,65.71,1245.91,4.18
PERF000497,AD00013,2023-06-03,38387,1654,81,87829,53.1,1084.31,4.31
PERF000498,AD00005,2023-08-20,24794,369,26,112110,303.82,4311.92,1.49
PERF000499,AD00021,2023-11-17,28879,1359,102,131518,96.78,1289.39,4.71
PERF000500,AD00033,2023-06-13,14307,436,38,98386,225.66,2589.11,3.05
PERF000501,AD00028,2023-11-23,63700,1116,39,105012,94.1,2692.62,1.75
PERF000502,AD00032,2023-06-23,97366,2839,218,47620,16.77,218.44,2.92
PERF000503,AD00038,2023-09-10,78181,3696,365,63847,17.27,174.92,4.73
PERF000504,AD00014,2023-09-10,18898,633,39,103584,163.64,2656.0,3.35
PERF000505,AD00028,2023-08-07,45755,553,34,158573,286.75,4663.91,1.21
PERF000506,AD00002,2023-11-24,5840,84,4,150254,1788.74,37563.5,1.44
PERF000507,AD00022,2023-10-01,30868,1021,59,66329,64.96,1124.22,3.31
PERF000508,AD00022,2023-07-12,13478,514,30,112373,218.62,3745.77,3.81
PERF000509,AD00034,2023-08-14,38681,650,23,77596,119.38,3373.74,1.68
PERF000510,AD00033,2023-10-11,39999,1390,131,180634,129.95,1378.89,3.48
PERF000511,AD00040,2023-09-26,77393,1921,48,102238,53.22,2129.96,2.48
PERF000512,AD00032,2023-08-24,84245,3234,133,141288,43.69,1062.32,3.84
PERF000513,AD00009,2023-10-11,98241,1419,89,51963,36.62,583.85,1.44
PERF000514,AD00010,2023-06-19,58816,2341,120,146246,62.47,1218.72,3.98
PERF000515,AD00039,2023-11-17,87844,3850,329,41086,10.67,124.88,4.38
PERF000516,AD00020,2023-10-14,71837,1257,81,123450,98.21,1524.07,1.75
PERF000517,AD00006,2023-09-27,2885,135,10,143705,1064.48,14370.5,4.68
PERF000518,AD00020,2023-08-07,44087,1870,151,59030,31.57,390.93,4.24
PERF000519,AD00028,2023-10-06,21955,678,30,142198,209.73,4739.93,3.09
PERF000520,AD00007,2023-06-22,24884,971,65,60029,61.82,923.52,3.9
PERF000521,AD00034,2023-10-07,45789,1835,158,34904,19.02,220.91,4.01
PERF000522,AD00006,2023-10-26,33212,1142,112,146235,128.05,1305.67,3.44
PERF000523,AD00006,2023-08-10,45113,1491,134,10941,7.34,81.65,3.31
PERF000524,AD00040,2023-11-16,95389,3139,270,32621,10.39,120.82,3.29
PERF000525,AD00029,2023-09-28,76640,910,34,151872,166.89,4466.82,1.19
PERF000526,AD00028,2023-09-17,77703,1422,119,102955,72.4,865.17,1.83
PERF000527,AD00006,2023-11-08,87113,1962,108,10417,5.31,96.45,2.25
PERF000528,AD00030,2023-06-04,88678,2016,43,108432,53.79,2521.67,2.27
PERF000529,AD00002,2023-07-02,16972,560,45,25924,46.29,576.09,3.3
PERF000530,AD00001,2023-08-03,70813,1064,65,129337,121.56,1989.8,1.5
PERF000531,AD00020,2023-07-05,85714,3826,158,68792,17.98,435.39,4.46
PERF000532,AD00028,2023-06-11,76231,942,54,145250,154.19,2689.81,1.24
PERF000533,AD00007,2023-10-07,95002,1417,50,20989,14.81,419.78,1.49
PERF000534,AD00009,2023-08-16,28810,1111,31,23265,20.94,750.48,3.86
PERF000535,AD00022,2023-11-26,70590,2106,92,110396,52.42,1199.96,2.98
PERF000536,AD00009,2023-09-21,11337,211,8,193907,918.99,24238.38,1.86
PERF000537,AD00039,2023-09-11,75494,1495,62,167183,111.83,2696.5,1.98
PERF000538,AD00004,2023-11-28,1932,67,3,117774,1757.82,39258.0,3.47
PERF000539,AD00006,2023-09-02,83951,4048,204,69568,17.19,341.02,4.82
PERF000540,AD00006,2023-11-14,44818,1991,166,67759,34.03,408.19,4.44
PERF000541,AD00038,2023-10-03,75461,1315,54,35327,26.86,654.2,1.74
PERF000542,AD00007,2023-09-06,39034,774,74,165810,214.22,2240.68,1.98
PERF000543,AD00003,2023-11-16,18566,808,74,128610,159.17,1737.97,4.35
PERF000544,AD00032,2023-07-17,60891,677,16,160844,237.58,10052.75,1.11
PERF000545,AD00027,2023-11-14,50572,1334,54,70371,52.75,1303.17,2.64
PERF000546,AD00019,2023-07-16,69319,921,76,72220,78.41,950.26,1.33
PERF000547,AD00005,2023-11-28,90516,2397,31,32483,13.55,1047.84,2.65
PERF000548,AD00040,2023-11-26,61532,2975,116,58670,19.72,505.78,4.83
PERF000549,AD00022,2023-10-16,84206,3937,184,74625,18.95,405.57,4.68
PERF000550,AD00003,2023-09-04,17310,199,13,148356,745.51,11412.0,1.15
PERF000551,AD00001,2023-07-05,65279,3212,34,42410,13.2,1247.35,4.92
PERF000552,AD00032,2023-09-16,28332,761,71,138460,181.94,1950.14,2.69
PERF000553,AD00007,2023-08-07,84068,1712,58,35424,20.69,610.76,2.04
PERF000554,AD00034,2023-10-27,31135,1048,85,10664,10.18,125.46,3.37
PERF000555,AD00037,2023-09-14,76383,3199,152,110416,34.52,726.42,4.19
PERF000556,AD00017,2023-11-25,87412,3882,257,186418,48.02,725.36,4.44
PERF000557,AD00001,2023-10-24,23767,402,23,77933,193.86,3388.39,1.69
PERF000558,AD00040,2023-10-09,60551,2459,217,96908,39.41,446.58,4.06
PERF000559,AD00008,2023-11-28,32081,1387,109,145938,105.22,1338.88,4.32
PERF000560,AD00030,2023-07-05,65351,975,33,56523,57.97,1712.82,1.49
PERF000561,AD00002,2023-11-12,56681,2394,230,36409,15.21,158.3,4.22
PERF000562,AD00007,2023-09-07,36519,1498,118,14205,9.48,120.38,4.1
PERF000563,AD00013,2023-08-18,28297,951,74,22040,23.18,297.84,3.36
PERF000564,AD00033,2023-10-05,27941,892,44,99147,111.15,2253.34,3.19
PERF000565,AD00033,2023-07-27,96983,1877,87,129491,68.99,1488.4,1.94
PERF000566,AD00029,2023-06-04,33908,466,34,163608,351.09,4812.0,1.37
PERF000567,AD00001,2023-11-07,15774,752,31,139388,185.36,4496.39,4.77
PERF000568,AD00027,2023-06-06,25417,808,36,96404,119.31,2677.89,3.18
PERF000569,AD00017,2023-07-13,6179,290,4,49665,171.26,12416.25,4.69
PERF000570,AD00015,2023-06-22,81112,924,63,123019,133.14,1952.68,1.14
PERF000571,AD00030,2023-07-05,1959,40,1,10159,253.97,10159.0,2.04
PERF000572,AD00004,2023-11-24,65847,2474,211,76332,30.85,361.76,3.76
PERF000573,AD00007,2023-10-23,29192,478,20,67966,142.19,3398.3,1.64
PERF000574,AD00036,2023-11-12,10867,134,7,166513,1242.63,23787.57,1.23
PERF000575,AD00020,2023-06-26,84137,3949,90,77626,19.66,862.51,4.69
PERF000576,AD00035,2023-09-28,4691,157,11,129431,824.4,11766.45,3.35
PERF000577,AD00010,2023-09-08,34522,1540,95,58657,38.09,617.44,4.46
PERF000578,AD00012,2023-07-16,49915,655,35,83262,127.12,2378.91,1.31
PERF000579,AD00010,2023-07-18,38960,411,34,186900,454.74,5497.06,1.05
PERF000580,AD00014,2023-07-15,55947,782,45,168016,214.85,3733.69,1.4
PERF000581,AD00004,2023-06-10,26220,582,33,31009,53.28,939.67,2.22
PERF000582,AD00025,2023-07-26,7587,219,5,109688,500.86,21937.6,2.89
PERF000583,AD00029,2023-11-25,86563,1453,136,44700,30.76,328.68,1.68
PERF000584,AD00003,2023-06-09,78929,1847,150,107478,58.19,716.52,2.34
PERF000585,AD00027,2023-07-05,10185,334,9,147528,441.7,16392.0,3.28
PERF000586,AD00038,2023-06-08,2307,54,2,87048,1612.0,43524.0,2.34
PERF000587,AD00002,2023-06-16,13554,403,8,152609,378.68,19076.12,2.97
PERF000588,AD00001,2023-06-07,61475,1146,59,54678,47.71,926.75,1.86
PERF000589,AD00003,2023-11-15,60175,1014,18,58528,57.72,3251.56,1.69
PERF000590,AD00035,2023-09-06,75235,876,48,24810,28.32,516.88,1.16
PERF000591,AD00025,2023-10-05,19682,342,4,71554,209.22,17888.5,1.74
PERF000592,AD00021,2023-08-11,98449,2589,51,135017,52.15,2647.39,2.63
PERF000593,AD00008,2023-10-24,22913,730,72,22931,31.41,318.49,3.19
PERF000594,AD00031,2023-06-02,60609,1228,39,19101,15.55,489.77,2.03
PERF000595,AD00010,2023-07-28,40522,880,71,39536,44.93,556.85,2.17
PERF000596,AD00012,2023-09-01,19903,272,12,42767,157.23,3563.92,1.37
PERF000597,AD00022,2023-07-17,29137,1353,46,26569,19.64,577.59,4.64
PERF000598,AD00010,2023-11-18,96738,1033,35,199486,193.11,5699.6,1.07
PERF000599,AD00029,2023-09-30,24631,616,7,181790,295.11,25970.0,2.5
PERF000600,AD00012,2023-09-16,85089,2979,114,63890,21.45,560.44,3.5
PERF000601,AD00009,2023-09-29,54605,718,37,83671,116.53,2261.38,1.31
PERF000602,AD00036,2023-06-07,89752,1378,131,186414,135.28,1423.01,1.54
PERF000603,AD00023,2023-10-28,71785,1725,76,39449,22.87,519.07,2.4
PERF000604,AD00007,2023-06-28,76362,2802,108,145777,52.03,1349.79,3.67
PERF000605,AD00038,2023-06-24,23377,986,57,111064,112.64,1948.49,4.22
PERF000606,AD00019,2023-11-03,71236,3233,106,150752,46.63,1422.19,4.54
PERF000607,AD00028,2023-10-10,89403,2400,70,104449,43.52,1492.13,2.68
PERF000608,AD00004,2023-06-03,66562,2064,78,72847,35.29,933.94,3.1
PERF000609,AD00002,2023-10-09,99199,1907,159,151142,79.26,950.58,1.92
PERF000610,AD00006,2023-10-23,15357,504,27,167453,332.25,6201.96,3.28
PERF000611,AD00037,2023-07-04,12239,336,4,110818,329.82,27704.5,2.75
PERF000612,AD00037,2023-10-14,27424,705,68,168925,239.61,2484.19,2.57
PERF000613,AD00009,2023-07-21,43734,2151,75,75520,35.11,1006.93,4.92
PERF000614,AD00033,2023-09-20,36444,1019,97,137165,134.61,1414.07,2.8
PERF000615,AD00011,2023-07-01,30360,1000,57,88508,88.51,1552.77,3.29
PERF000616,AD00018,2023-09-19,25574,407,35,49085,120.6,1402.43,1.59
PERF000617,AD00005,2023-07-13,27122,1077,58,199653,185.38,3442.29,3.97
PERF000618,AD00010,2023-06-04,48091,2217,22,59561,26.87,2707.32,4.61
PERF000619,AD00014,2023-06-01,8990,97,5,103802,1070.12,20760.4,1.08
PERF000620,AD00016,2023-08-14,98488,3798,175,67723,17.83,386.99,3.86
PERF000621,AD00038,2023-06-29,81240,828,46,154877,187.05,3366.89,1.02
PERF000622,AD00037,2023-06-24,16901,339,15,5694,16.8,379.6,2.01
PERF000623,AD00002,2023-10-27,13103,332,25,169567,510.74,6782.68,2.53
PERF000624,AD00010,2023-07-31,19201,718,20,124733,173.72,6236.65,3.74
PERF000625,AD00038,2023-11-20,70721,3380,209,125541,37.14,600.67,4.78
PERF000626,AD00040,2023-06-12,51882,537,43,93300,173.74,2169.77,1.04
PERF000627,AD00020,2023-10-18,11774,561,49,148553,264.8,3031.69,4.76
PERF000628,AD00028,2023-10-01,34818,889,12,11044,12.42,920.33,2.55
PERF000629,AD00039,2023-10-29,68508,1445,42,118917,82.3,2831.36,2.11
PERF000630,AD00008,2023-06-25,95766,4156,398,26622,6.41,66.89,4.34
PERF000631,AD00007,2023-10-12,12162,276,19,150567,545.53,7924.58,2.27
PERF000632,AD00024,2023-11-25,34965,810,18,155295,191.72,8627.5,2.32
PERF000633,AD00020,2023-07-09,3381,59,1,179255,3038.22,179255.0,1.75
PERF000634,AD00001,2023-06-18,48581,881,69,77806,88.32,1127.62,1.81
PERF000635,AD00027,2023-09-14,4928,137,5,155668,1136.26,31133.6,2.78
PERF000636,AD00039,2023-10-31,33818,721,64,76653,106.31,1197.7,2.13
PERF000637,AD00026,2023-09-19,58883,938,13,20351,21.7,1565.46,1.59
PERF000638,AD00036,2023-07-06,35995,1628,121,41511,25.5,343.07,4.52
PERF000639,AD00035,2023-06-24,91271,2763,256,176079,63.73,687.81,3.03
PERF000640,AD00015,2023-10-10,59554,2016,159,5295,2.63,33.3,3.39
PERF000641,AD00010,2023-09-09,19446,220,9,23357,106.17,2595.22,1.13
PERF000642,AD00032,2023-08-07,91285,2098,46,64611,30.8,1404.59,2.3
PERF000643,AD00023,2023-11-11,26251,694,16,63266,91.16,3954.12,2.64
PERF000644,AD00023,2023-09-25,3280,33,0,167465,5074.7,0.0,1.01
PERF000645,AD00007,2023-10-22,19283,618,24,148904,240.94,6204.33,3.2
PERF000646,AD00008,2023-11-23,55876,2655,176,170556,64.24,969.07,4.75
PERF000647,AD00021,2023-08-28,74985,803,56,109223,136.02,1950.41,1.07
PERF000648,AD00008,2023-06-09,8973,256,6,19517,76.24,3252.83,2.85
PERF000649,AD00017,2023-09-18,54529,596,10,152208,255.38,15220.8,1.09
PERF000650,AD00016,2023-10-12,19785,560,7,194636,347.56,27805.14,2.83
PERF000651,AD00012,2023-07-22,17666,577,57,169402,293.59,2971.96,3.27
PERF000652,AD00028,2023-06-18,46986,638,8,74334,116.51,9291.75,1.36
PERF000653,AD00035,2023-09-04,2511,75,3,90223,1202.97,30074.33,2.99
PERF000654,AD00015,2023-08-06,41901,1058,14,85074,80.41,6076.71,2.52
PERF000655,AD00012,2023-07-07,58646,1569,46,171202,109.12,3721.78,2.68
PERF000656,AD00020,2023-09-07,4296,61,1,67022,1098.72,67022.0,1.42
PERF000657,AD00001,2023-09-02,66433,2575,210,58728,22.81,279.66,3.88
PERF000658,AD00020,2023-10-04,20516,418,17,115586,276.52,6799.18,2.04
PERF000659,AD00006,2023-10-04,54717,1717,42,88322,51.44,2102.9,3.14
PERF000660,AD00007,2023-11-21,17543,755,52,53043,70.26,1020.06,4.3
PERF000661,AD00026,2023-09-24,1497,45,3,189442,4209.82,63147.33,3.01
PERF000662,AD00025,2023-08-29,92591,3826,366,39084,10.22,106.79,4.13
PERF000663,AD00018,2023-06-20,82448,3724,333,112156,30.12,336.8,4.52
PERF000664,AD00035,2023-09-22,67930,3005,102,168458,56.06,1651.55,4.42
PERF000665,AD00019,2023-09-30,62221,2687,187,156566,58.27,837.25,4.32
PERF000666,AD00004,2023-11-11,28222,690,9,33535,48.6,3726.11,2.44
PERF000667,AD00033,2023-08-17,66614,2173,216,43161,19.86,199.82,3.26
PERF000668,AD00009,2023-07-31,42052,1873,155,85635,45.72,552.48,4.45
PERF000669,AD00004,2023-08-18,96165,2574,196,104196,40.48,531.61,2.68
PERF000670,AD00036,2023-07-10,15478,248,9,172037,693.7,19115.22,1.6
PERF000671,AD00028,2023-08-04,80246,3172,133,98563,31.07,741.08,3.95
PERF000672,AD00017,2023-10-26,23553,251,11,186130,741.55,16920.91,1.07
PERF000673,AD00018,2023-08-12,85255,3643,287,31496,8.65,109.74,4.27
PERF000674,AD00040,2023-10-05,26633,848,14,43470,51.26,3105.0,3.18
PERF000675,AD00030,2023-08-03,1330,58,2,85405,1472.5,42702.5,4.36
