order_id,buyer_id,prod_code,order_date,quantity,unit_price,discount_rate,total_amount,status,channel
ORD000290,CUST000012,PROD0031,2023-09-04,5,108905,0.0,544525,COMPLETED,CALL
ORD000291,CUST000078,PROD0032,2023-07-17,5,269463,0.0,1347315,COMPLETED,CALL
ORD000292,CUST000037,PROD0004,2023-10-13,4,491699,0.05,1868456,CANCELLED,WEB
ORD000293,CUST000145,PROD0023,2023-09-09,2,471891,0.05,896592,REFUNDED,CALL
ORD000294,CUST000149,PROD0030,2023-08-20,1,454539,0.0,454539,COMPLETED,APP
ORD000295,CUST000171,PROD0007,2023-08-23,3,246973,0.1,666827,PROCESSING,WEB
ORD000296,CUST000160,PROD0017,2023-07-31,3,353192,0.05,1006597,REFUNDED,APP
ORD000297,CUST000107,PROD0012,2023-10-06,4,444290,0.0,1777160,COMPLETED,APP
ORD000298,CUST000107,PROD0026,2023-08-11,4,492289,0.0,1969156,COMPLETED,CALL
ORD000299,CUST000065,PROD0007,2023-12-02,3,246973,0.2,592735,COMPLETED,APP
ORD000300,CUST000111,PROD0013,2023-07-08,2,423298,0.05,804266,SHIPPED,WEB
ORD000301,CUST000123,PROD0032,2023-07-05,5,269463,0.1,1212583,SHIPPED,APP
ORD000302,CUST000086,PROD0017,2023-10-22,5,353192,0.0,1765960,COMPLETED,CALL
ORD000303,CUST000047,PROD0004,2023-07-26,3,491699,0.05,1401342,SHIPPED,WEB
ORD000304,CUST000132,PROD0048,2023-08-25,3,97493,0.0,292479,COMPLETED,CALL
ORD000305,CUST000073,PROD0023,2023-06-06,4,471891,0.0,1887564,COMPLETED,CALL
ORD000306,CUST000180,PROD0013,2023-10-26,5,423298,0.15,1799016,COMPLETED,WEB
ORD000307,CUST000082,PROD0023,2023-08-23,5,471891,0.05,2241482,SHIPPED,APP
ORD000308,CUST000024,PROD0025,2023-11-05,3,350797,0.05,999771,COMPLETED,WEB
ORD000309,CUST000049,PROD0041,2023-08-26,4,40359,0.15,137220,COMPLETED,APP
ORD000310,CUST000022,PROD0006,2023-07-12,3,215888,0.0,647664,COMPLETED,CALL
ORD000311,CUST000084,PROD0046,2023-08-08,5,185642,0.15,788978,COMPLETED,APP
ORD000312,CUST000106,PROD0048,2023-10-29,5,97493,0.05,463091,COMPLETED,WEB
ORD000313,CUST000007,PROD0009,2023-12-04,2,181593,0.15,308708,COMPLETED,CALL
ORD000314,CUST000024,PROD0014,2023-07-13,4,420983,0.0,1683932,COMPLETED,APP
ORD000315,CUST000160,PROD0004,2023-06-07,4,491699,0.1,1770116,SHIPPED,WEB
ORD000316,CUST000031,PROD0017,2023-11-06,2,353192,0.0,706384,COMPLETED,APP
ORD000317,CUST000090,PROD0015,2023-08-03,3,249346,0.05,710636,COMPLETED,WEB
ORD000318,CUST000152,PROD0011,2023-06-08,1,218517,0.15,185739,COMPLETED,APP
ORD000319,CUST000138,PROD0030,2023-10-17,3,454539,0.1,1227255,COMPLETED,CALL
ORD000320,CUST000158,PROD0012,2023-10-30,5,444290,0.05,2110377,COMPLETED,CALL
ORD000321,CUST000166,PROD0028,2023-10-13,5,174890,0.0,874450,CANCELLED,APP
ORD000322,CUST000158,PROD0015,2023-06-23,4,249346,0.0,997384,COMPLETED,APP
ORD000323,CUST000045,PROD0020,2023-06-03,1,321259,0.1,289133,SHIPPED,WEB
ORD000324,CUST000102,PROD0019,2023-09-29,5,353663,0.0,1768315,COMPLETED,APP
ORD000325,CUST000139,PROD0020,2023-06-03,4,321259,0.2,1028028,COMPLETED,WEB
ORD000326,CUST000002,PROD0036,2023-09-04,2,493697,0.05,938024,PROCESSING,APP
ORD000327,CUST000116,PROD0016,2023-07-12,4,472499,0.2,1511996,COMPLETED,APP
ORD000328,CUST000024,PROD0028,2023-11-08,2,174890,0.1,314802,SHIPPED,CALL
ORD000329,CUST000077,PROD0019,2023-11-14,5,353663,0.2,1414652,COMPLETED,WEB
ORD000330,CUST000021,PROD0012,2023-07-05,3,444290,0.0,1332870,COMPLETED,CALL
ORD000331,CUST000132,PROD0018,2023-11-27,5,37151,0.05,176467,COMPLETED,WEB
ORD000332,CUST000044,PROD0004,2023-10-15,1,491699,0.0,491699,REFUNDED,APP
ORD000333,CUST000076,PROD0009,2023-12-01,4,181593,0.15,617416,COMPLETED,WEB
ORD000334,CUST000044,PROD0001,2023-10-05,2,436523,0.0,873046,COMPLETED,APP
ORD000335,CUST000109,PROD0030,2023-11-26,1,454539,0.0,454539,COMPLETED,WEB
ORD000336,CUST000016,PROD0018,2023-12-16,4,37151,0.0,148604,COMPLETED,WEB
ORD000337,CUST000056,PROD0017,2023-09-06,1,353192,0.0,353192,REFUNDED,CALL
ORD000338,CUST000071,PROD0025,2023-12-15,4,350797,0.0,1403188,SHIPPED,WEB
ORD000339,CUST000057,PROD0030,2023-12-06,1,454539,0.1,409085,COMPLETED,WEB
ORD000340,CUST000138,PROD0025,2023-11-22,3,350797,0.0,1052391,COMPLETED,CALL
ORD000341,CUST000012,PROD0048,2023-10-19,5,97493,0.0,487465,COMPLETED,CALL
ORD000342,CUST000086,PROD0013,2023-09-01,1,423298,0.2,338638,COMPLETED,WEB
ORD000343,CUST000067,PROD0041,2023-09-20,3,40359,0.0,121077,COMPLETED,APP
ORD000344,CUST000173,PROD0008,2023-09-10,2,403112,0.0,806224,REFUNDED,CALL
ORD000345,CUST000138,PROD0045,2023-10-31,2,419533,0.0,839066,SHIPPED,WEB
ORD000346,CUST000046,PROD0032,2023-06-24,5,269463,0.0,1347315,CANCELLED,CALL
ORD000347,CUST000019,PROD0004,2023-08-31,2,491699,0.15,835888,COMPLETED,WEB
ORD000348,CUST000037,PROD0032,2023-07-30,3,269463,0.1,727550,SHIPPED,APP
ORD000349,CUST000129,PROD0047,2023-07-20,1,339007,0.15,288155,COMPLETED,CALL
ORD000350,CUST000040,PROD0017,2023-06-11,4,353192,0.15,1200852,COMPLETED,APP
ORD000351,CUST000158,PROD0045,2023-10-04,2,419533,0.1,755159,COMPLETED,APP
ORD000352,CUST000094,PROD0047,2023-09-28,3,339007,0.2,813616,SHIPPED,CALL
ORD000353,CUST000047,PROD0005,2023-10-14,2,140902,0.05,267713,COMPLETED,APP
ORD000354,CUST000158,PROD0024,2023-09-25,1,346370,0.2,277096,COMPLETED,APP
ORD000355,CUST000054,PROD0002,2023-11-06,3,292469,0.2,701925,COMPLETED,APP
ORD000356,CUST000020,PROD0043,2023-10-16,4,381143,0.0,1524572,COMPLETED,APP
ORD000357,CUST000161,PROD0010,2023-11-04,3,250359,0.0,751077,COMPLETED,APP
ORD000358,CUST000033,PROD0007,2023-10-12,1,246973,0.0,246973,SHIPPED,WEB
ORD000359,CUST000052,PROD0003,2023-07-22,1,459847,0.05,436854,COMPLETED,WEB
ORD000360,CUST000169,PROD0042,2023-09-08,4,38850,0.1,139860,COMPLETED,CALL
ORD000361,CUST000073,PROD0004,2023-09-02,2,491699,0.1,885058,SHIPPED,WEB
ORD000362,CUST000060,PROD0042,2023-10-04,1,38850,0.05,36907,SHIPPED,WEB
ORD000363,CUST000106,PROD0036,2023-12-08,4,493697,0.2,1579830,COMPLETED,CALL
ORD000364,CUST000016,PROD0040,2023-08-08,5,367069,0.0,1835345,SHIPPED,APP
ORD000365,CUST000023,PROD0014,2023-10-11,1,420983,0.0,420983,SHIPPED,CALL
ORD000366,CUST000112,PROD0013,2023-07-20,5,423298,0.15,1799016,COMPLETED,CALL
ORD000367,CUST000052,PROD0036,2023-12-09,5,493697,0.05,2345060,SHIPPED,CALL
ORD000368,CUST000170,PROD0023,2023-11-20,4,471891,0.15,1604429,COMPLETED,WEB
ORD000369,CUST000049,PROD0012,2023-10-19,4,444290,0.1,1599444,COMPLETED,WEB
ORD000370,CUST000155,PROD0039,2023-09-22,3,433656,0.0,1300968,COMPLETED,APP
ORD000371,CUST000109,PROD0027,2023-12-13,4,83407,0.2,266902,SHIPPED,CALL
ORD000372,CUST000068,PROD0037,2023-10-18,2,272693,0.05,518116,SHIPPED,CALL
ORD000373,CUST000073,PROD0024,2023-09-24,4,346370,0.05,1316206,COMPLETED,WEB
ORD000374,CUST000082,PROD0039,2023-06-05,5,433656,0.0,2168280,REFUNDED,APP
ORD000375,CUST000002,PROD0020,2023-07-27,2,321259,0.2,514014,COMPLETED,CALL
ORD000376,CUST000078,PROD0036,2023-10-09,5,493697,0.1,2221636,CANCELLED,WEB
ORD000377,CUST000029,PROD0003,2023-09-26,3,459847,0.0,1379541,COMPLETED,APP
ORD000378,CUST000173,PROD0016,2023-07-30,3,472499,0.2,1133997,COMPLETED,CALL
ORD000379,CUST000117,PROD0037,2023-07-26,1,272693,0.15,231789,COMPLETED,APP
ORD000380,CUST000051,PROD0032,2023-11-24,5,269463,0.2,1077852,CANCELLED,CALL
ORD000381,CUST000189,PROD0020,2023-06-10,5,321259,0.05,1525980,COMPLETED,WEB
ORD000382,CUST000098,PROD0023,2023-09-20,4,471891,0.2,1510051,COMPLETED,WEB
ORD000383,CUST000192,PROD0039,2023-06-03,4,433656,0.0,1734624,COMPLETED,WEB
ORD000384,CUST000093,PROD0035,2023-10-23,2,413894,0.0,827788,COMPLETED,WEB
ORD000385,CUST000045,PROD0004,2023-11-20,4,491699,0.05,1868456,SHIPPED,CALL
ORD000386,CUST000146,PROD0006,2023-07-27,4,215888,0.0,863552,SHIPPED,WEB
ORD000387,CUST000038,PROD0022,2023-06-22,4,130034,0.1,468122,SHIPPED,CALL
ORD000388,CUST000117,PROD0017,2023-06-22,4,353192,0.1,1271491,COMPLETED,CALL
ORD000389,CUST000038,PROD0049,2023-07-05,4,388944,0.1,1400198,COMPLETED,APP
ORD000390,CUST000191,PROD0037,2023-07-21,5,272693,0.1,1227118,REFUNDED,CALL
ORD000391,CUST000071,PROD0016,2023-06-19,3,472499,0.2,1133997,COMPLETED,CALL
ORD000392,CUST000170,PROD0006,2023-06-29,4,215888,0.05,820374,COMPLETED,WEB
ORD000393,CUST000094,PROD0023,2023-10-31,1,471891,0.2,377512,COMPLETED,APP
ORD000394,CUST000182,PROD0029,2023-11-07,2,325096,0.05,617682,COMPLETED,WEB
ORD000395,CUST000058,PROD0044,2023-09-04,2,281173,0.2,449876,SHIPPED,WEB
ORD000396,CUST000033,PROD0048,2023-06-14,2,97493,0.1,175487,CANCELLED,APP
ORD000397,CUST000004,PROD0022,2023-11-25,1,130034,0.0,130034,COMPLETED,WEB
ORD000398,CUST000097,PROD0014,2023-12-07,5,420983,0.0,2104915,COMPLETED,CALL
ORD000399,CUST000074,PROD0036,2023-10-02,5,493697,0.15,2098212,REFUNDED,CALL
ORD000400,CUST000196,PROD0002,2023-09-05,5,292469,0.15,1242993,COMPLETED,APP
ORD000401,CUST000050,PROD0004,2023-08-12,2,491699,0.2,786718,COMPLETED,APP
ORD000402,CUST000015,PROD0030,2023-11-15,1,454539,0.0,454539,COMPLETED,APP
ORD000403,CUST000194,PROD0043,2023-09-01,1,381143,0.0,381143,COMPLETED,CALL
ORD000404,CUST000112,PROD0015,2023-09-06,5,249346,0.15,1059720,COMPLETED,APP
ORD000405,CUST000141,PROD0039,2023-10-15,1,433656,0.0,433656,COMPLETED,APP
ORD000406,CUST000164,PROD0046,2023-06-06,1,185642,0.0,185642,CANCELLED,APP
ORD000407,CUST000098,PROD0032,2023-09-09,2,269463,0.0,538926,COMPLETED,APP
ORD000408,CUST000104,PROD0041,2023-08-17,2,40359,0.1,72646,COMPLETED,WEB
ORD000409,CUST000185,PROD0017,2023-09-08,1,353192,0.1,317872,CANCELLED,WEB
ORD000410,CUST000044,PROD0022,2023-09-09,2,130034,0.0,260068,SHIPPED,CALL
ORD000411,CUST000198,PROD0040,2023-11-08,2,367069,0.05,697431,COMPLETED,WEB
ORD000412,CUST000125,PROD0020,2023-11-02,3,321259,0.05,915588,COMPLETED,WEB
ORD000413,CUST000192,PROD0009,2023-10-27,5,181593,0.15,771770,SHIPPED,WEB
ORD000414,CUST000090,PROD0045,2023-11-28,5,419533,0.0,2097665,COMPLETED,WEB
ORD000415,CUST000192,PROD0037,2023-07-11,3,272693,0.0,818079,COMPLETED,CALL
ORD000416,CUST000035,PROD0012,2023-08-21,2,444290,0.15,755293,COMPLETED,APP
ORD000417,CUST000120,PROD0027,2023-08-17,4,83407,0.15,283583,CANCELLED,CALL
ORD000418,CUST000078,PROD0010,2023-12-17,2,250359,0.0,500718,COMPLETED,WEB
ORD000419,CUST000181,PROD0040,2023-08-08,5,367069,0.1,1651810,COMPLETED,CALL
ORD000420,CUST000066,PROD0015,2023-11-23,1,249346,0.0,249346,COMPLETED,APP
ORD000421,CUST000040,PROD0033,2023-11-02,4,475947,0.15,1618219,COMPLETED,WEB
ORD000422,CUST000113,PROD0032,2023-09-30,2,269463,0.0,538926,COMPLETED,WEB
ORD000423,CUST000119,PROD0049,2023-06-04,3,388944,0.05,1108490,COMPLETED,CALL
ORD000424,CUST000058,PROD0049,2023-07-23,1,388944,0.0,388944,CANCELLED,APP
ORD000425,CUST000182,PROD0032,2023-11-24,3,269463,0.2,646711,COMPLETED,WEB
ORD000426,CUST000125,PROD0026,2023-12-16,1,492289,0.1,443060,SHIPPED,APP
ORD000427,CUST000092,PROD0026,2023-11-04,5,492289,0.1,2215300,COMPLETED,CALL
ORD000428,CUST000011,PROD0034,2023-06-28,4,461314,0.05,1752993,SHIPPED,WEB
ORD000429,CUST000070,PROD0034,2023-10-16,4,461314,0.15,1568467,COMPLETED,APP
ORD000430,CUST000149,PROD0049,2023-11-09,1,388944,0.0,388944,COMPLETED,APP
ORD000431,CUST000088,PROD0050,2023-08-13,4,138215,0.0,552860,COMPLETED,CALL
ORD000432,CUST000015,PROD0045,2023-10-11,2,419533,0.05,797112,SHIPPED,APP
ORD000433,CUST000028,PROD0047,2023-10-07,1,339007,0.0,339007,SHIPPED,CALL
ORD000434,CUST000159,PROD0009,2023-09-09,4,181593,0.0,726372,COMPLETED,WEB
ORD000435,CUST000133,PROD0038,2023-11-30,2,291886,0.05,554583,COMPLETED,APP
ORD000436,CUST000191,PROD0046,2023-07-12,1,185642,0.0,185642,COMPLETED,APP
ORD000437,CUST000187,PROD0024,2023-06-22,5,346370,0.15,1472072,COMPLETED,CALL
ORD000438,CUST000181,PROD0011,2023-09-05,5,218517,0.05,1037955,COMPLETED,WEB
ORD000439,CUST000098,PROD0037,2023-11-16,2,272693,0.0,545386,PROCESSING,WEB
ORD000440,CUST000015,PROD0027,2023-08-18,3,83407,0.15,212687,SHIPPED,APP
ORD000441,CUST000083,PROD0041,2023-07-17,1,40359,0.0,40359,REFUNDED,WEB
ORD000442,CUST000184,PROD0049,2023-08-04,1,388944,0.05,369496,COMPLETED,APP
ORD000443,CUST000159,PROD0001,2023-11-03,4,436523,0.0,1746092,COMPLETED,CALL
ORD000444,CUST000138,PROD0030,2023-09-13,4,454539,0.0,1818156,COMPLETED,WEB
ORD000445,CUST000070,PROD0036,2023-08-11,5,493697,0.15,2098212,COMPLETED,WEB
ORD000446,CUST000014,PROD0012,2023-07-08,1,444290,0.15,377646,COMPLETED,WEB
ORD000447,CUST000010,PROD0043,2023-10-26,5,381143,0.0,1905715,COMPLETED,WEB
ORD000448,CUST000014,PROD0007,2023-09-15,2,246973,0.0,493946,COMPLETED,CALL
ORD000449,CUST000194,PROD0045,2023-11-27,5,419533,0.1,1887898,SHIPPED,WEB
ORD000450,CUST000133,PROD0048,2023-10-27,3,97493,0.0,292479,COMPLETED,APP
ORD000451,CUST000094,PROD0024,2023-09-06,1,346370,0.2,277096,COMPLETED,CALL
ORD000452,CUST000020,PROD0019,2023-09-29,2,353663,0.0,707326,COMPLETED,APP
ORD000453,CUST000097,PROD0034,2023-09-14,5,461314,0.0,2306570,COMPLETED,CALL
ORD000454,CUST000016,PROD0007,2023-10-25,5,246973,0.0,1234865,COMPLETED,CALL
ORD000455,CUST000179,PROD0046,2023-08-13,4,185642,0.1,668311,SHIPPED,APP
ORD000456,CUST000152,PROD0037,2023-11-07,3,272693,0.0,818079,COMPLETED,APP
ORD000457,CUST000151,PROD0047,2023-11-09,4,339007,0.05,1288226,SHIPPED,CALL
ORD000458,CUST000066,PROD0046,2023-08-14,2,185642,0.0,371284,COMPLETED,APP
ORD000459,CUST000185,PROD0008,2023-12-06,2,403112,0.2,644979,COMPLETED,APP
ORD000460,CUST000120,PROD0003,2023-08-25,3,459847,0.1,1241586,SHIPPED,WEB
ORD000461,CUST000003,PROD0041,2023-07-22,3,40359,0.0,121077,SHIPPED,APP
ORD000462,CUST000086,PROD0033,2023-10-19,3,475947,0.2,1142272,COMPLETED,CALL
ORD000463,CUST000098,PROD0022,2023-09-10,5,130034,0.1,585153,REFUNDED,WEB
ORD000464,CUST000056,PROD0022,2023-08-26,4,130034,0.05,494129,SHIPPED,CALL
ORD000465,CUST000040,PROD0031,2023-07-10,4,108905,0.2,348496,COMPLETED,APP
ORD000466,CUST000135,PROD0027,2023-12-08,1,83407,0.2,66725,COMPLETED,CALL
ORD000467,CUST000198,PROD0021,2023-10-21,5,438400,0.0,2192000,COMPLETED,CALL
ORD000468,CUST000097,PROD0023,2023-06-17,2,471891,0.0,943782,SHIPPED,APP
ORD000469,CUST000110,PROD0041,2023-10-15,2,40359,0.1,72646,COMPLETED,WEB
ORD000470,CUST000176,PROD0008,2023-12-18,3,403112,0.15,1027935,PROCESSING,CALL
ORD000471,CUST000010,PROD0018,2023-09-14,1,37151,0.05,35293,PROCESSING,APP
ORD000472,CUST000132,PROD0020,2023-07-26,5,321259,0.0,1606295,COMPLETED,APP
ORD000473,CUST000011,PROD0050,2023-07-22,1,138215,0.05,131304,COMPLETED,APP
ORD000474,CUST000145,PROD0010,2023-07-19,3,250359,0.05,713523,SHIPPED,CALL
ORD000475,CUST000090,PROD0050,2023-08-23,2,138215,0.2,221144,PROCESSING,CALL
ORD000476,CUST000198,PROD0009,2023-07-23,1,181593,0.05,172513,COMPLETED,CALL
ORD000477,CUST000034,PROD0001,2023-08-19,1,436523,0.15,371044,SHIPPED,WEB
ORD000478,CUST000098,PROD0030,2023-06-12,1,454539,0.1,409085,SHIPPED,CALL
ORD000479,CUST000090,PROD0002,2023-10-26,3,292469,0.15,745795,PROCESSING,APP
ORD000480,CUST000058,PROD0013,2023-08-13,3,423298,0.1,1142904,COMPLETED,APP
ORD000481,CUST000196,PROD0008,2023-08-09,2,403112,0.0,806224,COMPLETED,WEB
ORD000482,CUST000184,PROD0036,2023-10-10,1,493697,0.0,493697,COMPLETED,CALL
ORD000483,CUST000093,PROD0018,2023-07-07,3,37151,0.1,100307,COMPLETED,WEB
ORD000484,CUST000090,PROD0040,2023-08-26,5,367069,0.05,1743577,COMPLETED,WEB
ORD000485,CUST000137,PROD0044,2023-06-13,1,281173,0.05,267114,COMPLETED,APP
ORD000486,CUST000115,PROD0012,2023-11-28,5,444290,0.1,1999305,COMPLETED,CALL
ORD000487,CUST000131,PROD0040,2023-08-31,3,367069,0.0,1101207,SHIPPED,CALL
ORD000488,CUST000196,PROD0035,2023-06-21,4,413894,0.1,1490018,COMPLETED,CALL
ORD000489,CUST000136,PROD0007,2023-09-25,3,246973,0.15,629781,COMPLETED,APP
ORD000490,CUST000137,PROD0015,2023-07-28,2,249346,0.2,398953,PROCESSING,APP
ORD000491,CUST000107,PROD0026,2023-07-17,3,492289,0.2,1181493,PROCESSING,APP
ORD000492,CUST000133,PROD0032,2023-06-08,1,269463,0.05,255989,COMPLETED,APP
ORD000493,CUST000135,PROD0011,2023-08-12,3,218517,0.1,589995,COMPLETED,CALL
ORD000494,CUST000031,PROD0026,2023-11-30,1,492289,0.0,492289,COMPLETED,WEB
ORD000495,CUST000088,PROD0035,2023-09-27,4,413894,0.1,1490018,COMPLETED,CALL
ORD000496,CUST000070,PROD0036,2023-07-11,4,493697,0.05,1876048,COMPLETED,WEB
ORD000497,CUST000175,PROD0028,2023-12-18,4,174890,0.1,629604,SHIPPED,CALL
ORD000498,CUST000067,PROD0012,2023-11-17,1,444290,0.15,377646,CANCELLED,CALL
ORD000499,CUST000141,PROD0008,2023-10-30,5,403112,0.05,1914782,COMPLETED,WEB
ORD000500,CUST000130,PROD0012,2023-08-18,4,444290,0.0,1777160,COMPLETED,CALL
