event_id,email_send_id,event_type,event_time,device,link_url
EVT000358,ES001180,OPEN,2023-11-18 04:00:00,MOBILE,
EVT000359,ES001190,OPEN,2023-10-05 10:00:00,TABLET,
EVT000360,ES001190,CLICK,2023-10-05 10:17:00,DESKTOP,https://shop.example.com/promo/100
EVT000361,ES001191,OPEN,2023-07-13 09:00:00,MOBILE,
EVT000362,ES001195,OPEN,2023-07-18 20:00:00,MOBILE,
EVT000363,ES001195,CLICK,2023-07-18 20:12:00,TABLET,https://shop.example.com/promo/93
EVT000364,ES001196,OPEN,2023-07-19 17:00:00,TABLET,
EVT000365,ES001198,OPEN,2023-06-18 18:00:00,TABLET,
EVT000366,ES001203,OPEN,2023-06-20 17:00:00,TABLET,
EVT000367,ES001206,OPEN,2023-06-10 08:00:00,TABLET,
EVT000368,ES001228,OPEN,2023-10-21 09:00:00,TABLET,
EVT000369,ES001228,CLICK,2023-10-21 09:01:00,TABLET,https://shop.example.com/promo/40
EVT000370,ES001235,OPEN,2023-08-12 07:00:00,DESKTOP,
EVT000371,ES001240,OPEN,2023-11-05 11:00:00,TABLET,
EVT000372,ES001240,CLICK,2023-11-05 11:18:00,DESKTOP,https://shop.example.com/promo/20
EVT000373,ES001242,OPEN,2023-11-09 14:00:00,DESKTOP,
EVT000374,ES001244,OPEN,2023-09-28 18:00:00,MOBILE,
EVT000375,ES001249,OPEN,2023-11-18 06:00:00,TABLET,
EVT000376,ES001251,OPEN,2023-09-24 00:00:00,MOBILE,
EVT000377,ES001253,OPEN,2023-09-14 02:00:00,MOBILE,
EVT000378,ES001256,OPEN,2023-10-05 19:00:00,TABLET,
EVT000379,ES001258,OPEN,2023-06-10 19:00:00,DESKTOP,
EVT000380,ES001267,OPEN,2023-06-08 23:00:00,MOBILE,
EVT000381,ES001269,OPEN,2023-10-11 14:00:00,MOBILE,
EVT000382,ES001274,OPEN,2023-11-04 03:00:00,DESKTOP,
EVT000383,ES001275,OPEN,2023-08-23 01:00:00,DESKTOP,
EVT000384,ES001280,OPEN,2023-11-17 15:00:00,MOBILE,
EVT000385,ES001280,CLICK,2023-11-17 15:22:00,TABLET,https://shop.example.com/promo/56
EVT000386,ES001285,OPEN,2023-10-07 18:00:00,DESKTOP,
EVT000387,ES001286,OPEN,2023-09-27 02:00:00,MOBILE,
EVT000388,ES001291,OPEN,2023-08-15 13:00:00,DESKTOP,
EVT000389,ES001306,OPEN,2023-08-07 16:00:00,MOBILE,
EVT000390,ES001312,OPEN,2023-06-30 23:00:00,MOBILE,
EVT000391,ES001316,OPEN,2023-08-25 20:00:00,DESKTOP,
EVT000392,ES001316,CLICK,2023-08-25 20:26:00,MOBILE,https://shop.example.com/promo/96
EVT000393,ES001326,OPEN,2023-09-07 10:00:00,MOBILE,
EVT000394,ES001330,OPEN,2023-06-30 08:00:00,MOBILE,
EVT000395,ES001330,CLICK,2023-06-30 08:08:00,MOBILE,https://shop.example.com/promo/17
EVT000396,ES001334,OPEN,2023-11-02 12:00:00,DESKTOP,
EVT000397,ES001334,CLICK,2023-11-02 12:18:00,MOBILE,https://shop.example.com/promo/60
EVT000398,ES001335,OPEN,2023-08-09 02:00:00,TABLET,
EVT000399,ES001335,CLICK,2023-08-09 02:20:00,MOBILE,https://shop.example.com/promo/1
EVT000400,ES001337,OPEN,2023-09-10 23:00:00,MOBILE,
EVT000401,ES001344,OPEN,2023-09-02 20:00:00,MOBILE,
EVT000402,ES001349,OPEN,2023-08-14 01:00:00,DESKTOP,
EVT000403,ES001349,CLICK,2023-08-14 01:28:00,DESKTOP,https://shop.example.com/promo/38
EVT000404,ES001352,OPEN,2023-06-21 02:00:00,DESKTOP,
EVT000405,ES001353,OPEN,2023-06-05 08:00:00,TABLET,
EVT000406,ES001353,CLICK,2023-06-05 08:04:00,DESKTOP,https://shop.example.com/promo/61
EVT000407,ES001362,OPEN,2023-07-31 01:00:00,TABLET,
EVT000408,ES001362,CLICK,2023-07-31 01:16:00,TABLET,https://shop.example.com/promo/69
EVT000409,ES001364,OPEN,2023-10-22 22:00:00,DESKTOP,
EVT000410,ES001366,OPEN,2023-10-26 06:00:00,DESKTOP,
EVT000411,ES001370,OPEN,2023-10-19 18:00:00,MOBILE,
EVT000412,ES001374,OPEN,2023-07-04 05:00:00,DESKTOP,
EVT000413,ES001385,OPEN,2023-06-26 22:00:00,TABLET,
EVT000414,ES001385,CLICK,2023-06-26 22:28:00,DESKTOP,https://shop.example.com/promo/31
EVT000415,ES001390,OPEN,2023-10-24 16:00:00,MOBILE,
EVT000416,ES001391,OPEN,2023-11-01 04:00:00,MOBILE,
EVT000417,ES001391,CLICK,2023-11-01 04:21:00,DESKTOP,https://shop.example.com/promo/42
EVT000418,ES001393,OPEN,2023-10-30 19:00:00,TABLET,
EVT000419,ES001398,OPEN,2023-10-10 12:00:00,DESKTOP,
EVT000420,ES001403,OPEN,2023-07-09 02:00:00,MOBILE,
EVT000421,ES001407,OPEN,2023-10-24 00:00:00,TABLET,
EVT000422,ES001415,OPEN,2023-06-10 23:00:00,MOBILE,
EVT000423,ES001416,OPEN,2023-07-17 07:00:00,MOBILE,
EVT000424,ES001419,OPEN,2023-11-07 05:00:00,DESKTOP,
EVT000425,ES001424,OPEN,2023-10-10 04:00:00,DESKTOP,
EVT000426,ES001427,OPEN,2023-06-30 14:00:00,DESKTOP,
EVT000427,ES001433,OPEN,2023-07-08 10:00:00,DESKTOP,
EVT000428,ES001433,CLICK,2023-07-08 10:30:00,MOBILE,https://shop.example.com/promo/31
EVT000429,ES001437,OPEN,2023-11-11 12:00:00,MOBILE,
EVT000430,ES001437,CLICK,2023-11-11 12:20:00,DESKTOP,https://shop.example.com/promo/36
EVT000431,ES001439,OPEN,2023-09-22 04:00:00,MOBILE,
EVT000432,ES001452,OPEN,2023-11-22 23:00:00,TABLET,
EVT000433,ES001452,CLICK,2023-11-22 23:24:00,MOBILE,https://shop.example.com/promo/83
EVT000434,ES001456,OPEN,2023-10-26 13:00:00,MOBILE,
EVT000435,ES001468,OPEN,2023-10-31 03:00:00,MOBILE,
EVT000436,ES001468,CLICK,2023-10-31 03:29:00,TABLET,https://shop.example.com/promo/23
EVT000437,ES001476,OPEN,2023-06-23 11:00:00,TABLET,
EVT000438,ES001476,CLICK,2023-06-23 11:21:00,MOBILE,https://shop.example.com/promo/82
EVT000439,ES001486,OPEN,2023-06-14 03:00:00,TABLET,
EVT000440,ES001490,OPEN,2023-09-23 18:00:00,TABLET,
EVT000441,ES001499,OPEN,2023-11-17 07:00:00,MOBILE,
EVT000442,ES001502,OPEN,2023-06-14 22:00:00,TABLET,
EVT000443,ES001504,OPEN,2023-10-09 02:00:00,MOBILE,
EVT000444,ES001519,OPEN,2023-08-13 11:00:00,TABLET,
EVT000445,ES001523,OPEN,2023-09-13 20:00:00,DESKTOP,
EVT000446,ES001524,OPEN,2023-08-12 01:00:00,TABLET,
EVT000447,ES001526,OPEN,2023-10-16 18:00:00,MOBILE,
EVT000448,ES001527,OPEN,2023-09-28 07:00:00,MOBILE,
EVT000449,ES001531,OPEN,2023-07-21 16:00:00,MOBILE,
EVT000450,ES001537,OPEN,2023-09-04 22:00:00,DESKTOP,
EVT000451,ES001538,OPEN,2023-07-24 04:00:00,DESKTOP,
EVT000452,ES001539,OPEN,2023-07-25 10:00:00,MOBILE,
EVT000453,ES001539,CLICK,2023-07-25 10:25:00,MOBILE,https://shop.example.com/promo/5
EVT000454,ES001542,OPEN,2023-08-03 15:00:00,TABLET,
EVT000455,ES001550,OPEN,2023-07-15 12:00:00,MOBILE,
EVT000456,ES001550,CLICK,2023-07-15 12:17:00,TABLET,https://shop.example.com/promo/72
EVT000457,ES001553,OPEN,2023-10-05 04:00:00,DESKTOP,
EVT000458,ES001565,OPEN,2023-10-14 10:00:00,DESKTOP,
EVT000459,ES001582,OPEN,2023-06-22 20:00:00,TABLET,
EVT000460,ES001584,OPEN,2023-09-19 09:00:00,MOBILE,
EVT000461,ES001584,CLICK,2023-09-19 09:26:00,DESKTOP,https://shop.example.com/promo/48
EVT000462,ES001588,OPEN,2023-08-13 09:00:00,MOBILE,
EVT000463,ES001591,OPEN,2023-06-03 09:00:00,DESKTOP,
EVT000464,ES001591,CLICK,2023-06-03 09:01:00,DESKTOP,https://shop.example.com/promo/44
EVT000465,ES001608,OPEN,2023-11-19 15:00:00,MOBILE,
EVT000466,ES001616,OPEN,2023-06-17 02:00:00,TABLET,
EVT000467,ES001621,OPEN,2023-11-18 01:00:00,MOBILE,
EVT000468,ES001623,OPEN,2023-08-20 21:00:00,MOBILE,
EVT000469,ES001624,OPEN,2023-07-27 00:00:00,MOBILE,
EVT000470,ES001629,OPEN,2023-06-07 16:00:00,MOBILE,
EVT000471,ES001633,OPEN,2023-10-11 20:00:00,DESKTOP,
EVT000472,ES001639,OPEN,2023-06-03 22:00:00,DESKTOP,
EVT000473,ES001661,OPEN,2023-10-12 14:00:00,MOBILE,
EVT000474,ES001662,OPEN,2023-06-11 13:00:00,TABLET,
EVT000475,ES001662,CLICK,2023-06-11 13:15:00,TABLET,https://shop.example.com/promo/94
EVT000476,ES001663,OPEN,2023-11-19 00:00:00,TABLET,
EVT000477,ES001664,OPEN,2023-09-16 11:00:00,DESKTOP,
EVT000478,ES001664,CLICK,2023-09-16 11:05:00,TABLET,https://shop.example.com/promo/73
EVT000479,ES001666,OPEN,2023-06-09 17:00:00,MOBILE,
EVT000480,ES001673,OPEN,2023-10-18 02:00:00,MOBILE,
EVT000481,ES001673,CLICK,2023-10-18 02:06:00,DESKTOP,https://shop.example.com/promo/84
EVT000482,ES001682,OPEN,2023-07-06 11:00:00,TABLET,
EVT000483,ES001685,OPEN,2023-07-08 19:00:00,DESKTOP,
EVT000484,ES001685,CLICK,2023-07-08 19:01:00,TABLET,https://shop.example.com/promo/43
EVT000485,ES001692,OPEN,2023-10-12 16:00:00,TABLET,
EVT000486,ES001697,OPEN,2023-07-18 01:00:00,DESKTOP,
EVT000487,ES001697,CLICK,2023-07-18 01:02:00,DESKTOP,https://shop.example.com/promo/32
EVT000488,ES001703,OPEN,2023-11-12 14:00:00,DESKTOP,
EVT000489,ES001703,CLICK,2023-11-12 14:18:00,TABLET,https://shop.example.com/promo/32
EVT000490,ES001704,OPEN,2023-11-04 15:00:00,TABLET,
EVT000491,ES001705,OPEN,2023-09-12 11:00:00,DESKTOP,
EVT000492,ES001707,OPEN,2023-06-21 00:00:00,MOBILE,
EVT000493,ES001707,CLICK,2023-06-21 00:02:00,DESKTOP,https://shop.example.com/promo/98
EVT000494,ES001717,OPEN,2023-07-04 15:00:00,TABLET,
EVT000495,ES001720,OPEN,2023-11-10 07:00:00,TABLET,
EVT000496,ES001721,OPEN,2023-11-27 20:00:00,MOBILE,
EVT000497,ES001721,CLICK,2023-11-27 20:09:00,DESKTOP,https://shop.example.com/promo/31
EVT000498,ES001728,OPEN,2023-10-05 15:00:00,DESKTOP,
EVT000499,ES001729,OPEN,2023-10-04 05:00:00,TABLET,
EVT000500,ES001731,OPEN,2023-11-12 18:00:00,TABLET,
EVT000501,ES001736,OPEN,2023-07-18 03:00:00,MOBILE,
EVT000502,ES001739,OPEN,2023-09-25 11:00:00,MOBILE,
EVT000503,ES001742,OPEN,2023-09-13 15:00:00,TABLET,
EVT000504,ES001744,OPEN,2023-07-30 14:00:00,MOBILE,
EVT000505,ES001746,OPEN,2023-07-19 06:00:00,MOBILE,
EVT000506,ES001751,OPEN,2023-06-24 16:00:00,TABLET,
EVT000507,ES001753,OPEN,2023-07-06 14:00:00,DESKTOP,
EVT000508,ES001753,CLICK,2023-07-06 14:30:00,MOBILE,https://shop.example.com/promo/6
EVT000509,ES001754,OPEN,2023-10-26 07:00:00,MOBILE,
EVT000510,ES001760,OPEN,2023-07-22 05:00:00,TABLET,
EVT000511,ES001761,OPEN,2023-09-13 06:00:00,MOBILE,
EVT000512,ES001769,OPEN,2023-11-08 15:00:00,DESKTOP,
EVT000513,ES001769,CLICK,2023-11-08 15:03:00,DESKTOP,https://shop.example.com/promo/3
EVT000514,ES001773,OPEN,2023-08-05 16:00:00,MOBILE,
EVT000515,ES001776,OPEN,2023-08-01 07:00:00,DESKTOP,
EVT000516,ES001777,OPEN,2023-07-09 09:00:00,MOBILE,
EVT000517,ES001785,OPEN,2023-06-27 11:00:00,TABLET,
EVT000518,ES001788,OPEN,2023-09-26 14:00:00,TABLET,
EVT000519,ES001790,OPEN,2023-09-06 05:00:00,TABLET,
EVT000520,ES001791,OPEN,2023-06-02 19:00:00,MOBILE,
EVT000521,ES001792,OPEN,2023-10-24 06:00:00,MOBILE,
EVT000522,ES001799,OPEN,2023-10-11 11:00:00,DESKTOP,
EVT000523,ES001804,OPEN,2023-09-13 14:00:00,MOBILE,
EVT000524,ES001806,OPEN,2023-11-16 03:00:00,TABLET,
EVT000525,ES001807,OPEN,2023-09-11 10:00:00,TABLET,
EVT000526,ES001807,CLICK,2023-09-11 10:24:00,TABLET,https://shop.example.com/promo/11
EVT000527,ES001810,OPEN,2023-10-04 22:00:00,MOBILE,
EVT000528,ES001810,CLICK,2023-10-04 22:10:00,TABLET,https://shop.example.com/promo/84
EVT000529,ES001812,OPEN,2023-08-14 16:00:00,DESKTOP,
EVT000530,ES001814,OPEN,2023-10-27 11:00:00,TABLET,
EVT000531,ES001815,OPEN,2023-06-15 13:00:00,DESKTOP,
EVT000532,ES001815,CLICK,2023-06-15 13:02:00,MOBILE,https://shop.example.com/promo/3
EVT000533,ES001826,OPEN,2023-11-16 23:00:00,TABLET,
EVT000534,ES001830,OPEN,2023-11-18 10:00:00,DESKTOP,
EVT000535,ES001831,OPEN,2023-07-12 12:00:00,DESKTOP,
EVT000536,ES001833,OPEN,2023-11-27 01:00:00,MOBILE,
EVT000537,ES001837,OPEN,2023-06-28 10:00:00,TABLET,
EVT000538,ES001839,OPEN,2023-09-21 18:00:00,DESKTOP,
EVT000539,ES001840,OPEN,2023-11-01 06:00:00,DESKTOP,
EVT000540,ES001848,OPEN,2023-10-19 14:00:00,TABLET,
EVT000541,ES001848,CLICK,2023-10-19 14:11:00,TABLET,https://shop.example.com/promo/8
EVT000542,ES001850,OPEN,2023-08-22 15:00:00,DESKTOP,
EVT000543,ES001851,OPEN,2023-07-31 13:00:00,TABLET,
EVT000544,ES001851,CLICK,2023-07-31 13:03:00,MOBILE,https://shop.example.com/promo/37
EVT000545,ES001857,OPEN,2023-10-18 10:00:00,MOBILE,
EVT000546,ES001857,CLICK,2023-10-18 10:19:00,DESKTOP,https://shop.example.com/promo/24
EVT000547,ES001867,OPEN,2023-10-21 07:00:00,MOBILE,
EVT000548,ES001872,OPEN,2023-11-26 15:00:00,DESKTOP,
EVT000549,ES001876,OPEN,2023-11-05 14:00:00,TABLET,
EVT000550,ES001876,CLICK,2023-11-05 14:08:00,MOBILE,https://shop.example.com/promo/90
EVT000551,ES001878,OPEN,2023-06-14 16:00:00,DESKTOP,
EVT000552,ES001885,OPEN,2023-08-04 22:00:00,DESKTOP,
EVT000553,ES001886,OPEN,2023-06-26 12:00:00,MOBILE,
EVT000554,ES001886,CLICK,2023-06-26 12:21:00,DESKTOP,https://shop.example.com/promo/75
EVT000555,ES001887,OPEN,2023-09-08 02:00:00,MOBILE,
EVT000556,ES001900,OPEN,2023-06-04 11:00:00,TABLET,
EVT000557,ES001901,OPEN,2023-07-24 04:00:00,DESKTOP,
EVT000558,ES001908,OPEN,2023-06-20 14:00:00,MOBILE,
EVT000559,ES001910,OPEN,2023-06-05 21:00:00,DESKTOP,
EVT000560,ES001913,OPEN,2023-11-29 10:00:00,MOBILE,
EVT000561,ES001913,CLICK,2023-11-29 10:16:00,DESKTOP,https://shop.example.com/promo/7
EVT000562,ES001917,OPEN,2023-10-06 04:00:00,DESKTOP,
EVT000563,ES001918,OPEN,2023-11-23 13:00:00,TABLET,
EVT000564,ES001925,OPEN,2023-08-03 13:00:00,DESKTOP,
EVT000565,ES001925,CLICK,2023-08-03 13:14:00,TABLET,https://shop.example.com/promo/18
EVT000566,ES001926,OPEN,2023-07-13 14:00:00,MOBILE,
EVT000567,ES001929,OPEN,2023-11-20 14:00:00,DESKTOP,
EVT000568,ES001929,CLICK,2023-11-20 14:06:00,TABLET,https://shop.example.com/promo/86
EVT000569,ES001938,OPEN,2023-07-10 13:00:00,TABLET,
EVT000570,ES001948,OPEN,2023-11-10 16:00:00,MOBILE,
EVT000571,ES001961,OPEN,2023-07-09 13:00:00,MOBILE,
EVT000572,ES001971,OPEN,2023-11-09 01:00:00,MOBILE,
EVT000573,ES001974,OPEN,2023-10-30 16:00:00,DESKTOP,
EVT000574,ES001975,OPEN,2023-06-15 00:00:00,MOBILE,
EVT000575,ES001976,OPEN,2023-08-22 09:00:00,DESKTOP,
EVT000576,ES001976,CLICK,2023-08-22 09:21:00,TABLET,https://shop.example.com/promo/11
EVT000577,ES001982,OPEN,2023-09-03 07:00:00,DESKTOP,
EVT000578,ES001993,OPEN,2023-07-30 00:00:00,DESKTOP,
EVT000579,ES001994,OPEN,2023-06-23 06:00:00,DESKTOP,
EVT000580,ES001994,CLICK,2023-06-23 06:14:00,MOBILE,https://shop.example.com/promo/64
EVT000581,ES001997,OPEN,2023-09-09 04:00:00,TABLET,
