report_id,competitor_id,our_campaign_ref,our_product_ids,competitor_product_ids,channels_analyzed,poached_influencer_ids,report_date,source,sov_google_ads_pct,sov_google_ads_trend,sov_meta_ads_pct,sov_meta_ads_trend,sov_tiktok_ads_pct,sov_tiktok_ads_trend,sov_naver_ads_pct,sov_naver_ads_trend,sov_kakao_moment_pct,sov_kakao_moment_trend,sov_youtube_pct,sov_youtube_trend,sov_instagram_pct,sov_instagram_trend,sov_twitter_x_pct,sov_twitter_x_trend,sov_linkedin_pct,sov_linkedin_trend,sov_email_pct,sov_email_trend,sov_sms_pct,sov_sms_trend,sov_push_notification_pct,sov_push_notification_trend,sov_display_network_pct,sov_display_network_trend,sov_native_ad_pct,sov_native_ad_trend,sov_affiliate_pct,sov_affiliate_trend,sov_programmatic_pct,sov_programmatic_trend,sov_ott_ads_pct,sov_ott_ads_trend,sov_podcast_ads_pct,sov_podcast_ads_trend,sov_influencer_pct,sov_influencer_trend,sov_offline_event_pct,sov_offline_event_trend,traffic_raw,traffic_norm,traffic_pct,traffic_delta,traffic_yoy,traffic_mom,traffic_avg7d,traffic_avg30d,traffic_median,traffic_p75,traffic_std,traffic_min,traffic_max,traffic_organic,traffic_paid,traffic_cumul,traffic_our_val,traffic_comp_val,traffic_gap,traffic_rank,traffic_index,traffic_score,traffic_trend_val,traffic_benchmark,social_raw,social_norm,social_pct,social_delta,social_yoy,social_mom,social_avg7d,social_avg30d,social_median,social_p75,social_std,social_min,social_max,social_organic,social_paid,social_cumul,social_our_val,social_comp_val,social_gap,social_rank,social_index,social_score,social_trend_val,social_benchmark,search_raw,search_norm,search_pct,search_delta,search_yoy,search_mom,search_avg7d,search_avg30d,search_median,search_p75,search_std,search_min,search_max,search_organic,search_paid,search_cumul,search_our_val,search_comp_val,search_gap,search_rank,search_index,search_score,search_trend_val,search_benchmark,brand_raw,brand_norm,brand_pct,brand_delta,brand_yoy,brand_mom,brand_avg7d,brand_avg30d,brand_median,brand_p75,brand_std,brand_min,brand_max,brand_organic,brand_paid,brand_cumul,brand_our_val,brand_comp_val,brand_gap,brand_rank,brand_index,brand_score,brand_trend_val,brand_benchmark,pricing_raw,pricing_norm,pricing_pct,pricing_delta,pricing_yoy,pricing_mom,pricing_avg7d,pricing_avg30d,pricing_median,pricing_p75,pricing_std,pricing_min,pricing_max,pricing_organic,pricing_paid,pricing_cumul,pricing_our_val,pricing_comp_val,pricing_gap,pricing_rank,pricing_index,pricing_score,pricing_trend_val,pricing_benchmark,threat_level,market_share_pct,price_index
CI-4y34rn3gsm6s,,CAMP-0127,PRD-463|PRD-183|PRD-131,COMP_PRD-153|COMP_PRD-2|COMP_PRD-113|COMP_PRD-170|COMP_PRD-85,instagram|google_ads|naver_ads|sms|push_notification|display_network,UNKNOWN,27.03.2023,UNKNOWN,22.46,up,7.43,급증,25.59,stable,6.82,stable,12.28,급증,29.66,stable,12.34,down,19.98,volatile,19.85,급감,29.22,급증,19.27,volatile,25.89,급감,3.73,up,24.71,stable,20.01,급증,16.52,,22.36,up,1.38,stable,6.23,down,12.25,stable,1547.0,167.96,24.88,90.72,95.31,14.62,42.09,129.57,114.63,54.1,54.84,1013.0000000000001,201.06,15.58,0.0,76.76,52.65,86.65,95.26,212.67,242.9,74.54,76.78,172.61,1.69,39.26,82.21,5.67,167.74,50.21,166.81,39.72,0.28,10.14,183.1,44.81,165.08,163.97,68.36,11.4,33.11,40.59,0.0,124.09,17.28,6.81,113.02,69.16,87.42,76.26,78.82,0.0,69.86,357.39,89.52,121.85,5.39,217.49,280.31,156.42,34.65,39.73,10.77,39.97,75.54,137.31,130.15,42.1,2.75,125.53,15.15,16.9,210.05,30.7,5.6,11.25,31.31,151.28,108.73,147.06,38.94,244.72,220.96,20.4,271.05,18.51,248.55,41.77,170.92,147.7,43.3,10.69,27.9,27.88,46.0,241.27,39.16,54.49,377.59,109.39,114.55,207.84,172.02,194.96,25.64,94.06,23.68,137.94,224.57,102.95,58.79,62.97,57.43,48.1,79.31,286.37,48.67,139.17,34.57,72.3,low,34.87,149.7
CI-1jq2b6d57xse,COMP-20,UNKNOWN,PRD-155,COMP_PRD-98|COMP_PRD-79|COMP_PRD-178,display_network|push_notification|affiliate|instagram|linkedin|offline_event,미입력,27-09-2025,similarweb,3.65,급감,22.07,volatile,17.01,volatile,7.04,volatile,13.81,급감,0.23,급감,22.66,급증,17.33,up,1.85,up,6.48,급감,12.78,up,28.44,up,20.87,stablx,29.81,volatile,9.62,N/A,20.36,stable,4.86,급감,24.74,up,9.2,급감,4.64,down,399.02,17.12,128.4,184.2,76.42,119.09,27.46,26.64,90.65,16.45,63.81,61.72,234.24,11867.0,0.0,137.23,17.45,0.0,70.3,60.26,85.77,92.78,14.02,215.03,144.92,7.25,185.27,1.88,23.2,35.84,151.84,19.48,95.82,97.3,73.66,16.57,0.0,179.5,32.75,12.93,49.16,48.23,22.58,34.27,227.99,33.56,216.05,125.76,30.42,41.2,43.58,13.46,18.1,32.36,152.17,4.84,41.95,297.0,95.4,332.87,274.37,208.88,314.97,1.81,34.93,0.0,62.02,20.62,50.08,89.17,10.24,98.21,23.35,9.75,28.59,48.18,15.25,2.29,165.98,3.05,133.51,121.56,419.26,14.69,121.26,114.71,110.16,6.08,8.8,311.96,251.29,312.43,177.19,107.26,229.44,80.53,265.91,120.22,18.97,337.75,144.13,30.13,190.91,193.44,12.56,9.5,97.65,28.95,8.54,159.56,81.45,112.56,25.14,69.71,37.98,5.7,194.15,0.96,363.77,39.36,critical,17.58,92.3
CI-eoixa396e0pw,COMP-14,,PRD-31|PRD-136,COMP_PRD-120|COMP_PRD-10|COMP_PRD-179|COMP_PRD-191|COMP_PRD-30,twitter_x|google_ads|naver_ads,INF-149|INF-213,2023-08-06,semrush,12.92,UNKNOWN,7.28,stable,24.67,down,16.4,급감,10.43,up,18.5,vxlatile,7.77,volatile,16.57,down,7.44,급감,25.41,급감,19.92,미입력,2.53,up,0.2,급감,9.87,volatile,17.79,up,6.44,급감,7.54,급증,28.45,up,12.75,stable,28.52,급감,222.5,1.12,76.61,91.88,400.17,94.21,21.71,75.95,494.1,79.06,14.24,63.12,83.03,115.28,39.21,65.94,139.66,234.41,119.56,204.53,21.19,135.09,0.0,9.31,177.87,159.91,360.43,76.92,65.45,69.04,164.08,201.97,5.4,71.98,140.77,57.25,14.2,32.83,201.71,103.26,100.63,496.86,196.15,276.38,80.08,9.49,192.16,129.23,44.23,140.12,21.1,29.74,44.33,6.96,366.67,114.35,202.99,137.77,80.05,1.86,277.92,92.74,72.68,0.0,90.39,29.55,80.92,166.06,119.77,65.26,113.55,62.06,108.86,158.7,148.14,7.39,92.45,3.09,49.74,80.39,81.16,58.07,8.92,44.63,141.76,43.24,101.71,88.19,10.35,165.74,80.46,3.88,74.25,201.71,46.68,108.49,128.79,116.27,13.62,156.64,130.41,176.16,131.61,131.69,25.6,118.98,15.11,79.83,182.41,49.22,35.68,7.08,52.94,176.16,30.76,272.65,92.86,18.31,86.43,92.53,critical,28.98,71.2
CI-adhmwq086tet,null,,PRD-413|PRD-271|PRD-234,COMP_PRD-64,programmatic|email,INF-250|INF-31|INF-224,2025/12/12,ad_library,6.39,급감,1.23,급감,25.7,down,9.25,volat!le,13.63,stable,20.11,stable,15.5,volatile,28.7,stable,13.35,급증,6.89,stable,25.99,stwble,16.32,down,15.08,up,14.75,급감,14.91,up,15.89,up,16.27,up,26.65,down,13.43,급감,29.73,stable,194.37,8.85,64.44,178.87,106.15,0.0,114.44,91.64,93.65,0.98,80.42,41.29,144.81,7.88,108.01,126.16,27.94,68.55,2.89,222.63,205.55,0.0,129.66,121.53,114.86,0.0,71.31,12.52,90.32,159.92,38.51,255.93,298.89,152.51,34.3,37.14,156.27,121.86,113.33,129.26,109.59,0.0,8.43,0.0,1.0,23.76,83.66,72.57,96.55,160.06,80.82,22.68,64.03,111.75,9.45,54.99,194.98,36.36,103.76,52.78,300.71,44.15,33.58,131.65,47.05,27.42,64.05,67.36,32.63,29.87,183.64,62.82,646.15,52.27,0.0,220.71,16.94,3.08,90.49,20275.0,161.26,71.23,66.18,3.96,14.85,83.0,168.74,108.95,40.67,142.78,60.68,144.26,41.49,234.32,2.12,45.5,18.9,263.24,1.1,2.22,284.59,4.54,71.41,91.79,493.64,64.63,268.83,91.16,37.54,216.5,10.6,3.26,124.69,54.69,36.41,59.39,50.31,127.23,96.11,3.67,high,21.04,78.2
CI-cm8ashgwmpp4,COMP-24,CAMP-0633,PRD-161,COMP_PRD-172,influencer|affiliate|email|push_notification|meta_ads|youtube,,2025-03-11,,14.82,stable,28.51,up,12.1,stable,2.69,down,5.95,급감,21.08,stable,6.83,up,13.13,급증,25.83,급감,17.33,급증,12.17,up,8.31,급감,15.14,급감,20.23,down,19.27,down,3.34,급감,16.21,stable,4.72,급감,24.11,down,20.23,null,185.45,38.51,82.19,122.51,142.47,376.47,12.58,276.89,189.23,7.79,13.36,155.11,9.32,1.54,35.87,280.54,93.61,35.34,290.92,46.74,230.26,22.83,103.57,144.65,146.02,236.4,102.53,125.81,0.0,17.5,74.94,24.74,19.55,47.07,389.65,16.19,4.97,220.73,237.99,21.72,64.27,72.31,11.56,80.05,0.65,20.73,124.57,19.53,0.0,29.75,31.55,211.05,25.6,43.59,335.67,176.24,184.84,200.69,0.51,6.16,7.85,13.52,282.98,55.21,101.37,144.28,192.43,151.91,180.9,101.72,29.1,58.28,61.9,121.66,60.76,98.74,23.33,16.25,175.01,185.72,164.05,16.44,4.6,42.51,99.62,33.76,91.06,13.84,18.8,59.23,1948.0,6.02,67.02,108.97,0.0,8.93,252.36,9.36,80.16,26.31,103.54,135.55,9.39,248.92,146.13,11.49,64.74,0.0,76.9,351.01,73.84,11.55,12.71,49.62,91.78,16.11,59.54,139.56,24.15,76.53,low,14.9,77.8
CI-rq4w8kqsc4rx,COMP-7,,PRD-445|PRD-406|PRD-365|PRD-472,COMP_PRD-113|COMP_PRD-123|COMP_PRD-111,sms|naver_ads|meta_ads|ott_ads|push_notification|google_ads,nan,2024/08/13,similarweb,29.14,down,15.64,급감,26.1,down,19.22,급감,22.3,급감,26.88,up,11.02,volatile,19.54,volatile,15.31,stable,8.02,급증,29.17,급감,15.25,급증,8.61,급증,2.79,volatile,22.66,volatile,4.25,급증,18.87,up,8.32,stable,27.63,stable,13.43,급감,98.02,248.21,59.76,197.4,75.04,431.59,3.55,89.43,105.9,96.58,81.7,9.34,1.5,173.23,137.71,65.39,102.68,45.98,222.63,6.66,115.89,115.19,263.41,262.12,113.87,49.37,85.53,56.5,9.97,133.68,195.23,1.16,45.77,85.8,22.12,62.53,47.67,142.43,0.07,61.74,38.06,14.15,35.77,141.12,60.64,76.72,226.89,5.66,41.54,13054.0,39.15,330.92,89.37,30.75,49.59,269.32,10.0,20.89,20.19,107.96,0.0,112.05,167.01,27.86,126.3,161.55,20.36,39.22,4.0,0.0,118.74,185.54,147.79,71.13,61.82,3.34,25.6,4.98,28.51,23.93,318.41,46.44,4923.0,283.62,11360.0,49.73,5.68,313.58,23.16,50.93,8.76,306.08,155.93,418.55,44.8,276.51,24.57,415.06,201.65,100.75,3.38,180.47,35.55,168.18,85.45,167.9,183.1,120.82,243.34,0.0,239.29,164.02,4.76,7.31,163.74,1.58,83.27,154.48,28.71,27.24,declining,25.04,144.1
CI-hn46b64wbf00,COMP-2,CAMP-0707,PRD-235,COMP_PRD-131|COMP_PRD-171,native_ad|influencer|offline_event|push_notification|email|programmatic,INF-8|INF-37,22.12.2023,socialbakers,2.95,stable,22.12,up,3.25,up,4.26,up,10.44,stable,2.27,급감,12.49,stable,2.92,급증,15.14,stable,23.5,-,15.74,up,10.7,volatile,11.93,volatile,18.52,up,20.35,volatile,0.67,down,12.51,stable,28.99,volatile,6.32,down,25.91,volatile,150.91,87.38,92.17,117.47,71.07,167.73,53.34,188.01,122.97,286.2,127.85,151.31,22.98,50.81,75.31,61.0,359.6,39.16,74.94,23.91,27.53,91.48,92.27,214.53,0.0,0.0,83.99,49.56,4.18,61.56,192.49,20.89,46.48,28.72,75.53,21.7,98.31,78.35,434.99,32.8,28.35,118.26,29.7,229.11,33.52,121.16,35.96,39.06,59.12,72.24,0.0,9.32,15.9,104.56,94.29,4.59,3.51,480.23,48.9,56.71,459.26,385.8,0.48,36.87,23.88,6.95,219.04,47.79,87.67,59.11,22.57,6.05,4.39,64.05,146.37,48.33,261.22,487.63,66.69,262.56,181.93,107.79,47.14,17.56,803.9999999999999,70.33,165.87,110.99,59.04,9.97,22.33,31.9,77.98,13.8,14.39,205.52,84.84,18.99,52.25,2.04,50.93,9.41,4.32,72.88,209.44,98.74,21.39,21.44,100.63,78.84,244.73,35.79,88.4,258.22,426.8,99.15,335.69,40.7,59.33,16.44,declining,2.44,84.8
CI-fx70c52e8tac,COMP-5,CAMP-0158,PRD-218,COMP_PRD-116|COMP_PRD-26|COMP_PRD-28|COMP_PRD-8|COMP_PRD-97,linkedin|offline_event|email|twitter_x|sms|meta_ads,UNKNOWN,,manual,9.27,volatile,3.1,up,9.16,up,7.49,up,22.82,급증,21.39,up,9.71,down,21.93,급감,22.72,down,27.43,stable,24.62,급증,27.22,급증,6.77,급감,29.39,급감,14.58,stable,28.56,급증,0.64,미입력,28.76,nan,10.97,급증,12.02,급감,170.72,34.39,17.69,256.54,281.01,54.19,139.4,233.41,109.5,91.8,555.48,0.0,233.07,356.2,180.32,3.4,26.75,83.74,88.51,20.9,11.84,207.85,10.37,303.07,49.5,14.35,83.49,1.48,73.67,33.6,168.69,13.79,147.26,104.72,40.87,45.68,85.04,16.4,135.14,111.42,48.27,23.52,22.81,51.03,52.84,28.64,0.0,167.53,37.72,25.56,14.21,56.59,35.77,124.01,114.97,296.9,246.36,67.36,412.33,19.03,352.12,184.97,96.99,39.78,17.81,29.0,22.98,11.27,37.45,56.0,44.89,11.85,35.19,64.74,176.12,31.22,31.56,79.63,87.49,68.13,161.23,61.98,3444.0,70.36,25.24,45.8,232.7,21.44,200.74,90.84,27.25,11.54,6.52,189.87,83.27,111.93,36.16,24.66,0.0,90.3,16.31,68.44,34.04,205.9,565.75,221.57,217.58,190.56,236.06,63.42,166.57,40.65,61.05,402.04,30.28,27.6,31.79,31.4,0.36,4.06,low,31.71,112.4
CI-x41238gspt93,COMP-5,CAMP-0605,PRD-445|PRD-191|PRD-304|PRD-454,COMP_PRD-127|COMP_PRD-82|COMP_PRD-87|COMP_PRD-22,programmatic|native_ad,INF-27,2024-07-09,scraping,6.9,up,25.89,up,1.23,volxtile,1.07,up,12.42,급감,12.32,급감,19.76,급감,20.34,stable,13.96,급증,26.37,stable,13.18,급증,21.96,down,9.76,down,27.82,급증,5.36,down,2.68,급증,7.43,급증,4.57,down,22.76,-,5.43,급감,125.95,440.64,168.68,96.9,58.69,141.98,85.48,3.54,92.88,6.96,452.62,4.26,294.38,50.57,9.44,37.1,248.27,240.54,66.35,67.49,60.51,39.34,0.01,213.2,49.57,106.24,16.98,21644.0,4.47,18.96,34.0,101.07,278.58,219.99,30.99,200.12,50.89,720.68,135.38,27.95,28.34,429.95,89.81,9.81,279.98,35.45,9.9,2.12,30.51,620.57,181.26,431.46,6.1,75.96,11.51,231.46,16.25,248.4,255.72,130.84,53.76,265.94,175.08,376.41,0.0,166.09,14.69,124.61,29.0,13.56,73.18,98.2,182.01,77.22,67.31,233.27,23.8,42.52,17.38,32.19,69.49,28.34,221.24,44.56,0.0,6.28,5.71,25.32,83.5,0.5,28.48,26.52,153.05,94.03,31.91,29.43,63.96,306.16,1.75,20.34,17.07,80.52,121.23,89.78,136.18,59.24,147.56,181.55,282.98,143.05,10.21,84.54,85.42,0.0,36.33,359.0,34.4,65.66,11.88,128.97,medium,15.85,88.9
CI-vu9rquzwqbdu,COMP-6,,PRD-351|PRD-383|PRD-473,COMP_PRD-122|COMP_PRD-118|COMP_PRD-7,influencer|youtube|display_network|tiktok_ads,INF-134,20231123,semrush,11.83,급감,16.45,up,3.14,stable,14.73,stable,19.2,down,23.37,up,26.06,급증,6.93,up,13.61,stable,17.4,급증,5.33,UNKNOWN,13.85,급감,0.22,급감,21.64,stable,18.23,volatile,7.6,급증,17.81,stable,26.23,down,1.41,volatile,22.48,volaxile,200.88,179.07,73.45,36.32,24.77,77.78,1.02,254.51,57.0,11.59,39.47,7.82,89.35,1.91,523.69,212.2,11.27,49.73,0.0,86.7,35.3,14.65,168.97,34.02,137.9,363.79,15.16,20.17,164.22,388.8,12.03,164.12,243.05,98.88,62.2,21.57,37.73,53.44,25.37,277.74,151.83,41.53,97.5,0.0,76.23,1.41,84.53,73.28,19.97,29.37,628.13,218.56,71.72,9.72,78.23,9.56,46.72,110.14,211.53,0.66,207.13,100.34,91.28,344.79,93.25,8.61,51.34,25.15,93.38,7.27,28.13,54.51,44.83,72.25,321.27,57.59,288.96,53.79,36.7,313.16,349.45,259.29,11.99,286.57,37.45,81.76,49.32,5.22,4.17,536.72,119.55,59.33,84.28,5.66,141.76,440.36,28.59,169.97,189.51,159.36,103.04,65.98,38.47,27.37,185.45,0.0,10.75,30.23,151.21,99.79,7.2,108.57,136.5,3.76,123.99,238.8,1140.86,334.07,123.35,135.07,medium,22.91,99.8
CI-0ksswl9sd06t,COMP-29,nan,PRD-228|PRD-171|PRD-58,COMP_PRD-34|COMP_PRD-78|COMP_PRD-189|COMP_PRD-3|COMP_PRD-28,sms|youtube,null,,similarweb,13.56,stable,20.21,급감,0.55,up,3.34,stable,16.39,down,0.45,volatile,7.13,volatile,5.86,up,29.93,급증,24.28,volatile,29.52,stable,1.39,급감,17.91,급감,17.07,up,29.1,down,13.0,yolatile,15.53,급감,9.92,,4.66,stable,14.97,down,0.45,51.67,12247.0,112.31,84.0,30.4,132.23,107.43,70.22,53.74,115.71,155.68,0.0,175.98,97.64,61.75,14.12,40.53,0.14,169.92,167.88,30.62,21.42,36.98,101.09,70.38,32.58,328.83,9.73,102.13,18.99,229.57,275.24,177.84,80.85,218.7,172.9,250.21,175.51,32.77,671.74,320.46,110.96,35.81,61.89,136.46,53.44,102.62,56.86,18.37,139.15,2.93,23.01,237.54,85.25,146.07,207.67,80.04,26.58,248.69,4.94,27.26,79.53,427.28,95.1,322.6,57.98,151.42,67.26,103.67,169.2,59.97,161.78,95.34,52.8,7206.0,9.48,86.15,118.04,15.43,25088.0,21.79,172.96,358.82,101.36,555.39,14.01,44.06,5.09,218.19,139.67,27.92,135.57,140.61,8.73,258.3,52.21,55.24,10.49,9.41,192.55,462.47,73.44,8.17,157.84,0.0,9.6,212.6,60.4,22.3,161.76,120.99,62.27,184.4,37.57,249.3,103.79,5.19,279.98,35.75,high,23.09,129.4
CI-pf12qyh6l0zy,COMP-10,,PRD-41|PRD-252,COMP_PRD-194|COMP_PRD-62|COMP_PRD-24|COMP_PRD-108|COMP_PRD-79,native_ad|display_network|youtube|influencer|podcast_ads,INF-202|INF-143,01.10.2025,ad_library,6.86,급감,3.51,down,6.94,down,18.02,stable,26.61,volwtile,16.03,volatile,14.94,volatile,12.85,up,18.34,down,19.17,급증,2.52,volatile,7.38,down,9.33,급감,24.26,up,0.61,down,18.94,급감,18.7,미입력,4.1,volatile,25.72,volatile,12.07,,173.53,39.82,42.82,110.81,251.95,472.77,94.6,211.53,12.4,18.59,19.98,176.27,199.14,160.15,72.95,16.74,84.57,189.72,99.19,13.63,78.03,39.52,0.0,88.49,4.48,152.28,45.62,36.74,66.03,221.28,67.78,53.66,4413.0,73.45,277.13,2.34,147.62,134.06,37.07,163.75,0.0,92.28,21.62,96.39,124.6,18.28,2.51,404.81,537.7,49.27,137.11,142.91,9.24,12.97,0.0,0.0,112.2,153.63,135.82,92.15,37.19,47.37,97.72,8.63,35.4,122.78,40.31,50.78,113.23,49.32,36.56,98.98,197.52,226.01,123.27,23.46,384.89,15.53,2.95,52.5,201.17,7.39,0.0,11.98,36.81,186.72,244.22,70.75,190.3,103.0,42.69,47.05,162.07,47.96,66.29,149.73,47.1,355.7,167.45,26.61,19.77,0.0,112.91,66.35,95.37,8.38,186.59,79.89,365.56,69.1,116.7,138.52,35.4,7.13,1.49,5.88,11.27,41.88,22.06,248.36,low,27.87,128.1
CI-apiw764jjt2d,COMP-16,CAMP-0144,PRD-49|PRD-75|PRD-129|PRD-216|PRD-150,COMP_PRD-59|COMP_PRD-6|COMP_PRD-104|COMP_PRD-94|COMP_PRD-118,meta_ads,INF-210,29.06.2023,industry_report,0.26,nan,7.8,급감,28.46,down,11.83,급감,22.64,volatile,9.34,down,14.51,volatile,14.85,down,24.55,down,19.15,급증,24.96,,11.52,급감,20.06,up,3.97,급감,20.61,급감,15.03,down,24.69,stable,16.34,down,17.46,volatile,2.77,급감,158.23,77.97,136.43,91.89,30.88,55.5,99.67,67.13,74.82,95.54,137.45,2.82,226.86,649.64,173.03,521.7,10.41,0.0,19.58,13.59,93.14,155.86,143.53,17.62,39.01,52.22,7.23,7.04,93.56,138.56,125.64,142.34,74.74,51.42,71.01,0.0,45.78,15.08,67.31,472.73,226.26,68.94,73.97,6.72,152.61,7.92,50.62,215.35,62.67,103.4,128.74,103.12,75.12,6.13,103.59,9.18,48.13,4.81,62.92,3.3,233.33,83.78,45.12,69.27,3.97,183.17,0.87,72.42,71.04,27.68,9.91,42.38,139.02,58.05,28.61,164.7,65.78,41.08,390.08,123.12,251.57,153.67,31.67,40.28,94.07,87.73,36.11,106.69,116.28,156.67,35.56,25.15,0.0,235.54,12.09,15.87,74.49,353.92,95.74,138.13,447.8,85.92,105.48,32.49,231.04,0.26,188.53,76.92,0.0,54.34,155.61,0.0,57.26,28.81,3.88,53.45,102.01,157.47,52.53,9.26,emerging,14.72,125.7
CI-33pzwsa2k0zv,COMP-10,,PRD-387|PRD-14|PRD-483,COMP_PRD-7|COMP_PRD-8|COMP_PRD-42|COMP_PRD-44,affiliate|twitter_x,nan,,scraping,15.38,급감,17.84,up,19.54,급감,8.1,null,13.9,volazile,0.37,down,26.29,volatile,12.71,급감,14.37,급감,19.35,stable,0.7,up,15.45,nuzl,6.38,volatile,0.78,급증,15.6,down,3.6,급증,22.57,down,18.16,up,11.14,급감,20.23,volatile,49.72,3.46,0.0,249.49,92.34,7.82,275.64,17.48,65.32,20.63,180.36,151.01,137.15,71.92,81.35,9.63,67.61,15.15,69.61,26.03,80.53,41.07,115.78,15.54,10.56,12.75,246.35,224.89,150.86,61.95,121.14,49.35,43.6,31.45,159.13,57.38,0.0,34.21,133.35,337.89,91.8,89.18,100.09,87.24,487.8,38.97,94.76,5.99,147.23,449.79,283.8,59.36,13.45,258.37,43.92,0.0,0.0,8.24,30.05,226.37,192.63,144.14,76.32,210.08,1.96,54.25,79.73,149.3,42.17,214.32,0.0,182.8,318.93,34.93,343.87,30.97,143.3,144.37,46.01,11.09,69.12,52.93,10.26,153.87,104.82,59.72,10.48,228.03,78.82,24.34,59.12,0.0,35.69,75.9,202.42,19.17,166.23,92.3,101.48,143.67,237.66,28.3,112.12,19.22,2.66,84.22,176.07,124.24,5.74,17.54,181.76,94.8,45.77,52.65,433.12,34.52,199.7,252.03,34.43,31.44,declining,24.69,147.1
CI-q4c2ic3eqoig,COMP-26,CAMP-0310,PRD-353,COMP_PRD-19,sms,null,06.06.2024,semrush,17.07,volatile,12.27,down,4.37,급감,6.83,급증,2.09,up,0.83,null,2.99,급감,5.58,down,21.98,급감,26.27,급증,1.67,nay,22.42,stable,12.08,volatile,9.19,down,17.55,급증,3.59,volatile,4.41,down,19.16,급증,6.65,down,19.18,급감,128.36,1.34,25.16,15.66,44.97,13.04,63.54,104.15,51.98,144.29,13.29,9.87,15.66,17.73,282.18,250.28,129.95,15883.000000000002,41.12,151.51,72.32,42.0,253.82,35.39,22.86,75.49,50.92,236.18,21.56,34.11,225.06,111.28,35.18,55.73,14.24,146.81,5.8,172.66,16.77,97.67,73.49,14.01,29.06,54.31,405.6,28.34,58.92,160.87,15.0,47.76,4.69,95.12,157.51,7795.999999999999,35.79,185.34,9.69,87.85,137.94,81.35,35.09,150.11,525.6,53.87,82.09,81.12,34.8,87.06,2.89,26.95,114.16,39.65,391.96,205.21,31.52,189.97,15.87,52.7,23.32,297.43,19.07,156.29,36.62,286.01,27.21,34.05,65.63,7.1,0.94,74.27,77.62,72.53,24.09,90.58,4.18,41.96,28.99,35.42,40.01,132.48,140.9,132.49,12.2,254.69,128.06,47.34,56.75,7.63,86.0,2.45,86.25,86.7,54.93,112.03,218.45,96.96,3.43,23.39,142.08,127.06,emerging,8.31,149.4
CI-mkee6m8ayir3,COMP-23,,PRD-112|PRD-310|PRD-111,COMP_PRD-142,affiliate|naver_ads|influencer|ott_ads,,30.04.2023,industry_report,23.32,급감,25.77,급증,24.37,down,29.09,down,28.68,stable,15.76,up,11.86,volatile,15.99,급증,5.92,급증,21.37,stable,1.46,volatile,19.79,down,0.56,급증,19.58,down,23.94,급감,12.36,급감,26.63,up,27.19,stable,28.24,급증,14.63,,262.66,21.41,13.33,171.25,175.39,333.41,39.41,125.31,41.68,4.85,67.06,116.2,573.94,377.94,21.29,11.57,157.26,153.34,85.6,178.7,59.19,95.77,113.28,107.98,156.03,176.87,19.9,14.54,47.92,69.32,30.59,290.66,61.01,23.69,221.5,25.96,292.04,39.37,33.83,89.42,66.92,162.18,9.43,19.53,281.12,103.12,224.09,26.52,162.28,46.12,131.2,339.53,91.5,25.99,180.26,26.84,25.84,348.64,61.83,7.68,8.87,34.1,108.72,9.43,84.62,10.17,213.71,304.77,1.67,75.91,77.11,198.41,149.22,4.16,106.5,354.42,40.31,15.26,37.06,2.32,45.06,8.27,259.72,13.92,75.51,86.47,4.18,105.45,186.92,128.71,52.24,102.28,60.06,165.71,10.64,288.87,36.92,310.9,0.0,126.93,51.28,238.61,11.26,106.14,0.0,0.83,85.92,0.42,122.56,35.11,9.74,124.32,75.98,0.0,64.73,306.23,63.2,65.32,88.77,97.59,high,12.29,92.5
CI-dy1vr5ixg2qr,COMP-27,CAMP-0018,PRD-266|PRD-128|PRD-356,COMP_PRD-197|COMP_PRD-133|COMP_PRD-44|COMP_PRD-166,native_ad|tiktok_ads,-,2025-01-05,similarweb,24.17,volatile,8.96,급감,4.81,급증,24.91,N/A,5.65,down,14.09,up,4.95,down,10.53,급감,23.1,up,29.5,up,13.43,급감,11.58,stable,11.41,up,16.43,down,1.99,down,19.66,down,28.86,down,6.97,급증,5.94,volatile,5.87,down,155.78,197.7,1.34,42.55,50.72,11.12,156.05,323.92,111.71,418.5,7.35,138.87,22.11,281.96,9.22,244.97,364.8,3.05,2.0,93.27,155.3,321.23,25.78,56.76,26.04,275.3,41.03,137.02,123.02,109.78,154.75,18.3,113.69,100.86,167.57,19.9,235.37,11.99,169.46,185.08,102.76,481.1,0.0,144.96,15766.999999999998,23.18,23.94,41.3,204.35,27.42,110.77,253.85,15.83,235.75,8.82,1.11,204.12,2.9,31.83,31.59,28.67,66.18,68.32,79.38,28.61,64.84,68.51,170.56,71.66,201.87,101.87,20.93,433.6,31.72,42.6,48.33,352.16,139.13,136.24,88.84,6.76,27.82,34.97,9.2,187.24,148.88,100.85,23.87,60.24,38.49,132.71,67.37,153.35,124.98,99.42,0.0,62.06,285.88,39.14,10.11,43.11,18.74,196.32,24.42,10.06,2.93,269.75,26.37,0.0,6679.000000000001,157.71,6.08,50.73,15.79,16.26,2.18,95.71,297.86,33.45,314.48,medium,24.56,130.3
